"YEAR","REGION","COUNTY NAME","GRADE","ENROLLMENT"
"2019-2020",16,"RANDALL COUNTY","Grade 7",856
"2019-2020",16,"RANDALL COUNTY","Grade 8",788
"2019-2020",16,"RANDALL COUNTY","Grade 9",785
"2019-2020",16,"RANDALL COUNTY","Grade 10",776
"2019-2020",16,"RANDALL COUNTY","Grade 11",729
"2019-2020",16,"RANDALL COUNTY","Grade 12",679
"2019-2020",18,"REAGAN COUNTY","Early Education",7
"2019-2020",18,"REAGAN COUNTY","Pre-kindergarten",53
"2019-2020",18,"REAGAN COUNTY","Kindergarten",66
"2019-2020",18,"REAGAN COUNTY","Grade 1",83
"2019-2020",18,"REAGAN COUNTY","Grade 2",59
"2019-2020",18,"REAGAN COUNTY","Grade 3",49
"2019-2020",18,"REAGAN COUNTY","Grade 4",57
"2019-2020",18,"REAGAN COUNTY","Grade 5",56
"2019-2020",18,"REAGAN COUNTY","Grade 6",67
"2019-2020",18,"REAGAN COUNTY","Grade 7",74
"2019-2020",18,"REAGAN COUNTY","Grade 8",75
"2019-2020",18,"REAGAN COUNTY","Grade 9",77
"2019-2020",18,"REAGAN COUNTY","Grade 10",51
"2019-2020",18,"REAGAN COUNTY","Grade 11",79
"2019-2020",18,"REAGAN COUNTY","Grade 12",55
"2019-2020",20,"REAL COUNTY","Pre-kindergarten",27
"2019-2020",20,"REAL COUNTY","Kindergarten",27
"2019-2020",20,"REAL COUNTY","Grade 1",20
"2019-2020",20,"REAL COUNTY","Grade 2",28
"2019-2020",20,"REAL COUNTY","Grade 3",30
"2019-2020",20,"REAL COUNTY","Grade 4",41
"2019-2020",20,"REAL COUNTY","Grade 5",37
"2019-2020",20,"REAL COUNTY","Grade 6",49
"2019-2020",20,"REAL COUNTY","Grade 7",41
"2019-2020",20,"REAL COUNTY","Grade 8",45
"2019-2020",20,"REAL COUNTY","Grade 9",44
"2019-2020",20,"REAL COUNTY","Grade 10",52
"2019-2020",20,"REAL COUNTY","Grade 11",27
"2019-2020",20,"REAL COUNTY","Grade 12",39
"2019-2020",08,"RED RIVER COUNTY","Early Education",6
"2019-2020",08,"RED RIVER COUNTY","Pre-kindergarten",146
"2019-2020",08,"RED RIVER COUNTY","Kindergarten",148
"2019-2020",08,"RED RIVER COUNTY","Grade 1",150
"2019-2020",08,"RED RIVER COUNTY","Grade 2",148
"2019-2020",08,"RED RIVER COUNTY","Grade 3",145
"2019-2020",08,"RED RIVER COUNTY","Grade 4",148
"2019-2020",08,"RED RIVER COUNTY","Grade 5",157
"2019-2020",08,"RED RIVER COUNTY","Grade 6",168
"2019-2020",08,"RED RIVER COUNTY","Grade 7",147
"2019-2020",08,"RED RIVER COUNTY","Grade 8",156
"2019-2020",08,"RED RIVER COUNTY","Grade 9",131
"2019-2020",08,"RED RIVER COUNTY","Grade 10",144
"2019-2020",08,"RED RIVER COUNTY","Grade 11",157
"2019-2020",08,"RED RIVER COUNTY","Grade 12",142
"2019-2020",18,"REEVES COUNTY","Early Education",11
"2019-2020",18,"REEVES COUNTY","Pre-kindergarten",120
"2019-2020",18,"REEVES COUNTY","Kindergarten",253
"2019-2020",18,"REEVES COUNTY","Grade 1",244
"2019-2020",18,"REEVES COUNTY","Grade 2",223
"2019-2020",18,"REEVES COUNTY","Grade 3",225
"2019-2020",18,"REEVES COUNTY","Grade 4",218
"2019-2020",18,"REEVES COUNTY","Grade 5",262
"2019-2020",18,"REEVES COUNTY","Grade 6",276
"2019-2020",18,"REEVES COUNTY","Grade 7",224
"2019-2020",18,"REEVES COUNTY","Grade 8",218
"2019-2020",18,"REEVES COUNTY","Grade 9",226
"2019-2020",18,"REEVES COUNTY","Grade 10",178
"2019-2020",18,"REEVES COUNTY","Grade 11",198
"2019-2020",18,"REEVES COUNTY","Grade 12",162
"2019-2020",03,"REFUGIO COUNTY","Early Education",12
"2019-2020",03,"REFUGIO COUNTY","Pre-kindergarten",75
"2019-2020",03,"REFUGIO COUNTY","Kindergarten",80
"2019-2020",03,"REFUGIO COUNTY","Grade 1",95
"2019-2020",03,"REFUGIO COUNTY","Grade 2",90
"2019-2020",03,"REFUGIO COUNTY","Grade 3",96
"2019-2020",03,"REFUGIO COUNTY","Grade 4",88
"2019-2020",03,"REFUGIO COUNTY","Grade 5",92
"2019-2020",03,"REFUGIO COUNTY","Grade 6",115
"2019-2020",03,"REFUGIO COUNTY","Grade 7",109
"2019-2020",03,"REFUGIO COUNTY","Grade 8",98
"2019-2020",03,"REFUGIO COUNTY","Grade 9",81
"2019-2020",03,"REFUGIO COUNTY","Grade 10",100
"2019-2020",03,"REFUGIO COUNTY","Grade 11",81
"2019-2020",03,"REFUGIO COUNTY","Grade 12",92
"2019-2020",16,"ROBERTS COUNTY","Pre-kindergarten",12
"2019-2020",16,"ROBERTS COUNTY","Kindergarten",12
"2019-2020",16,"ROBERTS COUNTY","Grade 1",9
"2019-2020",16,"ROBERTS COUNTY","Grade 2",11
"2019-2020",16,"ROBERTS COUNTY","Grade 3",15
"2019-2020",16,"ROBERTS COUNTY","Grade 4",12
"2019-2020",16,"ROBERTS COUNTY","Grade 5",10
"2019-2020",16,"ROBERTS COUNTY","Grade 6",17
"2019-2020",16,"ROBERTS COUNTY","Grade 7",18
"2019-2020",16,"ROBERTS COUNTY","Grade 8",22
"2019-2020",16,"ROBERTS COUNTY","Grade 9",13
"2019-2020",16,"ROBERTS COUNTY","Grade 10",15
"2019-2020",16,"ROBERTS COUNTY","Grade 11",11
"2019-2020",16,"ROBERTS COUNTY","Grade 12",13
"2019-2020",06,"ROBERTSON COUNTY","Early Education",9
"2019-2020",06,"ROBERTSON COUNTY","Pre-kindergarten",235
"2019-2020",06,"ROBERTSON COUNTY","Kindergarten",241
"2019-2020",06,"ROBERTSON COUNTY","Grade 1",214
"2019-2020",06,"ROBERTSON COUNTY","Grade 2",225
"2019-2020",06,"ROBERTSON COUNTY","Grade 3",218
"2019-2020",06,"ROBERTSON COUNTY","Grade 4",240
"2019-2020",06,"ROBERTSON COUNTY","Grade 5",238
"2019-2020",06,"ROBERTSON COUNTY","Grade 6",260
"2019-2020",06,"ROBERTSON COUNTY","Grade 7",251
"2019-2020",06,"ROBERTSON COUNTY","Grade 8",247
"2019-2020",06,"ROBERTSON COUNTY","Grade 9",243
"2019-2020",06,"ROBERTSON COUNTY","Grade 10",249
"2019-2020",06,"ROBERTSON COUNTY","Grade 11",212
"2019-2020",06,"ROBERTSON COUNTY","Grade 12",175
"2019-2020",10,"ROCKWALL COUNTY","Early Education",170
"2019-2020",10,"ROCKWALL COUNTY","Pre-kindergarten",477
"2019-2020",10,"ROCKWALL COUNTY","Kindergarten",1595
"2019-2020",10,"ROCKWALL COUNTY","Grade 1",1631
"2019-2020",10,"ROCKWALL COUNTY","Grade 2",1631
"2019-2020",10,"ROCKWALL COUNTY","Grade 3",1681
"2019-2020",10,"ROCKWALL COUNTY","Grade 4",1746
"2019-2020",10,"ROCKWALL COUNTY","Grade 5",1741
"2019-2020",10,"ROCKWALL COUNTY","Grade 6",1864
"2019-2020",10,"ROCKWALL COUNTY","Grade 7",1914
"2019-2020",10,"ROCKWALL COUNTY","Grade 8",1900
"2019-2020",10,"ROCKWALL COUNTY","Grade 9",1985
"2019-2020",10,"ROCKWALL COUNTY","Grade 10",1935
"2019-2020",10,"ROCKWALL COUNTY","Grade 11",1771
"2019-2020",10,"ROCKWALL COUNTY","Grade 12",1566
"2019-2020",15,"RUNNELS COUNTY","Early Education",9
"2019-2020",15,"RUNNELS COUNTY","Pre-kindergarten",117
"2019-2020",15,"RUNNELS COUNTY","Kindergarten",136
"2019-2020",15,"RUNNELS COUNTY","Grade 1",126
"2019-2020",15,"RUNNELS COUNTY","Grade 2",144
"2019-2020",15,"RUNNELS COUNTY","Grade 3",143
"2019-2020",15,"RUNNELS COUNTY","Grade 4",142
"2019-2020",15,"RUNNELS COUNTY","Grade 5",146
"2019-2020",15,"RUNNELS COUNTY","Grade 6",163
"2019-2020",15,"RUNNELS COUNTY","Grade 7",177
"2019-2020",15,"RUNNELS COUNTY","Grade 8",157
"2019-2020",15,"RUNNELS COUNTY","Grade 9",173
"2019-2020",15,"RUNNELS COUNTY","Grade 10",153
"2019-2020",15,"RUNNELS COUNTY","Grade 11",148
"2019-2020",15,"RUNNELS COUNTY","Grade 12",155
"2019-2020",07,"RUSK COUNTY","Early Education",28
"2019-2020",07,"RUSK COUNTY","Pre-kindergarten",364
"2019-2020",07,"RUSK COUNTY","Kindergarten",515
"2019-2020",07,"RUSK COUNTY","Grade 1",513
"2019-2020",07,"RUSK COUNTY","Grade 2",584
"2019-2020",07,"RUSK COUNTY","Grade 3",549
"2019-2020",07,"RUSK COUNTY","Grade 4",569
"2019-2020",07,"RUSK COUNTY","Grade 5",612
"2019-2020",07,"RUSK COUNTY","Grade 6",620
"2019-2020",07,"RUSK COUNTY","Grade 7",668
"2019-2020",07,"RUSK COUNTY","Grade 8",591
"2019-2020",07,"RUSK COUNTY","Grade 9",647
"2019-2020",07,"RUSK COUNTY","Grade 10",570
"2019-2020",07,"RUSK COUNTY","Grade 11",540
"2019-2020",07,"RUSK COUNTY","Grade 12",530
"2019-2020",07,"SABINE COUNTY","Early Education",3
"2019-2020",07,"SABINE COUNTY","Pre-kindergarten",97
"2019-2020",07,"SABINE COUNTY","Kindergarten",116
"2019-2020",07,"SABINE COUNTY","Grade 1",89
"2019-2020",07,"SABINE COUNTY","Grade 2",91
"2019-2020",07,"SABINE COUNTY","Grade 3",107
"2019-2020",07,"SABINE COUNTY","Grade 4",115
"2019-2020",07,"SABINE COUNTY","Grade 5",110
"2019-2020",07,"SABINE COUNTY","Grade 6",122
"2019-2020",07,"SABINE COUNTY","Grade 7",120
"2019-2020",07,"SABINE COUNTY","Grade 8",115
"2019-2020",07,"SABINE COUNTY","Grade 9",117
"2019-2020",07,"SABINE COUNTY","Grade 10",111
"2019-2020",07,"SABINE COUNTY","Grade 11",103
"2019-2020",07,"SABINE COUNTY","Grade 12",92
"2019-2020",07,"SAN AUGUSTINE COUNTY","Early Education",4
"2019-2020",07,"SAN AUGUSTINE COUNTY","Pre-kindergarten",97
"2019-2020",07,"SAN AUGUSTINE COUNTY","Kindergarten",64
"2019-2020",07,"SAN AUGUSTINE COUNTY","Grade 1",75
"2019-2020",07,"SAN AUGUSTINE COUNTY","Grade 2",78
"2019-2020",07,"SAN AUGUSTINE COUNTY","Grade 3",74
"2019-2020",07,"SAN AUGUSTINE COUNTY","Grade 4",84
"2019-2020",07,"SAN AUGUSTINE COUNTY","Grade 5",86
"2019-2020",07,"SAN AUGUSTINE COUNTY","Grade 6",81
"2019-2020",07,"SAN AUGUSTINE COUNTY","Grade 7",95
"2019-2020",07,"SAN AUGUSTINE COUNTY","Grade 8",86
"2019-2020",07,"SAN AUGUSTINE COUNTY","Grade 9",84
"2019-2020",07,"SAN AUGUSTINE COUNTY","Grade 10",57
"2019-2020",07,"SAN AUGUSTINE COUNTY","Grade 11",76
"2019-2020",07,"SAN AUGUSTINE COUNTY","Grade 12",85
"2019-2020",06,"SAN JACINTO COUNTY","Early Education",17
"2019-2020",06,"SAN JACINTO COUNTY","Pre-kindergarten",213
"2019-2020",06,"SAN JACINTO COUNTY","Kindergarten",262
"2019-2020",06,"SAN JACINTO COUNTY","Grade 1",271
"2019-2020",06,"SAN JACINTO COUNTY","Grade 2",234
"2019-2020",06,"SAN JACINTO COUNTY","Grade 3",254
"2019-2020",06,"SAN JACINTO COUNTY","Grade 4",248
"2019-2020",06,"SAN JACINTO COUNTY","Grade 5",272
"2019-2020",06,"SAN JACINTO COUNTY","Grade 6",307
"2019-2020",06,"SAN JACINTO COUNTY","Grade 7",283
"2019-2020",06,"SAN JACINTO COUNTY","Grade 8",268
"2019-2020",06,"SAN JACINTO COUNTY","Grade 9",278
"2019-2020",06,"SAN JACINTO COUNTY","Grade 10",236
"2019-2020",06,"SAN JACINTO COUNTY","Grade 11",234
"2019-2020",06,"SAN JACINTO COUNTY","Grade 12",196
"2019-2020",02,"SAN PATRICIO COUNTY","Early Education",71
"2019-2020",02,"SAN PATRICIO COUNTY","Pre-kindergarten",530
"2019-2020",02,"SAN PATRICIO COUNTY","Kindergarten",984
"2019-2020",02,"SAN PATRICIO COUNTY","Grade 1",1013
"2019-2020",02,"SAN PATRICIO COUNTY","Grade 2",1009
"2019-2020",02,"SAN PATRICIO COUNTY","Grade 3",992
"2019-2020",02,"SAN PATRICIO COUNTY","Grade 4",980
"2019-2020",02,"SAN PATRICIO COUNTY","Grade 5",1076
"2019-2020",02,"SAN PATRICIO COUNTY","Grade 6",1124
"2019-2020",02,"SAN PATRICIO COUNTY","Grade 7",1046
"2019-2020",02,"SAN PATRICIO COUNTY","Grade 8",1084
"2019-2020",02,"SAN PATRICIO COUNTY","Grade 9",1167
"2019-2020",02,"SAN PATRICIO COUNTY","Grade 10",1072
"2019-2020",02,"SAN PATRICIO COUNTY","Grade 11",914
"2019-2020",02,"SAN PATRICIO COUNTY","Grade 12",912
"2019-2020",15,"SAN SABA COUNTY","Early Education",3
"2019-2020",15,"SAN SABA COUNTY","Pre-kindergarten",65
"2019-2020",15,"SAN SABA COUNTY","Kindergarten",72
"2019-2020",15,"SAN SABA COUNTY","Grade 1",75
"2019-2020",15,"SAN SABA COUNTY","Grade 2",80
"2019-2020",15,"SAN SABA COUNTY","Grade 3",68
"2019-2020",15,"SAN SABA COUNTY","Grade 4",55
"2019-2020",15,"SAN SABA COUNTY","Grade 5",75
"2019-2020",15,"SAN SABA COUNTY","Grade 6",69
"2019-2020",15,"SAN SABA COUNTY","Grade 7",82
"2019-2020",15,"SAN SABA COUNTY","Grade 8",65
"2019-2020",15,"SAN SABA COUNTY","Grade 9",72
"2019-2020",15,"SAN SABA COUNTY","Grade 10",73
"2019-2020",15,"SAN SABA COUNTY","Grade 11",66
"2019-2020",15,"SAN SABA COUNTY","Grade 12",75
"2019-2020",15,"SCHLEICHER COUNTY","Pre-kindergarten",27
"2019-2020",15,"SCHLEICHER COUNTY","Kindergarten",33
"2019-2020",15,"SCHLEICHER COUNTY","Grade 1",40
"2019-2020",15,"SCHLEICHER COUNTY","Grade 2",33
"2019-2020",15,"SCHLEICHER COUNTY","Grade 3",29
"2019-2020",15,"SCHLEICHER COUNTY","Grade 4",26
"2019-2020",15,"SCHLEICHER COUNTY","Grade 5",46
"2019-2020",15,"SCHLEICHER COUNTY","Grade 6",48
"2019-2020",15,"SCHLEICHER COUNTY","Grade 7",43
"2019-2020",15,"SCHLEICHER COUNTY","Grade 8",31
"2019-2020",15,"SCHLEICHER COUNTY","Grade 9",39
"2019-2020",15,"SCHLEICHER COUNTY","Grade 10",37
"2019-2020",15,"SCHLEICHER COUNTY","Grade 11",37
"2019-2020",15,"SCHLEICHER COUNTY","Grade 12",36
"2019-2020",14,"SCURRY COUNTY","Early Education",19
"2019-2020",14,"SCURRY COUNTY","Pre-kindergarten",137
"2019-2020",14,"SCURRY COUNTY","Kindergarten",229
"2019-2020",14,"SCURRY COUNTY","Grade 1",235
"2019-2020",14,"SCURRY COUNTY","Grade 2",231
"2019-2020",14,"SCURRY COUNTY","Grade 3",235
"2019-2020",14,"SCURRY COUNTY","Grade 4",267
"2019-2020",14,"SCURRY COUNTY","Grade 5",246
"2019-2020",14,"SCURRY COUNTY","Grade 6",237
"2019-2020",14,"SCURRY COUNTY","Grade 7",218
"2019-2020",14,"SCURRY COUNTY","Grade 8",251
"2019-2020",14,"SCURRY COUNTY","Grade 9",262
"2019-2020",14,"SCURRY COUNTY","Grade 10",244
"2019-2020",14,"SCURRY COUNTY","Grade 11",187
"2019-2020",14,"SCURRY COUNTY","Grade 12",182
"2019-2020",14,"SHACKELFORD COUNTY","Early Education",3
"2019-2020",14,"SHACKELFORD COUNTY","Pre-kindergarten",33
"2019-2020",14,"SHACKELFORD COUNTY","Kindergarten",41
"2019-2020",14,"SHACKELFORD COUNTY","Grade 1",48
"2019-2020",14,"SHACKELFORD COUNTY","Grade 2",46
"2019-2020",14,"SHACKELFORD COUNTY","Grade 3",37
"2019-2020",14,"SHACKELFORD COUNTY","Grade 4",40
"2019-2020",14,"SHACKELFORD COUNTY","Grade 5",43
"2019-2020",14,"SHACKELFORD COUNTY","Grade 6",43
"2019-2020",14,"SHACKELFORD COUNTY","Grade 7",53
"2019-2020",14,"SHACKELFORD COUNTY","Grade 8",56
"2019-2020",14,"SHACKELFORD COUNTY","Grade 9",38
"2019-2020",14,"SHACKELFORD COUNTY","Grade 10",53
"2019-2020",14,"SHACKELFORD COUNTY","Grade 11",48
"2019-2020",14,"SHACKELFORD COUNTY","Grade 12",52
"2019-2020",07,"SHELBY COUNTY","Early Education",13
"2019-2020",07,"SHELBY COUNTY","Pre-kindergarten",413
"2019-2020",07,"SHELBY COUNTY","Kindergarten",333
"2019-2020",07,"SHELBY COUNTY","Grade 1",399
"2019-2020",07,"SHELBY COUNTY","Grade 2",330
"2019-2020",07,"SHELBY COUNTY","Grade 3",372
"2019-2020",07,"SHELBY COUNTY","Grade 4",382
"2019-2020",07,"SHELBY COUNTY","Grade 5",423
"2019-2020",07,"SHELBY COUNTY","Grade 6",390
"2019-2020",07,"SHELBY COUNTY","Grade 7",434
"2019-2020",07,"SHELBY COUNTY","Grade 8",390
"2019-2020",07,"SHELBY COUNTY","Grade 9",415
"2019-2020",07,"SHELBY COUNTY","Grade 10",383
"2019-2020",07,"SHELBY COUNTY","Grade 11",368
"2019-2020",07,"SHELBY COUNTY","Grade 12",332
"2019-2020",16,"SHERMAN COUNTY","Early Education",3
"2019-2020",16,"SHERMAN COUNTY","Pre-kindergarten",59
"2019-2020",16,"SHERMAN COUNTY","Kindergarten",48
"2019-2020",16,"SHERMAN COUNTY","Grade 1",52
"2019-2020",16,"SHERMAN COUNTY","Grade 2",60
"2019-2020",16,"SHERMAN COUNTY","Grade 3",53
"2019-2020",16,"SHERMAN COUNTY","Grade 4",65
"2019-2020",16,"SHERMAN COUNTY","Grade 5",56
"2019-2020",16,"SHERMAN COUNTY","Grade 6",43
"2019-2020",16,"SHERMAN COUNTY","Grade 7",57
"2019-2020",16,"SHERMAN COUNTY","Grade 8",54
"2019-2020",16,"SHERMAN COUNTY","Grade 9",51
"2019-2020",16,"SHERMAN COUNTY","Grade 10",51
"2019-2020",16,"SHERMAN COUNTY","Grade 11",53
"2019-2020",16,"SHERMAN COUNTY","Grade 12",30
"2019-2020",07,"SMITH COUNTY","Early Education",199
"2019-2020",07,"SMITH COUNTY","Pre-kindergarten",1347
"2019-2020",07,"SMITH COUNTY","Kindergarten",3027
"2019-2020",07,"SMITH COUNTY","Grade 1",3002
"2019-2020",07,"SMITH COUNTY","Grade 2",2874
"2019-2020",07,"SMITH COUNTY","Grade 3",2871
"2019-2020",07,"SMITH COUNTY","Grade 4",2888
"2019-2020",07,"SMITH COUNTY","Grade 5",2995
"2019-2020",07,"SMITH COUNTY","Grade 6",3028
"2019-2020",07,"SMITH COUNTY","Grade 7",3125
"2019-2020",07,"SMITH COUNTY","Grade 8",3006
"2019-2020",07,"SMITH COUNTY","Grade 9",3147
"2019-2020",07,"SMITH COUNTY","Grade 10",2858
"2019-2020",07,"SMITH COUNTY","Grade 11",2690
"2019-2020",07,"SMITH COUNTY","Grade 12",2499
"2019-2020",11,"SOMERVELL COUNTY","Early Education",7
"2019-2020",11,"SOMERVELL COUNTY","Pre-kindergarten",56
"2019-2020",11,"SOMERVELL COUNTY","Kindergarten",158
"2019-2020",11,"SOMERVELL COUNTY","Grade 1",163
"2019-2020",11,"SOMERVELL COUNTY","Grade 2",139
"2019-2020",11,"SOMERVELL COUNTY","Grade 3",130
"2019-2020",11,"SOMERVELL COUNTY","Grade 4",147
"2019-2020",11,"SOMERVELL COUNTY","Grade 5",151
"2019-2020",11,"SOMERVELL COUNTY","Grade 6",168
"2019-2020",11,"SOMERVELL COUNTY","Grade 7",189
"2019-2020",11,"SOMERVELL COUNTY","Grade 8",164
"2019-2020",11,"SOMERVELL COUNTY","Grade 9",179
"2019-2020",11,"SOMERVELL COUNTY","Grade 10",174
"2019-2020",11,"SOMERVELL COUNTY","Grade 11",202
"2019-2020",11,"SOMERVELL COUNTY","Grade 12",145
"2019-2020",01,"STARR COUNTY","Early Education",28
"2019-2020",01,"STARR COUNTY","Pre-kindergarten",1310
"2019-2020",01,"STARR COUNTY","Kindergarten",1085
"2019-2020",01,"STARR COUNTY","Grade 1",1085
"2019-2020",01,"STARR COUNTY","Grade 2",1034
"2019-2020",01,"STARR COUNTY","Grade 3",1160
"2019-2020",01,"STARR COUNTY","Grade 4",1179
"2019-2020",01,"STARR COUNTY","Grade 5",1165
"2019-2020",01,"STARR COUNTY","Grade 6",1117
"2019-2020",01,"STARR COUNTY","Grade 7",1169
"2019-2020",01,"STARR COUNTY","Grade 8",1261
"2019-2020",01,"STARR COUNTY","Grade 9",1552
"2019-2020",01,"STARR COUNTY","Grade 10",1138
"2019-2020",01,"STARR COUNTY","Grade 11",1125
"2019-2020",01,"STARR COUNTY","Grade 12",1113
"2019-2020",14,"STEPHENS COUNTY","Early Education",4
"2019-2020",14,"STEPHENS COUNTY","Pre-kindergarten",70
"2019-2020",14,"STEPHENS COUNTY","Kindergarten",110
"2019-2020",14,"STEPHENS COUNTY","Grade 1",99
"2019-2020",14,"STEPHENS COUNTY","Grade 2",96
"2019-2020",14,"STEPHENS COUNTY","Grade 3",91
"2019-2020",14,"STEPHENS COUNTY","Grade 4",108
"2019-2020",14,"STEPHENS COUNTY","Grade 5",99
"2019-2020",14,"STEPHENS COUNTY","Grade 6",119
"2019-2020",14,"STEPHENS COUNTY","Grade 7",114
"2019-2020",14,"STEPHENS COUNTY","Grade 8",128
"2019-2020",14,"STEPHENS COUNTY","Grade 9",116
"2019-2020",14,"STEPHENS COUNTY","Grade 10",121
"2019-2020",14,"STEPHENS COUNTY","Grade 11",90
"2019-2020",14,"STEPHENS COUNTY","Grade 12",91
"2019-2020",15,"STERLING COUNTY","Early Education",2
"2019-2020",15,"STERLING COUNTY","Pre-kindergarten",16
"2019-2020",15,"STERLING COUNTY","Kindergarten",26
"2019-2020",15,"STERLING COUNTY","Grade 1",18
"2019-2020",15,"STERLING COUNTY","Grade 2",18
"2019-2020",15,"STERLING COUNTY","Grade 3",19
"2019-2020",15,"STERLING COUNTY","Grade 4",26
"2019-2020",15,"STERLING COUNTY","Grade 5",39
"2019-2020",15,"STERLING COUNTY","Grade 6",21
"2019-2020",15,"STERLING COUNTY","Grade 7",30
"2019-2020",15,"STERLING COUNTY","Grade 8",33
"2019-2020",15,"STERLING COUNTY","Grade 9",27
"2019-2020",15,"STERLING COUNTY","Grade 10",21
"2019-2020",15,"STERLING COUNTY","Grade 11",27
"2019-2020",15,"STERLING COUNTY","Grade 12",20
"2019-2020",14,"STONEWALL COUNTY","Pre-kindergarten",15
"2019-2020",14,"STONEWALL COUNTY","Kindergarten",18
"2019-2020",14,"STONEWALL COUNTY","Grade 1",17
"2019-2020",14,"STONEWALL COUNTY","Grade 2",11
"2019-2020",14,"STONEWALL COUNTY","Grade 3",12
"2019-2020",14,"STONEWALL COUNTY","Grade 4",17
"2019-2020",14,"STONEWALL COUNTY","Grade 5",10
"2019-2020",14,"STONEWALL COUNTY","Grade 6",14
"2019-2020",14,"STONEWALL COUNTY","Grade 7",17
"2019-2020",14,"STONEWALL COUNTY","Grade 8",21
"2019-2020",14,"STONEWALL COUNTY","Grade 9",14
"2019-2020",14,"STONEWALL COUNTY","Grade 10",17
"2019-2020",14,"STONEWALL COUNTY","Grade 11",23
"2019-2020",14,"STONEWALL COUNTY","Grade 12",14
"2019-2020",15,"SUTTON COUNTY","Early Education",2
"2019-2020",15,"SUTTON COUNTY","Pre-kindergarten",34
"2019-2020",15,"SUTTON COUNTY","Kindergarten",54
"2019-2020",15,"SUTTON COUNTY","Grade 1",65
"2019-2020",15,"SUTTON COUNTY","Grade 2",49
"2019-2020",15,"SUTTON COUNTY","Grade 3",57
"2019-2020",15,"SUTTON COUNTY","Grade 4",50
"2019-2020",15,"SUTTON COUNTY","Grade 5",61
"2019-2020",15,"SUTTON COUNTY","Grade 6",57
"2019-2020",15,"SUTTON COUNTY","Grade 7",45
"2019-2020",15,"SUTTON COUNTY","Grade 8",56
"2019-2020",15,"SUTTON COUNTY","Grade 9",59
"2019-2020",15,"SUTTON COUNTY","Grade 10",64
"2019-2020",15,"SUTTON COUNTY","Grade 11",53
"2019-2020",15,"SUTTON COUNTY","Grade 12",73
"2019-2020",16,"SWISHER COUNTY","Early Education",14
"2019-2020",16,"SWISHER COUNTY","Pre-kindergarten",82
"2019-2020",16,"SWISHER COUNTY","Kindergarten",108
"2019-2020",16,"SWISHER COUNTY","Grade 1",115
"2019-2020",16,"SWISHER COUNTY","Grade 2",96
"2019-2020",16,"SWISHER COUNTY","Grade 3",92
"2019-2020",16,"SWISHER COUNTY","Grade 4",124
"2019-2020",16,"SWISHER COUNTY","Grade 5",116
"2019-2020",16,"SWISHER COUNTY","Grade 6",116
"2019-2020",16,"SWISHER COUNTY","Grade 7",130
"2019-2020",16,"SWISHER COUNTY","Grade 8",117
"2019-2020",16,"SWISHER COUNTY","Grade 9",130
"2019-2020",16,"SWISHER COUNTY","Grade 10",123
"2019-2020",16,"SWISHER COUNTY","Grade 11",93
"2019-2020",16,"SWISHER COUNTY","Grade 12",93
"2019-2020",11,"TARRANT COUNTY","Early Education",1738
"2019-2020",11,"TARRANT COUNTY","Pre-kindergarten",14976
"2019-2020",11,"TARRANT COUNTY","Kindergarten",24661
"2019-2020",11,"TARRANT COUNTY","Grade 1",25006
"2019-2020",11,"TARRANT COUNTY","Grade 2",24901
"2019-2020",11,"TARRANT COUNTY","Grade 3",25710
"2019-2020",11,"TARRANT COUNTY","Grade 4",26285
"2019-2020",11,"TARRANT COUNTY","Grade 5",27606
"2019-2020",11,"TARRANT COUNTY","Grade 6",27817
"2019-2020",11,"TARRANT COUNTY","Grade 7",27789
"2019-2020",11,"TARRANT COUNTY","Grade 8",27554
"2019-2020",11,"TARRANT COUNTY","Grade 9",30156
"2019-2020",11,"TARRANT COUNTY","Grade 10",27100
"2019-2020",11,"TARRANT COUNTY","Grade 11",25237
"2019-2020",11,"TARRANT COUNTY","Grade 12",23530
"2019-2020",14,"TAYLOR COUNTY","Early Education",245
"2019-2020",14,"TAYLOR COUNTY","Pre-kindergarten",1127
"2019-2020",14,"TAYLOR COUNTY","Kindergarten",3110
"2019-2020",14,"TAYLOR COUNTY","Grade 1",3132
"2019-2020",14,"TAYLOR COUNTY","Grade 2",2988
"2019-2020",14,"TAYLOR COUNTY","Grade 3",2990
"2019-2020",14,"TAYLOR COUNTY","Grade 4",2914
"2019-2020",14,"TAYLOR COUNTY","Grade 5",2981
"2019-2020",14,"TAYLOR COUNTY","Grade 6",3064
"2019-2020",14,"TAYLOR COUNTY","Grade 7",2879
"2019-2020",14,"TAYLOR COUNTY","Grade 8",2840
"2019-2020",14,"TAYLOR COUNTY","Grade 9",2726
"2019-2020",14,"TAYLOR COUNTY","Grade 10",2243
"2019-2020",14,"TAYLOR COUNTY","Grade 11",2033
"2019-2020",14,"TAYLOR COUNTY","Grade 12",1834
"2019-2020",18,"TERRELL COUNTY","Early Education",1
"2019-2020",18,"TERRELL COUNTY","Pre-kindergarten",6
"2019-2020",18,"TERRELL COUNTY","Kindergarten",9
"2019-2020",18,"TERRELL COUNTY","Grade 1",11
"2019-2020",18,"TERRELL COUNTY","Grade 2",9
"2019-2020",18,"TERRELL COUNTY","Grade 3",7
"2019-2020",18,"TERRELL COUNTY","Grade 4",13
"2019-2020",18,"TERRELL COUNTY","Grade 5",11
"2019-2020",18,"TERRELL COUNTY","Grade 6",8
