"Year","Region","County Name","Grade Level Name","Enrollment by Grade Level"
"2015-2016",16,"GRAY COUNTY","Grade  7",324
"2015-2016",16,"GRAY COUNTY","Grade  8",285
"2015-2016",16,"GRAY COUNTY","Grade  9",275
"2015-2016",16,"GRAY COUNTY","Grade 10",288
"2015-2016",16,"GRAY COUNTY","Grade 11",248
"2015-2016",16,"GRAY COUNTY","Grade 12",253
"2015-2016",10,"GRAYSON COUNTY","Early Education",75
"2015-2016",10,"GRAYSON COUNTY","Pre-kindergarten",828
"2015-2016",10,"GRAYSON COUNTY","Kindergarten",1656
"2015-2016",10,"GRAYSON COUNTY","Grade  1",1693
"2015-2016",10,"GRAYSON COUNTY","Grade  2",1723
"2015-2016",10,"GRAYSON COUNTY","Grade  3",1689
"2015-2016",10,"GRAYSON COUNTY","Grade  4",1680
"2015-2016",10,"GRAYSON COUNTY","Grade  5",1644
"2015-2016",10,"GRAYSON COUNTY","Grade  6",1618
"2015-2016",10,"GRAYSON COUNTY","Grade  7",1567
"2015-2016",10,"GRAYSON COUNTY","Grade  8",1672
"2015-2016",10,"GRAYSON COUNTY","Grade  9",1826
"2015-2016",10,"GRAYSON COUNTY","Grade 10",1643
"2015-2016",10,"GRAYSON COUNTY","Grade 11",1474
"2015-2016",10,"GRAYSON COUNTY","Grade 12",1429
"2015-2016",07,"GREGG COUNTY","Early Education",74
"2015-2016",07,"GREGG COUNTY","Pre-kindergarten",1122
"2015-2016",07,"GREGG COUNTY","Kindergarten",1866
"2015-2016",07,"GREGG COUNTY","Grade  1",1928
"2015-2016",07,"GREGG COUNTY","Grade  2",1933
"2015-2016",07,"GREGG COUNTY","Grade  3",1963
"2015-2016",07,"GREGG COUNTY","Grade  4",1825
"2015-2016",07,"GREGG COUNTY","Grade  5",1807
"2015-2016",07,"GREGG COUNTY","Grade  6",1726
"2015-2016",07,"GREGG COUNTY","Grade  7",1760
"2015-2016",07,"GREGG COUNTY","Grade  8",1796
"2015-2016",07,"GREGG COUNTY","Grade  9",1777
"2015-2016",07,"GREGG COUNTY","Grade 10",1746
"2015-2016",07,"GREGG COUNTY","Grade 11",1574
"2015-2016",07,"GREGG COUNTY","Grade 12",1527
"2015-2016",06,"GRIMES COUNTY","Early Education",70
"2015-2016",06,"GRIMES COUNTY","Pre-kindergarten",220
"2015-2016",06,"GRIMES COUNTY","Kindergarten",314
"2015-2016",06,"GRIMES COUNTY","Grade  1",359
"2015-2016",06,"GRIMES COUNTY","Grade  2",379
"2015-2016",06,"GRIMES COUNTY","Grade  3",329
"2015-2016",06,"GRIMES COUNTY","Grade  4",332
"2015-2016",06,"GRIMES COUNTY","Grade  5",318
"2015-2016",06,"GRIMES COUNTY","Grade  6",333
"2015-2016",06,"GRIMES COUNTY","Grade  7",330
"2015-2016",06,"GRIMES COUNTY","Grade  8",332
"2015-2016",06,"GRIMES COUNTY","Grade  9",352
"2015-2016",06,"GRIMES COUNTY","Grade 10",320
"2015-2016",06,"GRIMES COUNTY","Grade 11",273
"2015-2016",06,"GRIMES COUNTY","Grade 12",253
"2015-2016",13,"GUADALUPE COUNTY/13","Early Education",27
"2015-2016",13,"GUADALUPE COUNTY/13","Pre-kindergarten",573
"2015-2016",13,"GUADALUPE COUNTY/13","Kindergarten",735
"2015-2016",13,"GUADALUPE COUNTY/13","Grade  1",771
"2015-2016",13,"GUADALUPE COUNTY/13","Grade  2",806
"2015-2016",13,"GUADALUPE COUNTY/13","Grade  3",789
"2015-2016",13,"GUADALUPE COUNTY/13","Grade  4",832
"2015-2016",13,"GUADALUPE COUNTY/13","Grade  5",818
"2015-2016",13,"GUADALUPE COUNTY/13","Grade  6",795
"2015-2016",13,"GUADALUPE COUNTY/13","Grade  7",722
"2015-2016",13,"GUADALUPE COUNTY/13","Grade  8",793
"2015-2016",13,"GUADALUPE COUNTY/13","Grade  9",880
"2015-2016",13,"GUADALUPE COUNTY/13","Grade 10",806
"2015-2016",13,"GUADALUPE COUNTY/13","Grade 11",709
"2015-2016",13,"GUADALUPE COUNTY/13","Grade 12",694
"2015-2016",20,"GUADALUPE COUNTY/20","Early Education",54
"2015-2016",20,"GUADALUPE COUNTY/20","Pre-kindergarten",311
"2015-2016",20,"GUADALUPE COUNTY/20","Kindergarten",989
"2015-2016",20,"GUADALUPE COUNTY/20","Grade  1",1044
"2015-2016",20,"GUADALUPE COUNTY/20","Grade  2",1054
"2015-2016",20,"GUADALUPE COUNTY/20","Grade  3",1053
"2015-2016",20,"GUADALUPE COUNTY/20","Grade  4",1041
"2015-2016",20,"GUADALUPE COUNTY/20","Grade  5",1163
"2015-2016",20,"GUADALUPE COUNTY/20","Grade  6",1163
"2015-2016",20,"GUADALUPE COUNTY/20","Grade  7",1180
"2015-2016",20,"GUADALUPE COUNTY/20","Grade  8",1161
"2015-2016",20,"GUADALUPE COUNTY/20","Grade  9",1312
"2015-2016",20,"GUADALUPE COUNTY/20","Grade 10",1296
"2015-2016",20,"GUADALUPE COUNTY/20","Grade 11",1230
"2015-2016",20,"GUADALUPE COUNTY/20","Grade 12",1067
"2015-2016","AL","GUADALUPE COUNTY/ALL","Early Education",81
"2015-2016","AL","GUADALUPE COUNTY/ALL","Pre-kindergarten",884
"2015-2016","AL","GUADALUPE COUNTY/ALL","Kindergarten",1724
"2015-2016","AL","GUADALUPE COUNTY/ALL","Grade  1",1815
"2015-2016","AL","GUADALUPE COUNTY/ALL","Grade  2",1860
"2015-2016","AL","GUADALUPE COUNTY/ALL","Grade  3",1842
"2015-2016","AL","GUADALUPE COUNTY/ALL","Grade  4",1873
"2015-2016","AL","GUADALUPE COUNTY/ALL","Grade  5",1981
"2015-2016","AL","GUADALUPE COUNTY/ALL","Grade  6",1958
"2015-2016","AL","GUADALUPE COUNTY/ALL","Grade  7",1902
"2015-2016","AL","GUADALUPE COUNTY/ALL","Grade  8",1954
"2015-2016","AL","GUADALUPE COUNTY/ALL","Grade  9",2192
"2015-2016","AL","GUADALUPE COUNTY/ALL","Grade 10",2102
"2015-2016","AL","GUADALUPE COUNTY/ALL","Grade 11",1939
"2015-2016","AL","GUADALUPE COUNTY/ALL","Grade 12",1761
"2015-2016",17,"HALE COUNTY","Early Education",35
"2015-2016",17,"HALE COUNTY","Pre-kindergarten",356
"2015-2016",17,"HALE COUNTY","Kindergarten",570
"2015-2016",17,"HALE COUNTY","Grade  1",607
"2015-2016",17,"HALE COUNTY","Grade  2",548
"2015-2016",17,"HALE COUNTY","Grade  3",642
"2015-2016",17,"HALE COUNTY","Grade  4",565
"2015-2016",17,"HALE COUNTY","Grade  5",517
"2015-2016",17,"HALE COUNTY","Grade  6",545
"2015-2016",17,"HALE COUNTY","Grade  7",533
"2015-2016",17,"HALE COUNTY","Grade  8",539
"2015-2016",17,"HALE COUNTY","Grade  9",552
"2015-2016",17,"HALE COUNTY","Grade 10",494
"2015-2016",17,"HALE COUNTY","Grade 11",522
"2015-2016",17,"HALE COUNTY","Grade 12",427
"2015-2016",16,"HALL COUNTY","Pre-kindergarten",73
"2015-2016",16,"HALL COUNTY","Kindergarten",40
"2015-2016",16,"HALL COUNTY","Grade  1",49
"2015-2016",16,"HALL COUNTY","Grade  2",49
"2015-2016",16,"HALL COUNTY","Grade  3",45
"2015-2016",16,"HALL COUNTY","Grade  4",51
"2015-2016",16,"HALL COUNTY","Grade  5",52
"2015-2016",16,"HALL COUNTY","Grade  6",43
"2015-2016",16,"HALL COUNTY","Grade  7",59
"2015-2016",16,"HALL COUNTY","Grade  8",52
"2015-2016",16,"HALL COUNTY","Grade  9",55
"2015-2016",16,"HALL COUNTY","Grade 10",34
"2015-2016",16,"HALL COUNTY","Grade 11",63
"2015-2016",16,"HALL COUNTY","Grade 12",43
"2015-2016",12,"HAMILTON COUNTY","Early Education",-9999999
"2015-2016",12,"HAMILTON COUNTY","Pre-kindergarten",86
"2015-2016",12,"HAMILTON COUNTY","Kindergarten",95
"2015-2016",12,"HAMILTON COUNTY","Grade  1",124
"2015-2016",12,"HAMILTON COUNTY","Grade  2",102
"2015-2016",12,"HAMILTON COUNTY","Grade  3",89
"2015-2016",12,"HAMILTON COUNTY","Grade  4",98
"2015-2016",12,"HAMILTON COUNTY","Grade  5",85
"2015-2016",12,"HAMILTON COUNTY","Grade  6",95
"2015-2016",12,"HAMILTON COUNTY","Grade  7",97
"2015-2016",12,"HAMILTON COUNTY","Grade  8",93
"2015-2016",12,"HAMILTON COUNTY","Grade  9",102
"2015-2016",12,"HAMILTON COUNTY","Grade 10",102
"2015-2016",12,"HAMILTON COUNTY","Grade 11",95
"2015-2016",12,"HAMILTON COUNTY","Grade 12",86
"2015-2016",16,"HANSFORD COUNTY","Early Education",-9999999
"2015-2016",16,"HANSFORD COUNTY","Pre-kindergarten",85
"2015-2016",16,"HANSFORD COUNTY","Kindergarten",111
"2015-2016",16,"HANSFORD COUNTY","Grade  1",92
"2015-2016",16,"HANSFORD COUNTY","Grade  2",115
"2015-2016",16,"HANSFORD COUNTY","Grade  3",103
"2015-2016",16,"HANSFORD COUNTY","Grade  4",123
"2015-2016",16,"HANSFORD COUNTY","Grade  5",118
"2015-2016",16,"HANSFORD COUNTY","Grade  6",120
"2015-2016",16,"HANSFORD COUNTY","Grade  7",95
"2015-2016",16,"HANSFORD COUNTY","Grade  8",99
"2015-2016",16,"HANSFORD COUNTY","Grade  9",107
"2015-2016",16,"HANSFORD COUNTY","Grade 10",114
"2015-2016",16,"HANSFORD COUNTY","Grade 11",80
"2015-2016",16,"HANSFORD COUNTY","Grade 12",92
"2015-2016",09,"HARDEMAN COUNTY","Early Education",-9999999
"2015-2016",09,"HARDEMAN COUNTY","Pre-kindergarten",49
"2015-2016",09,"HARDEMAN COUNTY","Kindergarten",60
"2015-2016",09,"HARDEMAN COUNTY","Grade  1",50
"2015-2016",09,"HARDEMAN COUNTY","Grade  2",60
"2015-2016",09,"HARDEMAN COUNTY","Grade  3",54
"2015-2016",09,"HARDEMAN COUNTY","Grade  4",63
"2015-2016",09,"HARDEMAN COUNTY","Grade  5",57
"2015-2016",09,"HARDEMAN COUNTY","Grade  6",60
"2015-2016",09,"HARDEMAN COUNTY","Grade  7",55
"2015-2016",09,"HARDEMAN COUNTY","Grade  8",48
"2015-2016",09,"HARDEMAN COUNTY","Grade  9",57
"2015-2016",09,"HARDEMAN COUNTY","Grade 10",58
"2015-2016",09,"HARDEMAN COUNTY","Grade 11",42
"2015-2016",09,"HARDEMAN COUNTY","Grade 12",51
"2015-2016",05,"HARDIN COUNTY","Early Education",55
"2015-2016",05,"HARDIN COUNTY","Pre-kindergarten",194
"2015-2016",05,"HARDIN COUNTY","Kindergarten",807
"2015-2016",05,"HARDIN COUNTY","Grade  1",875
"2015-2016",05,"HARDIN COUNTY","Grade  2",854
"2015-2016",05,"HARDIN COUNTY","Grade  3",825
"2015-2016",05,"HARDIN COUNTY","Grade  4",778
"2015-2016",05,"HARDIN COUNTY","Grade  5",757
"2015-2016",05,"HARDIN COUNTY","Grade  6",844
"2015-2016",05,"HARDIN COUNTY","Grade  7",789
"2015-2016",05,"HARDIN COUNTY","Grade  8",801
"2015-2016",05,"HARDIN COUNTY","Grade  9",834
"2015-2016",05,"HARDIN COUNTY","Grade 10",796
"2015-2016",05,"HARDIN COUNTY","Grade 11",749
"2015-2016",05,"HARDIN COUNTY","Grade 12",728
"2015-2016",04,"HARRIS COUNTY","Early Education",3470
"2015-2016",04,"HARRIS COUNTY","Pre-kindergarten",42888
"2015-2016",04,"HARRIS COUNTY","Kindergarten",65231
"2015-2016",04,"HARRIS COUNTY","Grade  1",72938
"2015-2016",04,"HARRIS COUNTY","Grade  2",71401
"2015-2016",04,"HARRIS COUNTY","Grade  3",71030
"2015-2016",04,"HARRIS COUNTY","Grade  4",67548
"2015-2016",04,"HARRIS COUNTY","Grade  5",66343
"2015-2016",04,"HARRIS COUNTY","Grade  6",65609
"2015-2016",04,"HARRIS COUNTY","Grade  7",65189
"2015-2016",04,"HARRIS COUNTY","Grade  8",64297
"2015-2016",04,"HARRIS COUNTY","Grade  9",71761
"2015-2016",04,"HARRIS COUNTY","Grade 10",63192
"2015-2016",04,"HARRIS COUNTY","Grade 11",57767
"2015-2016",04,"HARRIS COUNTY","Grade 12",53454
"2015-2016",07,"HARRISON COUNTY","Early Education",22
"2015-2016",07,"HARRISON COUNTY","Pre-kindergarten",546
"2015-2016",07,"HARRISON COUNTY","Kindergarten",934
"2015-2016",07,"HARRISON COUNTY","Grade  1",1002
"2015-2016",07,"HARRISON COUNTY","Grade  2",1005
"2015-2016",07,"HARRISON COUNTY","Grade  3",1035
"2015-2016",07,"HARRISON COUNTY","Grade  4",1046
"2015-2016",07,"HARRISON COUNTY","Grade  5",1022
"2015-2016",07,"HARRISON COUNTY","Grade  6",1017
"2015-2016",07,"HARRISON COUNTY","Grade  7",993
"2015-2016",07,"HARRISON COUNTY","Grade  8",966
"2015-2016",07,"HARRISON COUNTY","Grade  9",1020
"2015-2016",07,"HARRISON COUNTY","Grade 10",949
"2015-2016",07,"HARRISON COUNTY","Grade 11",876
"2015-2016",07,"HARRISON COUNTY","Grade 12",844
"2015-2016",16,"HARTLEY COUNTY","Early Education",-9999999
"2015-2016",16,"HARTLEY COUNTY","Pre-kindergarten",20
"2015-2016",16,"HARTLEY COUNTY","Kindergarten",29
"2015-2016",16,"HARTLEY COUNTY","Grade  1",33
"2015-2016",16,"HARTLEY COUNTY","Grade  2",41
"2015-2016",16,"HARTLEY COUNTY","Grade  3",18
"2015-2016",16,"HARTLEY COUNTY","Grade  4",19
"2015-2016",16,"HARTLEY COUNTY","Grade  5",31
"2015-2016",16,"HARTLEY COUNTY","Grade  6",22
"2015-2016",16,"HARTLEY COUNTY","Grade  7",33
"2015-2016",16,"HARTLEY COUNTY","Grade  8",23
"2015-2016",16,"HARTLEY COUNTY","Grade  9",29
"2015-2016",16,"HARTLEY COUNTY","Grade 10",26
"2015-2016",16,"HARTLEY COUNTY","Grade 11",29
"2015-2016",16,"HARTLEY COUNTY","Grade 12",20
"2015-2016",14,"HASKELL COUNTY","Early Education",-9999999
"2015-2016",14,"HASKELL COUNTY","Pre-kindergarten",74
"2015-2016",14,"HASKELL COUNTY","Kindergarten",54
"2015-2016",14,"HASKELL COUNTY","Grade  1",79
"2015-2016",14,"HASKELL COUNTY","Grade  2",78
"2015-2016",14,"HASKELL COUNTY","Grade  3",64
"2015-2016",14,"HASKELL COUNTY","Grade  4",57
"2015-2016",14,"HASKELL COUNTY","Grade  5",52
"2015-2016",14,"HASKELL COUNTY","Grade  6",63
"2015-2016",14,"HASKELL COUNTY","Grade  7",66
"2015-2016",14,"HASKELL COUNTY","Grade  8",68
"2015-2016",14,"HASKELL COUNTY","Grade  9",58
"2015-2016",14,"HASKELL COUNTY","Grade 10",56
"2015-2016",14,"HASKELL COUNTY","Grade 11",63
"2015-2016",14,"HASKELL COUNTY","Grade 12",53
"2015-2016",13,"HAYS COUNTY","Early Education",184
"2015-2016",13,"HAYS COUNTY","Pre-kindergarten",1048
"2015-2016",13,"HAYS COUNTY","Kindergarten",2476
"2015-2016",13,"HAYS COUNTY","Grade  1",2551
"2015-2016",13,"HAYS COUNTY","Grade  2",2719
"2015-2016",13,"HAYS COUNTY","Grade  3",2649
"2015-2016",13,"HAYS COUNTY","Grade  4",2672
"2015-2016",13,"HAYS COUNTY","Grade  5",2705
"2015-2016",13,"HAYS COUNTY","Grade  6",2679
"2015-2016",13,"HAYS COUNTY","Grade  7",2643
"2015-2016",13,"HAYS COUNTY","Grade  8",2555
"2015-2016",13,"HAYS COUNTY","Grade  9",2890
"2015-2016",13,"HAYS COUNTY","Grade 10",2682
"2015-2016",13,"HAYS COUNTY","Grade 11",2368
"2015-2016",13,"HAYS COUNTY","Grade 12",2104
"2015-2016",16,"HEMPHILL COUNTY","Early Education",-9999999
"2015-2016",16,"HEMPHILL COUNTY","Pre-kindergarten",64
"2015-2016",16,"HEMPHILL COUNTY","Kindergarten",79
"2015-2016",16,"HEMPHILL COUNTY","Grade  1",68
"2015-2016",16,"HEMPHILL COUNTY","Grade  2",82
"2015-2016",16,"HEMPHILL COUNTY","Grade  3",103
"2015-2016",16,"HEMPHILL COUNTY","Grade  4",83
"2015-2016",16,"HEMPHILL COUNTY","Grade  5",77
"2015-2016",16,"HEMPHILL COUNTY","Grade  6",70
"2015-2016",16,"HEMPHILL COUNTY","Grade  7",70
"2015-2016",16,"HEMPHILL COUNTY","Grade  8",71
"2015-2016",16,"HEMPHILL COUNTY","Grade  9",78
"2015-2016",16,"HEMPHILL COUNTY","Grade 10",81
"2015-2016",16,"HEMPHILL COUNTY","Grade 11",66
"2015-2016",16,"HEMPHILL COUNTY","Grade 12",45
"2015-2016",07,"HENDERSON COUNTY","Early Education",15
"2015-2016",07,"HENDERSON COUNTY","Pre-kindergarten",433
"2015-2016",07,"HENDERSON COUNTY","Kindergarten",741
"2015-2016",07,"HENDERSON COUNTY","Grade  1",796
"2015-2016",07,"HENDERSON COUNTY","Grade  2",778
"2015-2016",07,"HENDERSON COUNTY","Grade  3",787
"2015-2016",07,"HENDERSON COUNTY","Grade  4",777
"2015-2016",07,"HENDERSON COUNTY","Grade  5",760
"2015-2016",07,"HENDERSON COUNTY","Grade  6",720
"2015-2016",07,"HENDERSON COUNTY","Grade  7",734
"2015-2016",07,"HENDERSON COUNTY","Grade  8",739
"2015-2016",07,"HENDERSON COUNTY","Grade  9",778
"2015-2016",07,"HENDERSON COUNTY","Grade 10",749
"2015-2016",07,"HENDERSON COUNTY","Grade 11",720
"2015-2016",07,"HENDERSON COUNTY","Grade 12",683
"2015-2016",01,"HIDALGO COUNTY","Early Education",578
"2015-2016",01,"HIDALGO COUNTY","Pre-kindergarten",12818
"2015-2016",01,"HIDALGO COUNTY","Kindergarten",16002
"2015-2016",01,"HIDALGO COUNTY","Grade  1",17799
"2015-2016",01,"HIDALGO COUNTY","Grade  2",17804
"2015-2016",01,"HIDALGO COUNTY","Grade  3",17509
"2015-2016",01,"HIDALGO COUNTY","Grade  4",16849
"2015-2016",01,"HIDALGO COUNTY","Grade  5",16841
"2015-2016",01,"HIDALGO COUNTY","Grade  6",17663
"2015-2016",01,"HIDALGO COUNTY","Grade  7",17087
"2015-2016",01,"HIDALGO COUNTY","Grade  8",16870
"2015-2016",01,"HIDALGO COUNTY","Grade  9",19085
"2015-2016",01,"HIDALGO COUNTY","Grade 10",16080
"2015-2016",01,"HIDALGO COUNTY","Grade 11",13996
"2015-2016",01,"HIDALGO COUNTY","Grade 12",13096
"2015-2016",12,"HILL COUNTY","Early Education",25
"2015-2016",12,"HILL COUNTY","Pre-kindergarten",470
"2015-2016",12,"HILL COUNTY","Kindergarten",444
"2015-2016",12,"HILL COUNTY","Grade  1",471
"2015-2016",12,"HILL COUNTY","Grade  2",469
"2015-2016",12,"HILL COUNTY","Grade  3",494
"2015-2016",12,"HILL COUNTY","Grade  4",480
"2015-2016",12,"HILL COUNTY","Grade  5",467
"2015-2016",12,"HILL COUNTY","Grade  6",417
"2015-2016",12,"HILL COUNTY","Grade  7",451
"2015-2016",12,"HILL COUNTY","Grade  8",464
"2015-2016",12,"HILL COUNTY","Grade  9",513
"2015-2016",12,"HILL COUNTY","Grade 10",434
"2015-2016",12,"HILL COUNTY","Grade 11",424
"2015-2016",12,"HILL COUNTY","Grade 12",407
"2015-2016",17,"HOCKLEY COUNTY","Early Education",55
"2015-2016",17,"HOCKLEY COUNTY","Pre-kindergarten",304
"2015-2016",17,"HOCKLEY COUNTY","Kindergarten",386
"2015-2016",17,"HOCKLEY COUNTY","Grade  1",406
"2015-2016",17,"HOCKLEY COUNTY","Grade  2",386
"2015-2016",17,"HOCKLEY COUNTY","Grade  3",376
"2015-2016",17,"HOCKLEY COUNTY","Grade  4",317
"2015-2016",17,"HOCKLEY COUNTY","Grade  5",357
"2015-2016",17,"HOCKLEY COUNTY","Grade  6",361
"2015-2016",17,"HOCKLEY COUNTY","Grade  7",347
"2015-2016",17,"HOCKLEY COUNTY","Grade  8",336
"2015-2016",17,"HOCKLEY COUNTY","Grade  9",377
"2015-2016",17,"HOCKLEY COUNTY","Grade 10",350
"2015-2016",17,"HOCKLEY COUNTY","Grade 11",313
"2015-2016",17,"HOCKLEY COUNTY","Grade 12",278
"2015-2016",11,"HOOD COUNTY","Early Education",38
"2015-2016",11,"HOOD COUNTY","Pre-kindergarten",253
"2015-2016",11,"HOOD COUNTY","Kindergarten",605
"2015-2016",11,"HOOD COUNTY","Grade  1",615
"2015-2016",11,"HOOD COUNTY","Grade  2",665
"2015-2016",11,"HOOD COUNTY","Grade  3",586
"2015-2016",11,"HOOD COUNTY","Grade  4",677
"2015-2016",11,"HOOD COUNTY","Grade  5",623
"2015-2016",11,"HOOD COUNTY","Grade  6",565
"2015-2016",11,"HOOD COUNTY","Grade  7",604
"2015-2016",11,"HOOD COUNTY","Grade  8",604
"2015-2016",11,"HOOD COUNTY","Grade  9",640
"2015-2016",11,"HOOD COUNTY","Grade 10",574
"2015-2016",11,"HOOD COUNTY","Grade 11",560
"2015-2016",11,"HOOD COUNTY","Grade 12",519
"2015-2016",08,"HOPKINS COUNTY","Early Education",8
"2015-2016",08,"HOPKINS COUNTY","Pre-kindergarten",401
"2015-2016",08,"HOPKINS COUNTY","Kindergarten",484
"2015-2016",08,"HOPKINS COUNTY","Grade  1",507
"2015-2016",08,"HOPKINS COUNTY","Grade  2",525
"2015-2016",08,"HOPKINS COUNTY","Grade  3",477
"2015-2016",08,"HOPKINS COUNTY","Grade  4",481
"2015-2016",08,"HOPKINS COUNTY","Grade  5",492
"2015-2016",08,"HOPKINS COUNTY","Grade  6",504
"2015-2016",08,"HOPKINS COUNTY","Grade  7",482
"2015-2016",08,"HOPKINS COUNTY","Grade  8",502
"2015-2016",08,"HOPKINS COUNTY","Grade  9",552
"2015-2016",08,"HOPKINS COUNTY","Grade 10",462
"2015-2016",08,"HOPKINS COUNTY","Grade 11",458
"2015-2016",08,"HOPKINS COUNTY","Grade 12",403
"2015-2016",06,"HOUSTON COUNTY","Early Education",5
"2015-2016",06,"HOUSTON COUNTY","Pre-kindergarten",201
"2015-2016",06,"HOUSTON COUNTY","Kindergarten",200
"2015-2016",06,"HOUSTON COUNTY","Grade  1",212
"2015-2016",06,"HOUSTON COUNTY","Grade  2",223
"2015-2016",06,"HOUSTON COUNTY","Grade  3",245
"2015-2016",06,"HOUSTON COUNTY","Grade  4",221
"2015-2016",06,"HOUSTON COUNTY","Grade  5",200
"2015-2016",06,"HOUSTON COUNTY","Grade  6",226
"2015-2016",06,"HOUSTON COUNTY","Grade  7",227
"2015-2016",06,"HOUSTON COUNTY","Grade  8",227
"2015-2016",06,"HOUSTON COUNTY","Grade  9",222
"2015-2016",06,"HOUSTON COUNTY","Grade 10",200
"2015-2016",06,"HOUSTON COUNTY","Grade 11",215
"2015-2016",06,"HOUSTON COUNTY","Grade 12",220
"2015-2016",18,"HOWARD COUNTY","Early Education",26
"2015-2016",18,"HOWARD COUNTY","Pre-kindergarten",104
"2015-2016",18,"HOWARD COUNTY","Kindergarten",456
"2015-2016",18,"HOWARD COUNTY","Grade  1",466
"2015-2016",18,"HOWARD COUNTY","Grade  2",500
"2015-2016",18,"HOWARD COUNTY","Grade  3",515
"2015-2016",18,"HOWARD COUNTY","Grade  4",467
"2015-2016",18,"HOWARD COUNTY","Grade  5",443
"2015-2016",18,"HOWARD COUNTY","Grade  6",459
"2015-2016",18,"HOWARD COUNTY","Grade  7",465
"2015-2016",18,"HOWARD COUNTY","Grade  8",429
"2015-2016",18,"HOWARD COUNTY","Grade  9",433
"2015-2016",18,"HOWARD COUNTY","Grade 10",397
"2015-2016",18,"HOWARD COUNTY","Grade 11",324
"2015-2016",18,"HOWARD COUNTY","Grade 12",294
"2015-2016",19,"HUDSPETH COUNTY","Early Education",-9999999
"2015-2016",19,"HUDSPETH COUNTY","Pre-kindergarten",17
"2015-2016",19,"HUDSPETH COUNTY","Kindergarten",43
"2015-2016",19,"HUDSPETH COUNTY","Grade  1",46
"2015-2016",19,"HUDSPETH COUNTY","Grade  2",41
"2015-2016",19,"HUDSPETH COUNTY","Grade  3",45
"2015-2016",19,"HUDSPETH COUNTY","Grade  4",45
"2015-2016",19,"HUDSPETH COUNTY","Grade  5",39
"2015-2016",19,"HUDSPETH COUNTY","Grade  6",50
"2015-2016",19,"HUDSPETH COUNTY","Grade  7",51
"2015-2016",19,"HUDSPETH COUNTY","Grade  8",54
"2015-2016",19,"HUDSPETH COUNTY","Grade  9",55
"2015-2016",19,"HUDSPETH COUNTY","Grade 10",56
"2015-2016",19,"HUDSPETH COUNTY","Grade 11",48
"2015-2016",19,"HUDSPETH COUNTY","Grade 12",49
"2015-2016",08,"HUNT COUNTY/08","Early Education",24
"2015-2016",08,"HUNT COUNTY/08","Pre-kindergarten",321
"2015-2016",08,"HUNT COUNTY/08","Kindergarten",381
"2015-2016",08,"HUNT COUNTY/08","Grade  1",435
"2015-2016",08,"HUNT COUNTY/08","Grade  2",444
"2015-2016",08,"HUNT COUNTY/08","Grade  3",419
"2015-2016",08,"HUNT COUNTY/08","Grade  4",386
"2015-2016",08,"HUNT COUNTY/08","Grade  5",370
"2015-2016",08,"HUNT COUNTY/08","Grade  6",375
"2015-2016",08,"HUNT COUNTY/08","Grade  7",345
"2015-2016",08,"HUNT COUNTY/08","Grade  8",375
"2015-2016",08,"HUNT COUNTY/08","Grade  9",405
"2015-2016",08,"HUNT COUNTY/08","Grade 10",326
"2015-2016",08,"HUNT COUNTY/08","Grade 11",349
"2015-2016",08,"HUNT COUNTY/08","Grade 12",265
"2015-2016",10,"HUNT COUNTY/10","Early Education",10
"2015-2016",10,"HUNT COUNTY/10","Pre-kindergarten",421
"2015-2016",10,"HUNT COUNTY/10","Kindergarten",643
"2015-2016",10,"HUNT COUNTY/10","Grade  1",680
"2015-2016",10,"HUNT COUNTY/10","Grade  2",720
"2015-2016",10,"HUNT COUNTY/10","Grade  3",678
"2015-2016",10,"HUNT COUNTY/10","Grade  4",672
"2015-2016",10,"HUNT COUNTY/10","Grade  5",687
"2015-2016",10,"HUNT COUNTY/10","Grade  6",656
"2015-2016",10,"HUNT COUNTY/10","Grade  7",740
"2015-2016",10,"HUNT COUNTY/10","Grade  8",741
"2015-2016",10,"HUNT COUNTY/10","Grade  9",751
"2015-2016",10,"HUNT COUNTY/10","Grade 10",757
"2015-2016",10,"HUNT COUNTY/10","Grade 11",696
"2015-2016",10,"HUNT COUNTY/10","Grade 12",635
"2015-2016","AL","HUNT COUNTY/ALL","Early Education",34
"2015-2016","AL","HUNT COUNTY/ALL","Pre-kindergarten",742
"2015-2016","AL","HUNT COUNTY/ALL","Kindergarten",1024
"2015-2016","AL","HUNT COUNTY/ALL","Grade  1",1115
"2015-2016","AL","HUNT COUNTY/ALL","Grade  2",1164
"2015-2016","AL","HUNT COUNTY/ALL","Grade  3",1097
"2015-2016","AL","HUNT COUNTY/ALL","Grade  4",1058
"2015-2016","AL","HUNT COUNTY/ALL","Grade  5",1057
"2015-2016","AL","HUNT COUNTY/ALL","Grade  6",1031
"2015-2016","AL","HUNT COUNTY/ALL","Grade  7",1085
"2015-2016","AL","HUNT COUNTY/ALL","Grade  8",1116
"2015-2016","AL","HUNT COUNTY/ALL","Grade  9",1156
"2015-2016","AL","HUNT COUNTY/ALL","Grade 10",1083
"2015-2016","AL","HUNT COUNTY/ALL","Grade 11",1045
"2015-2016","AL","HUNT COUNTY/ALL","Grade 12",900
"2015-2016",16,"HUTCHINSON COUNTY","Early Education",13
"2015-2016",16,"HUTCHINSON COUNTY","Pre-kindergarten",275
"2015-2016",16,"HUTCHINSON COUNTY","Kindergarten",286
