"Year","Region","County Name","Grade Level Name","Enrollment by Grade Level"
"2015-2016",01,"JIM HOGG COUNTY","Grade  7",83
"2015-2016",01,"JIM HOGG COUNTY","Grade  8",85
"2015-2016",01,"JIM HOGG COUNTY","Grade  9",85
"2015-2016",01,"JIM HOGG COUNTY","Grade 10",69
"2015-2016",01,"JIM HOGG COUNTY","Grade 11",74
"2015-2016",01,"JIM HOGG COUNTY","Grade 12",70
"2015-2016",02,"JIM WELLS COUNTY","Early Education",21
"2015-2016",02,"JIM WELLS COUNTY","Pre-kindergarten",390
"2015-2016",02,"JIM WELLS COUNTY","Kindergarten",569
"2015-2016",02,"JIM WELLS COUNTY","Grade  1",676
"2015-2016",02,"JIM WELLS COUNTY","Grade  2",623
"2015-2016",02,"JIM WELLS COUNTY","Grade  3",710
"2015-2016",02,"JIM WELLS COUNTY","Grade  4",626
"2015-2016",02,"JIM WELLS COUNTY","Grade  5",629
"2015-2016",02,"JIM WELLS COUNTY","Grade  6",629
"2015-2016",02,"JIM WELLS COUNTY","Grade  7",564
"2015-2016",02,"JIM WELLS COUNTY","Grade  8",585
"2015-2016",02,"JIM WELLS COUNTY","Grade  9",736
"2015-2016",02,"JIM WELLS COUNTY","Grade 10",498
"2015-2016",02,"JIM WELLS COUNTY","Grade 11",528
"2015-2016",02,"JIM WELLS COUNTY","Grade 12",495
"2015-2016",11,"JOHNSON COUNTY","Early Education",111
"2015-2016",11,"JOHNSON COUNTY","Pre-kindergarten",930
"2015-2016",11,"JOHNSON COUNTY","Kindergarten",2366
"2015-2016",11,"JOHNSON COUNTY","Grade  1",2581
"2015-2016",11,"JOHNSON COUNTY","Grade  2",2567
"2015-2016",11,"JOHNSON COUNTY","Grade  3",2574
"2015-2016",11,"JOHNSON COUNTY","Grade  4",2540
"2015-2016",11,"JOHNSON COUNTY","Grade  5",2599
"2015-2016",11,"JOHNSON COUNTY","Grade  6",2549
"2015-2016",11,"JOHNSON COUNTY","Grade  7",2483
"2015-2016",11,"JOHNSON COUNTY","Grade  8",2516
"2015-2016",11,"JOHNSON COUNTY","Grade  9",2707
"2015-2016",11,"JOHNSON COUNTY","Grade 10",2610
"2015-2016",11,"JOHNSON COUNTY","Grade 11",2256
"2015-2016",11,"JOHNSON COUNTY","Grade 12",2081
"2015-2016",14,"JONES COUNTY","Early Education",-9999999
"2015-2016",14,"JONES COUNTY","Pre-kindergarten",157
"2015-2016",14,"JONES COUNTY","Kindergarten",207
"2015-2016",14,"JONES COUNTY","Grade  1",200
"2015-2016",14,"JONES COUNTY","Grade  2",169
"2015-2016",14,"JONES COUNTY","Grade  3",187
"2015-2016",14,"JONES COUNTY","Grade  4",199
"2015-2016",14,"JONES COUNTY","Grade  5",216
"2015-2016",14,"JONES COUNTY","Grade  6",191
"2015-2016",14,"JONES COUNTY","Grade  7",196
"2015-2016",14,"JONES COUNTY","Grade  8",198
"2015-2016",14,"JONES COUNTY","Grade  9",215
"2015-2016",14,"JONES COUNTY","Grade 10",202
"2015-2016",14,"JONES COUNTY","Grade 11",162
"2015-2016",14,"JONES COUNTY","Grade 12",163
"2015-2016",03,"KARNES COUNTY/03","Early Education",12
"2015-2016",03,"KARNES COUNTY/03","Pre-kindergarten",136
"2015-2016",03,"KARNES COUNTY/03","Kindergarten",143
"2015-2016",03,"KARNES COUNTY/03","Grade  1",166
"2015-2016",03,"KARNES COUNTY/03","Grade  2",146
"2015-2016",03,"KARNES COUNTY/03","Grade  3",165
"2015-2016",03,"KARNES COUNTY/03","Grade  4",172
"2015-2016",03,"KARNES COUNTY/03","Grade  5",162
"2015-2016",03,"KARNES COUNTY/03","Grade  6",161
"2015-2016",03,"KARNES COUNTY/03","Grade  7",162
"2015-2016",03,"KARNES COUNTY/03","Grade  8",160
"2015-2016",03,"KARNES COUNTY/03","Grade  9",170
"2015-2016",03,"KARNES COUNTY/03","Grade 10",169
"2015-2016",03,"KARNES COUNTY/03","Grade 11",113
"2015-2016",03,"KARNES COUNTY/03","Grade 12",117
"2015-2016",20,"KARNES COUNTY/20","Early Education",-9999999
"2015-2016",20,"KARNES COUNTY/20","Kindergarten",29
"2015-2016",20,"KARNES COUNTY/20","Grade  1",18
"2015-2016",20,"KARNES COUNTY/20","Grade  2",34
"2015-2016",20,"KARNES COUNTY/20","Grade  3",15
"2015-2016",20,"KARNES COUNTY/20","Grade  4",31
"2015-2016",20,"KARNES COUNTY/20","Grade  5",15
"2015-2016",20,"KARNES COUNTY/20","Grade  6",32
"2015-2016",20,"KARNES COUNTY/20","Grade  7",28
"2015-2016",20,"KARNES COUNTY/20","Grade  8",32
"2015-2016",20,"KARNES COUNTY/20","Grade  9",29
"2015-2016",20,"KARNES COUNTY/20","Grade 10",27
"2015-2016",20,"KARNES COUNTY/20","Grade 11",33
"2015-2016",20,"KARNES COUNTY/20","Grade 12",35
"2015-2016","AL","KARNES COUNTY/ALL","Early Education",14
"2015-2016","AL","KARNES COUNTY/ALL","Pre-kindergarten",136
"2015-2016","AL","KARNES COUNTY/ALL","Kindergarten",172
"2015-2016","AL","KARNES COUNTY/ALL","Grade  1",184
"2015-2016","AL","KARNES COUNTY/ALL","Grade  2",180
"2015-2016","AL","KARNES COUNTY/ALL","Grade  3",180
"2015-2016","AL","KARNES COUNTY/ALL","Grade  4",203
"2015-2016","AL","KARNES COUNTY/ALL","Grade  5",177
"2015-2016","AL","KARNES COUNTY/ALL","Grade  6",193
"2015-2016","AL","KARNES COUNTY/ALL","Grade  7",190
"2015-2016","AL","KARNES COUNTY/ALL","Grade  8",192
"2015-2016","AL","KARNES COUNTY/ALL","Grade  9",199
"2015-2016","AL","KARNES COUNTY/ALL","Grade 10",196
"2015-2016","AL","KARNES COUNTY/ALL","Grade 11",146
"2015-2016","AL","KARNES COUNTY/ALL","Grade 12",152
"2015-2016",10,"KAUFMAN COUNTY","Early Education",83
"2015-2016",10,"KAUFMAN COUNTY","Pre-kindergarten",818
"2015-2016",10,"KAUFMAN COUNTY","Kindergarten",1888
"2015-2016",10,"KAUFMAN COUNTY","Grade  1",2011
"2015-2016",10,"KAUFMAN COUNTY","Grade  2",2041
"2015-2016",10,"KAUFMAN COUNTY","Grade  3",2091
"2015-2016",10,"KAUFMAN COUNTY","Grade  4",2013
"2015-2016",10,"KAUFMAN COUNTY","Grade  5",1987
"2015-2016",10,"KAUFMAN COUNTY","Grade  6",1951
"2015-2016",10,"KAUFMAN COUNTY","Grade  7",2037
"2015-2016",10,"KAUFMAN COUNTY","Grade  8",2026
"2015-2016",10,"KAUFMAN COUNTY","Grade  9",2304
"2015-2016",10,"KAUFMAN COUNTY","Grade 10",2098
"2015-2016",10,"KAUFMAN COUNTY","Grade 11",1805
"2015-2016",10,"KAUFMAN COUNTY","Grade 12",1684
"2015-2016",13,"KENDALL COUNTY/13","Early Education",7
"2015-2016",13,"KENDALL COUNTY/13","Pre-kindergarten",51
"2015-2016",13,"KENDALL COUNTY/13","Kindergarten",74
"2015-2016",13,"KENDALL COUNTY/13","Grade  1",69
"2015-2016",13,"KENDALL COUNTY/13","Grade  2",84
"2015-2016",13,"KENDALL COUNTY/13","Grade  3",93
"2015-2016",13,"KENDALL COUNTY/13","Grade  4",77
"2015-2016",13,"KENDALL COUNTY/13","Grade  5",90
"2015-2016",13,"KENDALL COUNTY/13","Grade  6",74
"2015-2016",13,"KENDALL COUNTY/13","Grade  7",91
"2015-2016",13,"KENDALL COUNTY/13","Grade  8",89
"2015-2016",13,"KENDALL COUNTY/13","Grade  9",90
"2015-2016",13,"KENDALL COUNTY/13","Grade 10",79
"2015-2016",13,"KENDALL COUNTY/13","Grade 11",88
"2015-2016",13,"KENDALL COUNTY/13","Grade 12",58
"2015-2016",20,"KENDALL COUNTY/20","Early Education",49
"2015-2016",20,"KENDALL COUNTY/20","Pre-kindergarten",21
"2015-2016",20,"KENDALL COUNTY/20","Kindergarten",510
"2015-2016",20,"KENDALL COUNTY/20","Grade  1",557
"2015-2016",20,"KENDALL COUNTY/20","Grade  2",545
"2015-2016",20,"KENDALL COUNTY/20","Grade  3",567
"2015-2016",20,"KENDALL COUNTY/20","Grade  4",579
"2015-2016",20,"KENDALL COUNTY/20","Grade  5",622
"2015-2016",20,"KENDALL COUNTY/20","Grade  6",651
"2015-2016",20,"KENDALL COUNTY/20","Grade  7",605
"2015-2016",20,"KENDALL COUNTY/20","Grade  8",633
"2015-2016",20,"KENDALL COUNTY/20","Grade  9",730
"2015-2016",20,"KENDALL COUNTY/20","Grade 10",699
"2015-2016",20,"KENDALL COUNTY/20","Grade 11",649
"2015-2016",20,"KENDALL COUNTY/20","Grade 12",586
"2015-2016","AL","KENDALL COUNTY/ALL","Early Education",56
"2015-2016","AL","KENDALL COUNTY/ALL","Pre-kindergarten",72
"2015-2016","AL","KENDALL COUNTY/ALL","Kindergarten",584
"2015-2016","AL","KENDALL COUNTY/ALL","Grade  1",626
"2015-2016","AL","KENDALL COUNTY/ALL","Grade  2",629
"2015-2016","AL","KENDALL COUNTY/ALL","Grade  3",660
"2015-2016","AL","KENDALL COUNTY/ALL","Grade  4",656
"2015-2016","AL","KENDALL COUNTY/ALL","Grade  5",712
"2015-2016","AL","KENDALL COUNTY/ALL","Grade  6",725
"2015-2016","AL","KENDALL COUNTY/ALL","Grade  7",696
"2015-2016","AL","KENDALL COUNTY/ALL","Grade  8",722
"2015-2016","AL","KENDALL COUNTY/ALL","Grade  9",820
"2015-2016","AL","KENDALL COUNTY/ALL","Grade 10",778
"2015-2016","AL","KENDALL COUNTY/ALL","Grade 11",737
"2015-2016","AL","KENDALL COUNTY/ALL","Grade 12",644
"2015-2016",02,"KENEDY COUNTY","Pre-kindergarten",11
"2015-2016",02,"KENEDY COUNTY","Kindergarten",10
"2015-2016",02,"KENEDY COUNTY","Grade  1",7
"2015-2016",02,"KENEDY COUNTY","Grade  2",9
"2015-2016",02,"KENEDY COUNTY","Grade  3",11
"2015-2016",02,"KENEDY COUNTY","Grade  4",12
"2015-2016",02,"KENEDY COUNTY","Grade  5",7
"2015-2016",02,"KENEDY COUNTY","Grade  6",9
"2015-2016",17,"KENT COUNTY","Early Education",-9999999
"2015-2016",17,"KENT COUNTY","Pre-kindergarten",14
"2015-2016",17,"KENT COUNTY","Kindergarten",10
"2015-2016",17,"KENT COUNTY","Grade  1",10
"2015-2016",17,"KENT COUNTY","Grade  2",9
"2015-2016",17,"KENT COUNTY","Grade  3",5
"2015-2016",17,"KENT COUNTY","Grade  4",9
"2015-2016",17,"KENT COUNTY","Grade  5",6
"2015-2016",17,"KENT COUNTY","Grade  6",10
"2015-2016",17,"KENT COUNTY","Grade  7",5
"2015-2016",17,"KENT COUNTY","Grade  8",12
"2015-2016",17,"KENT COUNTY","Grade  9",10
"2015-2016",17,"KENT COUNTY","Grade 10",12
"2015-2016",17,"KENT COUNTY","Grade 11",6
"2015-2016",17,"KENT COUNTY","Grade 12",9
"2015-2016",20,"KERR COUNTY","Early Education",26
"2015-2016",20,"KERR COUNTY","Pre-kindergarten",335
"2015-2016",20,"KERR COUNTY","Kindergarten",516
"2015-2016",20,"KERR COUNTY","Grade  1",492
"2015-2016",20,"KERR COUNTY","Grade  2",514
"2015-2016",20,"KERR COUNTY","Grade  3",511
"2015-2016",20,"KERR COUNTY","Grade  4",499
"2015-2016",20,"KERR COUNTY","Grade  5",518
"2015-2016",20,"KERR COUNTY","Grade  6",516
"2015-2016",20,"KERR COUNTY","Grade  7",448
"2015-2016",20,"KERR COUNTY","Grade  8",516
"2015-2016",20,"KERR COUNTY","Grade  9",543
"2015-2016",20,"KERR COUNTY","Grade 10",488
"2015-2016",20,"KERR COUNTY","Grade 11",490
"2015-2016",20,"KERR COUNTY","Grade 12",437
"2015-2016",15,"KIMBLE COUNTY","Early Education",-9999999
"2015-2016",15,"KIMBLE COUNTY","Pre-kindergarten",39
"2015-2016",15,"KIMBLE COUNTY","Kindergarten",33
"2015-2016",15,"KIMBLE COUNTY","Grade  1",58
"2015-2016",15,"KIMBLE COUNTY","Grade  2",47
"2015-2016",15,"KIMBLE COUNTY","Grade  3",45
"2015-2016",15,"KIMBLE COUNTY","Grade  4",42
"2015-2016",15,"KIMBLE COUNTY","Grade  5",50
"2015-2016",15,"KIMBLE COUNTY","Grade  6",47
"2015-2016",15,"KIMBLE COUNTY","Grade  7",38
"2015-2016",15,"KIMBLE COUNTY","Grade  8",44
"2015-2016",15,"KIMBLE COUNTY","Grade  9",58
"2015-2016",15,"KIMBLE COUNTY","Grade 10",50
"2015-2016",15,"KIMBLE COUNTY","Grade 11",49
"2015-2016",15,"KIMBLE COUNTY","Grade 12",50
"2015-2016",17,"KING COUNTY","Pre-kindergarten",10
"2015-2016",17,"KING COUNTY","Kindergarten",5
"2015-2016",17,"KING COUNTY","Grade  1",11
"2015-2016",17,"KING COUNTY","Grade  2",7
"2015-2016",17,"KING COUNTY","Grade  3",6
"2015-2016",17,"KING COUNTY","Grade  4",7
"2015-2016",17,"KING COUNTY","Grade  5",6
"2015-2016",17,"KING COUNTY","Grade  6",13
"2015-2016",17,"KING COUNTY","Grade  7",13
"2015-2016",17,"KING COUNTY","Grade  8",8
"2015-2016",17,"KING COUNTY","Grade  9",8
"2015-2016",17,"KING COUNTY","Grade 10",7
"2015-2016",17,"KING COUNTY","Grade 11",12
"2015-2016",17,"KING COUNTY","Grade 12",11
"2015-2016",20,"KINNEY COUNTY","Early Education",-9999999
"2015-2016",20,"KINNEY COUNTY","Pre-kindergarten",30
"2015-2016",20,"KINNEY COUNTY","Kindergarten",51
"2015-2016",20,"KINNEY COUNTY","Grade  1",45
"2015-2016",20,"KINNEY COUNTY","Grade  2",43
"2015-2016",20,"KINNEY COUNTY","Grade  3",42
"2015-2016",20,"KINNEY COUNTY","Grade  4",47
"2015-2016",20,"KINNEY COUNTY","Grade  5",41
"2015-2016",20,"KINNEY COUNTY","Grade  6",45
"2015-2016",20,"KINNEY COUNTY","Grade  7",45
"2015-2016",20,"KINNEY COUNTY","Grade  8",55
"2015-2016",20,"KINNEY COUNTY","Grade  9",39
"2015-2016",20,"KINNEY COUNTY","Grade 10",44
"2015-2016",20,"KINNEY COUNTY","Grade 11",49
"2015-2016",20,"KINNEY COUNTY","Grade 12",37
"2015-2016",02,"KLEBERG COUNTY","Early Education",13
"2015-2016",02,"KLEBERG COUNTY","Pre-kindergarten",326
"2015-2016",02,"KLEBERG COUNTY","Kindergarten",358
"2015-2016",02,"KLEBERG COUNTY","Grade  1",417
"2015-2016",02,"KLEBERG COUNTY","Grade  2",406
"2015-2016",02,"KLEBERG COUNTY","Grade  3",400
"2015-2016",02,"KLEBERG COUNTY","Grade  4",361
"2015-2016",02,"KLEBERG COUNTY","Grade  5",350
"2015-2016",02,"KLEBERG COUNTY","Grade  6",357
"2015-2016",02,"KLEBERG COUNTY","Grade  7",341
"2015-2016",02,"KLEBERG COUNTY","Grade  8",385
"2015-2016",02,"KLEBERG COUNTY","Grade  9",517
"2015-2016",02,"KLEBERG COUNTY","Grade 10",364
"2015-2016",02,"KLEBERG COUNTY","Grade 11",312
"2015-2016",02,"KLEBERG COUNTY","Grade 12",333
"2015-2016",09,"KNOX COUNTY","Early Education",20
"2015-2016",09,"KNOX COUNTY","Pre-kindergarten",54
"2015-2016",09,"KNOX COUNTY","Kindergarten",56
"2015-2016",09,"KNOX COUNTY","Grade  1",57
"2015-2016",09,"KNOX COUNTY","Grade  2",65
"2015-2016",09,"KNOX COUNTY","Grade  3",66
"2015-2016",09,"KNOX COUNTY","Grade  4",40
"2015-2016",09,"KNOX COUNTY","Grade  5",50
"2015-2016",09,"KNOX COUNTY","Grade  6",50
"2015-2016",09,"KNOX COUNTY","Grade  7",48
"2015-2016",09,"KNOX COUNTY","Grade  8",53
"2015-2016",09,"KNOX COUNTY","Grade  9",60
"2015-2016",09,"KNOX COUNTY","Grade 10",40
"2015-2016",09,"KNOX COUNTY","Grade 11",75
"2015-2016",09,"KNOX COUNTY","Grade 12",52
"2015-2016",20,"LA SALLE COUNTY","Early Education",-9999999
"2015-2016",20,"LA SALLE COUNTY","Pre-kindergarten",80
"2015-2016",20,"LA SALLE COUNTY","Kindergarten",105
"2015-2016",20,"LA SALLE COUNTY","Grade  1",113
"2015-2016",20,"LA SALLE COUNTY","Grade  2",97
"2015-2016",20,"LA SALLE COUNTY","Grade  3",106
"2015-2016",20,"LA SALLE COUNTY","Grade  4",102
"2015-2016",20,"LA SALLE COUNTY","Grade  5",99
"2015-2016",20,"LA SALLE COUNTY","Grade  6",103
"2015-2016",20,"LA SALLE COUNTY","Grade  7",95
"2015-2016",20,"LA SALLE COUNTY","Grade  8",87
"2015-2016",20,"LA SALLE COUNTY","Grade  9",103
"2015-2016",20,"LA SALLE COUNTY","Grade 10",109
"2015-2016",20,"LA SALLE COUNTY","Grade 11",78
"2015-2016",20,"LA SALLE COUNTY","Grade 12",82
"2015-2016",08,"LAMAR COUNTY","Early Education",21
"2015-2016",08,"LAMAR COUNTY","Pre-kindergarten",481
"2015-2016",08,"LAMAR COUNTY","Kindergarten",664
"2015-2016",08,"LAMAR COUNTY","Grade  1",619
"2015-2016",08,"LAMAR COUNTY","Grade  2",690
"2015-2016",08,"LAMAR COUNTY","Grade  3",681
"2015-2016",08,"LAMAR COUNTY","Grade  4",627
"2015-2016",08,"LAMAR COUNTY","Grade  5",646
"2015-2016",08,"LAMAR COUNTY","Grade  6",612
"2015-2016",08,"LAMAR COUNTY","Grade  7",602
"2015-2016",08,"LAMAR COUNTY","Grade  8",629
"2015-2016",08,"LAMAR COUNTY","Grade  9",611
"2015-2016",08,"LAMAR COUNTY","Grade 10",653
"2015-2016",08,"LAMAR COUNTY","Grade 11",586
"2015-2016",08,"LAMAR COUNTY","Grade 12",521
"2015-2016",17,"LAMB COUNTY","Early Education",20
"2015-2016",17,"LAMB COUNTY","Pre-kindergarten",182
"2015-2016",17,"LAMB COUNTY","Kindergarten",248
"2015-2016",17,"LAMB COUNTY","Grade  1",257
"2015-2016",17,"LAMB COUNTY","Grade  2",230
"2015-2016",17,"LAMB COUNTY","Grade  3",211
"2015-2016",17,"LAMB COUNTY","Grade  4",251
"2015-2016",17,"LAMB COUNTY","Grade  5",199
"2015-2016",17,"LAMB COUNTY","Grade  6",213
"2015-2016",17,"LAMB COUNTY","Grade  7",226
"2015-2016",17,"LAMB COUNTY","Grade  8",225
"2015-2016",17,"LAMB COUNTY","Grade  9",231
"2015-2016",17,"LAMB COUNTY","Grade 10",206
"2015-2016",17,"LAMB COUNTY","Grade 11",196
"2015-2016",17,"LAMB COUNTY","Grade 12",182
"2015-2016",12,"LAMPASAS COUNTY","Early Education",11
"2015-2016",12,"LAMPASAS COUNTY","Pre-kindergarten",111
"2015-2016",12,"LAMPASAS COUNTY","Kindergarten",268
"2015-2016",12,"LAMPASAS COUNTY","Grade  1",256
"2015-2016",12,"LAMPASAS COUNTY","Grade  2",282
"2015-2016",12,"LAMPASAS COUNTY","Grade  3",266
"2015-2016",12,"LAMPASAS COUNTY","Grade  4",270
"2015-2016",12,"LAMPASAS COUNTY","Grade  5",263
"2015-2016",12,"LAMPASAS COUNTY","Grade  6",262
"2015-2016",12,"LAMPASAS COUNTY","Grade  7",285
"2015-2016",12,"LAMPASAS COUNTY","Grade  8",260
"2015-2016",12,"LAMPASAS COUNTY","Grade  9",282
"2015-2016",12,"LAMPASAS COUNTY","Grade 10",293
"2015-2016",12,"LAMPASAS COUNTY","Grade 11",279
"2015-2016",12,"LAMPASAS COUNTY","Grade 12",251
"2015-2016",03,"LAVACA COUNTY","Early Education",7
"2015-2016",03,"LAVACA COUNTY","Pre-kindergarten",115
"2015-2016",03,"LAVACA COUNTY","Kindergarten",165
"2015-2016",03,"LAVACA COUNTY","Grade  1",173
"2015-2016",03,"LAVACA COUNTY","Grade  2",189
"2015-2016",03,"LAVACA COUNTY","Grade  3",203
"2015-2016",03,"LAVACA COUNTY","Grade  4",186
"2015-2016",03,"LAVACA COUNTY","Grade  5",170
"2015-2016",03,"LAVACA COUNTY","Grade  6",168
"2015-2016",03,"LAVACA COUNTY","Grade  7",191
"2015-2016",03,"LAVACA COUNTY","Grade  8",171
"2015-2016",03,"LAVACA COUNTY","Grade  9",166
"2015-2016",03,"LAVACA COUNTY","Grade 10",162
"2015-2016",03,"LAVACA COUNTY","Grade 11",151
"2015-2016",03,"LAVACA COUNTY","Grade 12",141
"2015-2016",13,"LEE COUNTY","Early Education",10
"2015-2016",13,"LEE COUNTY","Pre-kindergarten",98
"2015-2016",13,"LEE COUNTY","Kindergarten",209
"2015-2016",13,"LEE COUNTY","Grade  1",236
"2015-2016",13,"LEE COUNTY","Grade  2",254
"2015-2016",13,"LEE COUNTY","Grade  3",217
"2015-2016",13,"LEE COUNTY","Grade  4",242
"2015-2016",13,"LEE COUNTY","Grade  5",204
"2015-2016",13,"LEE COUNTY","Grade  6",233
"2015-2016",13,"LEE COUNTY","Grade  7",229
"2015-2016",13,"LEE COUNTY","Grade  8",211
"2015-2016",13,"LEE COUNTY","Grade  9",233
"2015-2016",13,"LEE COUNTY","Grade 10",237
"2015-2016",13,"LEE COUNTY","Grade 11",230
"2015-2016",13,"LEE COUNTY","Grade 12",214
"2015-2016",06,"LEON COUNTY","Early Education",-9999999
"2015-2016",06,"LEON COUNTY","Pre-kindergarten",147
"2015-2016",06,"LEON COUNTY","Kindergarten",230
"2015-2016",06,"LEON COUNTY","Grade  1",247
"2015-2016",06,"LEON COUNTY","Grade  2",224
"2015-2016",06,"LEON COUNTY","Grade  3",213
"2015-2016",06,"LEON COUNTY","Grade  4",222
"2015-2016",06,"LEON COUNTY","Grade  5",235
"2015-2016",06,"LEON COUNTY","Grade  6",227
"2015-2016",06,"LEON COUNTY","Grade  7",207
"2015-2016",06,"LEON COUNTY","Grade  8",207
"2015-2016",06,"LEON COUNTY","Grade  9",279
"2015-2016",06,"LEON COUNTY","Grade 10",234
"2015-2016",06,"LEON COUNTY","Grade 11",227
"2015-2016",06,"LEON COUNTY","Grade 12",235
"2015-2016",04,"LIBERTY COUNTY/04","Early Education",52
"2015-2016",04,"LIBERTY COUNTY/04","Pre-kindergarten",585
"2015-2016",04,"LIBERTY COUNTY/04","Kindergarten",1083
"2015-2016",04,"LIBERTY COUNTY/04","Grade  1",1297
"2015-2016",04,"LIBERTY COUNTY/04","Grade  2",1215
"2015-2016",04,"LIBERTY COUNTY/04","Grade  3",1188
"2015-2016",04,"LIBERTY COUNTY/04","Grade  4",1137
"2015-2016",04,"LIBERTY COUNTY/04","Grade  5",1139
"2015-2016",04,"LIBERTY COUNTY/04","Grade  6",1127
"2015-2016",04,"LIBERTY COUNTY/04","Grade  7",1084
"2015-2016",04,"LIBERTY COUNTY/04","Grade  8",1108
"2015-2016",04,"LIBERTY COUNTY/04","Grade  9",1211
"2015-2016",04,"LIBERTY COUNTY/04","Grade 10",1092
"2015-2016",04,"LIBERTY COUNTY/04","Grade 11",961
"2015-2016",04,"LIBERTY COUNTY/04","Grade 12",821
"2015-2016",05,"LIBERTY COUNTY/05","Pre-kindergarten",20
"2015-2016",05,"LIBERTY COUNTY/05","Kindergarten",27
"2015-2016",05,"LIBERTY COUNTY/05","Grade  1",33
"2015-2016",05,"LIBERTY COUNTY/05","Grade  2",27
"2015-2016",05,"LIBERTY COUNTY/05","Grade  3",32
"2015-2016",05,"LIBERTY COUNTY/05","Grade  4",35
"2015-2016",05,"LIBERTY COUNTY/05","Grade  5",30
"2015-2016",05,"LIBERTY COUNTY/05","Grade  6",25
"2015-2016",05,"LIBERTY COUNTY/05","Grade  7",36
"2015-2016",05,"LIBERTY COUNTY/05","Grade  8",36
"2015-2016",05,"LIBERTY COUNTY/05","Grade  9",35
"2015-2016",05,"LIBERTY COUNTY/05","Grade 10",43
"2015-2016",05,"LIBERTY COUNTY/05","Grade 11",43
"2015-2016",05,"LIBERTY COUNTY/05","Grade 12",37
"2015-2016","AL","LIBERTY COUNTY/ALL","Early Education",52
"2015-2016","AL","LIBERTY COUNTY/ALL","Pre-kindergarten",605
"2015-2016","AL","LIBERTY COUNTY/ALL","Kindergarten",1110
"2015-2016","AL","LIBERTY COUNTY/ALL","Grade  1",1330
"2015-2016","AL","LIBERTY COUNTY/ALL","Grade  2",1242
"2015-2016","AL","LIBERTY COUNTY/ALL","Grade  3",1220
"2015-2016","AL","LIBERTY COUNTY/ALL","Grade  4",1172
"2015-2016","AL","LIBERTY COUNTY/ALL","Grade  5",1169
"2015-2016","AL","LIBERTY COUNTY/ALL","Grade  6",1152
"2015-2016","AL","LIBERTY COUNTY/ALL","Grade  7",1120
"2015-2016","AL","LIBERTY COUNTY/ALL","Grade  8",1144
"2015-2016","AL","LIBERTY COUNTY/ALL","Grade  9",1246
"2015-2016","AL","LIBERTY COUNTY/ALL","Grade 10",1135
"2015-2016","AL","LIBERTY COUNTY/ALL","Grade 11",1004
"2015-2016","AL","LIBERTY COUNTY/ALL","Grade 12",858
"2015-2016",12,"LIMESTONE COUNTY","Early Education",10
"2015-2016",12,"LIMESTONE COUNTY","Pre-kindergarten",313
"2015-2016",12,"LIMESTONE COUNTY","Kindergarten",294
"2015-2016",12,"LIMESTONE COUNTY","Grade  1",335
"2015-2016",12,"LIMESTONE COUNTY","Grade  2",323
"2015-2016",12,"LIMESTONE COUNTY","Grade  3",300
"2015-2016",12,"LIMESTONE COUNTY","Grade  4",287
"2015-2016",12,"LIMESTONE COUNTY","Grade  5",304
"2015-2016",12,"LIMESTONE COUNTY","Grade  6",265
"2015-2016",12,"LIMESTONE COUNTY","Grade  7",284
"2015-2016",12,"LIMESTONE COUNTY","Grade  8",284
"2015-2016",12,"LIMESTONE COUNTY","Grade  9",296
"2015-2016",12,"LIMESTONE COUNTY","Grade 10",276
"2015-2016",12,"LIMESTONE COUNTY","Grade 11",265
"2015-2016",12,"LIMESTONE COUNTY","Grade 12",257
"2015-2016",16,"LIPSCOMB COUNTY","Early Education",-9999999
"2015-2016",16,"LIPSCOMB COUNTY","Pre-kindergarten",54
"2015-2016",16,"LIPSCOMB COUNTY","Kindergarten",65
"2015-2016",16,"LIPSCOMB COUNTY","Grade  1",69
"2015-2016",16,"LIPSCOMB COUNTY","Grade  2",61
"2015-2016",16,"LIPSCOMB COUNTY","Grade  3",64
"2015-2016",16,"LIPSCOMB COUNTY","Grade  4",58
"2015-2016",16,"LIPSCOMB COUNTY","Grade  5",70
"2015-2016",16,"LIPSCOMB COUNTY","Grade  6",77
"2015-2016",16,"LIPSCOMB COUNTY","Grade  7",47
"2015-2016",16,"LIPSCOMB COUNTY","Grade  8",54
"2015-2016",16,"LIPSCOMB COUNTY","Grade  9",52
"2015-2016",16,"LIPSCOMB COUNTY","Grade 10",64
"2015-2016",16,"LIPSCOMB COUNTY","Grade 11",45
"2015-2016",16,"LIPSCOMB COUNTY","Grade 12",61
"2015-2016",02,"LIVE OAK COUNTY","Early Education",6
"2015-2016",02,"LIVE OAK COUNTY","Pre-kindergarten",42
"2015-2016",02,"LIVE OAK COUNTY","Kindergarten",130
"2015-2016",02,"LIVE OAK COUNTY","Grade  1",128
"2015-2016",02,"LIVE OAK COUNTY","Grade  2",148
"2015-2016",02,"LIVE OAK COUNTY","Grade  3",135
"2015-2016",02,"LIVE OAK COUNTY","Grade  4",113
"2015-2016",02,"LIVE OAK COUNTY","Grade  5",132
"2015-2016",02,"LIVE OAK COUNTY","Grade  6",129
"2015-2016",02,"LIVE OAK COUNTY","Grade  7",126
"2015-2016",02,"LIVE OAK COUNTY","Grade  8",158
"2015-2016",02,"LIVE OAK COUNTY","Grade  9",161
"2015-2016",02,"LIVE OAK COUNTY","Grade 10",143
"2015-2016",02,"LIVE OAK COUNTY","Grade 11",127
"2015-2016",02,"LIVE OAK COUNTY","Grade 12",110
