"Year","Region","County Name","Grade Level Name","Gender Name","Gender Count"
"2017-2018",13,"BELL COUNTY/13","Grade  1","Male",15
"2017-2018",13,"BELL COUNTY/13","Grade  2","Female",15
"2017-2018",13,"BELL COUNTY/13","Grade  2","Male",8
"2017-2018",13,"BELL COUNTY/13","Grade  3","Female",9
"2017-2018",13,"BELL COUNTY/13","Grade  3","Male",11
"2017-2018",13,"BELL COUNTY/13","Grade  4","Female",13
"2017-2018",13,"BELL COUNTY/13","Grade  4","Male",13
"2017-2018",13,"BELL COUNTY/13","Grade  5","Female",12
"2017-2018",13,"BELL COUNTY/13","Grade  5","Male",23
"2017-2018",13,"BELL COUNTY/13","Grade  6","Female",14
"2017-2018",13,"BELL COUNTY/13","Grade  6","Male",9
"2017-2018",13,"BELL COUNTY/13","Grade  7","Female",11
"2017-2018",13,"BELL COUNTY/13","Grade  7","Male",14
"2017-2018",13,"BELL COUNTY/13","Grade  8","Female",8
"2017-2018",13,"BELL COUNTY/13","Grade  8","Male",15
"2017-2018",13,"BELL COUNTY/13","Grade  9","Female",12
"2017-2018",13,"BELL COUNTY/13","Grade  9","Male",11
"2017-2018",13,"BELL COUNTY/13","Grade 10","Female",8
"2017-2018",13,"BELL COUNTY/13","Grade 10","Male",14
"2017-2018",13,"BELL COUNTY/13","Grade 11","Female",14
"2017-2018",13,"BELL COUNTY/13","Grade 11","Male",10
"2017-2018",13,"BELL COUNTY/13","Grade 12","Female",8
"2017-2018",13,"BELL COUNTY/13","Grade 12","Male",17
"2017-2018",20,"BELL COUNTY/20","Grade  9","Female",194
"2017-2018",20,"BELL COUNTY/20","Grade  9","Male",222
"2017-2018",20,"BELL COUNTY/20","Grade 10","Female",342
"2017-2018",20,"BELL COUNTY/20","Grade 10","Male",341
"2017-2018",20,"BELL COUNTY/20","Grade 11","Female",324
"2017-2018",20,"BELL COUNTY/20","Grade 11","Male",304
"2017-2018",20,"BELL COUNTY/20","Grade 12","Female",260
"2017-2018",20,"BELL COUNTY/20","Grade 12","Male",237
"2017-2018","AL","BELL COUNTY/ALL","Early Education","Female",83
"2017-2018","AL","BELL COUNTY/ALL","Early Education","Male",166
"2017-2018","AL","BELL COUNTY/ALL","Pre-kindergarten","Female",2268
"2017-2018","AL","BELL COUNTY/ALL","Pre-kindergarten","Male",2194
"2017-2018","AL","BELL COUNTY/ALL","Kindergarten","Female",2767
"2017-2018","AL","BELL COUNTY/ALL","Kindergarten","Male",2824
"2017-2018","AL","BELL COUNTY/ALL","Grade  1","Female",2885
"2017-2018","AL","BELL COUNTY/ALL","Grade  1","Male",2981
"2017-2018","AL","BELL COUNTY/ALL","Grade  2","Female",2774
"2017-2018","AL","BELL COUNTY/ALL","Grade  2","Male",2886
"2017-2018","AL","BELL COUNTY/ALL","Grade  3","Female",2851
"2017-2018","AL","BELL COUNTY/ALL","Grade  3","Male",2909
"2017-2018","AL","BELL COUNTY/ALL","Grade  4","Female",2782
"2017-2018","AL","BELL COUNTY/ALL","Grade  4","Male",2937
"2017-2018","AL","BELL COUNTY/ALL","Grade  5","Female",2774
"2017-2018","AL","BELL COUNTY/ALL","Grade  5","Male",2994
"2017-2018","AL","BELL COUNTY/ALL","Grade  6","Female",2628
"2017-2018","AL","BELL COUNTY/ALL","Grade  6","Male",2781
"2017-2018","AL","BELL COUNTY/ALL","Grade  7","Female",2476
"2017-2018","AL","BELL COUNTY/ALL","Grade  7","Male",2729
"2017-2018","AL","BELL COUNTY/ALL","Grade  8","Female",2447
"2017-2018","AL","BELL COUNTY/ALL","Grade  8","Male",2535
"2017-2018","AL","BELL COUNTY/ALL","Grade  9","Female",2908
"2017-2018","AL","BELL COUNTY/ALL","Grade  9","Male",3227
"2017-2018","AL","BELL COUNTY/ALL","Grade 10","Female",2725
"2017-2018","AL","BELL COUNTY/ALL","Grade 10","Male",2807
"2017-2018","AL","BELL COUNTY/ALL","Grade 11","Female",2590
"2017-2018","AL","BELL COUNTY/ALL","Grade 11","Male",2563
"2017-2018","AL","BELL COUNTY/ALL","Grade 12","Female",2372
"2017-2018","AL","BELL COUNTY/ALL","Grade 12","Male",2295
"2017-2018",20,"BEXAR COUNTY","Early Education","Female",475
"2017-2018",20,"BEXAR COUNTY","Early Education","Male",1169
"2017-2018",20,"BEXAR COUNTY","Pre-kindergarten","Female",8072
"2017-2018",20,"BEXAR COUNTY","Pre-kindergarten","Male",8272
"2017-2018",20,"BEXAR COUNTY","Kindergarten","Female",11677
"2017-2018",20,"BEXAR COUNTY","Kindergarten","Male",12322
"2017-2018",20,"BEXAR COUNTY","Grade  1","Female",12347
"2017-2018",20,"BEXAR COUNTY","Grade  1","Male",12811
"2017-2018",20,"BEXAR COUNTY","Grade  2","Female",12551
"2017-2018",20,"BEXAR COUNTY","Grade  2","Male",13305
"2017-2018",20,"BEXAR COUNTY","Grade  3","Female",12926
"2017-2018",20,"BEXAR COUNTY","Grade  3","Male",14083
"2017-2018",20,"BEXAR COUNTY","Grade  4","Female",13491
"2017-2018",20,"BEXAR COUNTY","Grade  4","Male",14134
"2017-2018",20,"BEXAR COUNTY","Grade  5","Female",13652
"2017-2018",20,"BEXAR COUNTY","Grade  5","Male",14315
"2017-2018",20,"BEXAR COUNTY","Grade  6","Female",12771
"2017-2018",20,"BEXAR COUNTY","Grade  6","Male",13497
"2017-2018",20,"BEXAR COUNTY","Grade  7","Female",12957
"2017-2018",20,"BEXAR COUNTY","Grade  7","Male",13480
"2017-2018",20,"BEXAR COUNTY","Grade  8","Female",12896
"2017-2018",20,"BEXAR COUNTY","Grade  8","Male",13517
"2017-2018",20,"BEXAR COUNTY","Grade  9","Female",13803
"2017-2018",20,"BEXAR COUNTY","Grade  9","Male",14947
"2017-2018",20,"BEXAR COUNTY","Grade 10","Female",12549
"2017-2018",20,"BEXAR COUNTY","Grade 10","Male",13057
"2017-2018",20,"BEXAR COUNTY","Grade 11","Female",11723
"2017-2018",20,"BEXAR COUNTY","Grade 11","Male",12088
"2017-2018",20,"BEXAR COUNTY","Grade 12","Female",10999
"2017-2018",20,"BEXAR COUNTY","Grade 12","Male",10942
"2017-2018",13,"BLANCO COUNTY","Early Education","Female",-9999999
"2017-2018",13,"BLANCO COUNTY","Early Education","Male",5
"2017-2018",13,"BLANCO COUNTY","Pre-kindergarten","Female",15
"2017-2018",13,"BLANCO COUNTY","Pre-kindergarten","Male",18
"2017-2018",13,"BLANCO COUNTY","Kindergarten","Female",42
"2017-2018",13,"BLANCO COUNTY","Kindergarten","Male",45
"2017-2018",13,"BLANCO COUNTY","Grade  1","Female",58
"2017-2018",13,"BLANCO COUNTY","Grade  1","Male",44
"2017-2018",13,"BLANCO COUNTY","Grade  2","Female",47
"2017-2018",13,"BLANCO COUNTY","Grade  2","Male",57
"2017-2018",13,"BLANCO COUNTY","Grade  3","Female",49
"2017-2018",13,"BLANCO COUNTY","Grade  3","Male",66
"2017-2018",13,"BLANCO COUNTY","Grade  4","Female",55
"2017-2018",13,"BLANCO COUNTY","Grade  4","Male",65
"2017-2018",13,"BLANCO COUNTY","Grade  5","Female",78
"2017-2018",13,"BLANCO COUNTY","Grade  5","Male",60
"2017-2018",13,"BLANCO COUNTY","Grade  6","Female",60
"2017-2018",13,"BLANCO COUNTY","Grade  6","Male",71
"2017-2018",13,"BLANCO COUNTY","Grade  7","Female",74
"2017-2018",13,"BLANCO COUNTY","Grade  7","Male",77
"2017-2018",13,"BLANCO COUNTY","Grade  8","Female",67
"2017-2018",13,"BLANCO COUNTY","Grade  8","Male",76
"2017-2018",13,"BLANCO COUNTY","Grade  9","Female",66
"2017-2018",13,"BLANCO COUNTY","Grade  9","Male",70
"2017-2018",13,"BLANCO COUNTY","Grade 10","Female",65
"2017-2018",13,"BLANCO COUNTY","Grade 10","Male",87
"2017-2018",13,"BLANCO COUNTY","Grade 11","Female",61
"2017-2018",13,"BLANCO COUNTY","Grade 11","Male",71
"2017-2018",13,"BLANCO COUNTY","Grade 12","Female",63
"2017-2018",13,"BLANCO COUNTY","Grade 12","Male",75
"2017-2018",17,"BORDEN COUNTY","Kindergarten","Female",-9999999
"2017-2018",17,"BORDEN COUNTY","Kindergarten","Male",-9999999
"2017-2018",17,"BORDEN COUNTY","Grade  1","Female",-9999999
"2017-2018",17,"BORDEN COUNTY","Grade  1","Male",11
"2017-2018",17,"BORDEN COUNTY","Grade  2","Female",7
"2017-2018",17,"BORDEN COUNTY","Grade  2","Male",13
"2017-2018",17,"BORDEN COUNTY","Grade  3","Female",5
"2017-2018",17,"BORDEN COUNTY","Grade  3","Male",14
"2017-2018",17,"BORDEN COUNTY","Grade  4","Female",10
"2017-2018",17,"BORDEN COUNTY","Grade  4","Male",9
"2017-2018",17,"BORDEN COUNTY","Grade  5","Female",9
"2017-2018",17,"BORDEN COUNTY","Grade  5","Male",7
"2017-2018",17,"BORDEN COUNTY","Grade  6","Female",14
"2017-2018",17,"BORDEN COUNTY","Grade  6","Male",9
"2017-2018",17,"BORDEN COUNTY","Grade  7","Female",7
"2017-2018",17,"BORDEN COUNTY","Grade  7","Male",9
"2017-2018",17,"BORDEN COUNTY","Grade  8","Female",11
"2017-2018",17,"BORDEN COUNTY","Grade  8","Male",5
"2017-2018",17,"BORDEN COUNTY","Grade  9","Female",10
"2017-2018",17,"BORDEN COUNTY","Grade  9","Male",14
"2017-2018",17,"BORDEN COUNTY","Grade 10","Female",14
"2017-2018",17,"BORDEN COUNTY","Grade 10","Male",9
"2017-2018",17,"BORDEN COUNTY","Grade 11","Female",13
"2017-2018",17,"BORDEN COUNTY","Grade 11","Male",9
"2017-2018",17,"BORDEN COUNTY","Grade 12","Female",7
"2017-2018",17,"BORDEN COUNTY","Grade 12","Male",8
"2017-2018",12,"BOSQUE COUNTY","Early Education","Female",-9999999
"2017-2018",12,"BOSQUE COUNTY","Early Education","Male",6
"2017-2018",12,"BOSQUE COUNTY","Pre-kindergarten","Female",78
"2017-2018",12,"BOSQUE COUNTY","Pre-kindergarten","Male",69
"2017-2018",12,"BOSQUE COUNTY","Kindergarten","Female",85
"2017-2018",12,"BOSQUE COUNTY","Kindergarten","Male",105
"2017-2018",12,"BOSQUE COUNTY","Grade  1","Female",77
"2017-2018",12,"BOSQUE COUNTY","Grade  1","Male",113
"2017-2018",12,"BOSQUE COUNTY","Grade  2","Female",119
"2017-2018",12,"BOSQUE COUNTY","Grade  2","Male",95
"2017-2018",12,"BOSQUE COUNTY","Grade  3","Female",112
"2017-2018",12,"BOSQUE COUNTY","Grade  3","Male",109
"2017-2018",12,"BOSQUE COUNTY","Grade  4","Female",122
"2017-2018",12,"BOSQUE COUNTY","Grade  4","Male",118
"2017-2018",12,"BOSQUE COUNTY","Grade  5","Female",105
"2017-2018",12,"BOSQUE COUNTY","Grade  5","Male",127
"2017-2018",12,"BOSQUE COUNTY","Grade  6","Female",96
"2017-2018",12,"BOSQUE COUNTY","Grade  6","Male",112
"2017-2018",12,"BOSQUE COUNTY","Grade  7","Female",108
"2017-2018",12,"BOSQUE COUNTY","Grade  7","Male",110
"2017-2018",12,"BOSQUE COUNTY","Grade  8","Female",102
"2017-2018",12,"BOSQUE COUNTY","Grade  8","Male",108
"2017-2018",12,"BOSQUE COUNTY","Grade  9","Female",109
"2017-2018",12,"BOSQUE COUNTY","Grade  9","Male",104
"2017-2018",12,"BOSQUE COUNTY","Grade 10","Female",114
"2017-2018",12,"BOSQUE COUNTY","Grade 10","Male",133
"2017-2018",12,"BOSQUE COUNTY","Grade 11","Female",81
"2017-2018",12,"BOSQUE COUNTY","Grade 11","Male",103
"2017-2018",12,"BOSQUE COUNTY","Grade 12","Female",98
"2017-2018",12,"BOSQUE COUNTY","Grade 12","Male",125
"2017-2018",08,"BOWIE COUNTY","Early Education","Female",14
"2017-2018",08,"BOWIE COUNTY","Early Education","Male",43
"2017-2018",08,"BOWIE COUNTY","Pre-kindergarten","Female",610
"2017-2018",08,"BOWIE COUNTY","Pre-kindergarten","Male",610
"2017-2018",08,"BOWIE COUNTY","Kindergarten","Female",660
"2017-2018",08,"BOWIE COUNTY","Kindergarten","Male",714
"2017-2018",08,"BOWIE COUNTY","Grade  1","Female",632
"2017-2018",08,"BOWIE COUNTY","Grade  1","Male",700
"2017-2018",08,"BOWIE COUNTY","Grade  2","Female",619
"2017-2018",08,"BOWIE COUNTY","Grade  2","Male",654
"2017-2018",08,"BOWIE COUNTY","Grade  3","Female",674
"2017-2018",08,"BOWIE COUNTY","Grade  3","Male",659
"2017-2018",08,"BOWIE COUNTY","Grade  4","Female",605
"2017-2018",08,"BOWIE COUNTY","Grade  4","Male",667
"2017-2018",08,"BOWIE COUNTY","Grade  5","Female",668
"2017-2018",08,"BOWIE COUNTY","Grade  5","Male",698
"2017-2018",08,"BOWIE COUNTY","Grade  6","Female",618
"2017-2018",08,"BOWIE COUNTY","Grade  6","Male",658
"2017-2018",08,"BOWIE COUNTY","Grade  7","Female",647
"2017-2018",08,"BOWIE COUNTY","Grade  7","Male",635
"2017-2018",08,"BOWIE COUNTY","Grade  8","Female",600
"2017-2018",08,"BOWIE COUNTY","Grade  8","Male",660
"2017-2018",08,"BOWIE COUNTY","Grade  9","Female",637
"2017-2018",08,"BOWIE COUNTY","Grade  9","Male",662
"2017-2018",08,"BOWIE COUNTY","Grade 10","Female",599
"2017-2018",08,"BOWIE COUNTY","Grade 10","Male",632
"2017-2018",08,"BOWIE COUNTY","Grade 11","Female",591
"2017-2018",08,"BOWIE COUNTY","Grade 11","Male",596
"2017-2018",08,"BOWIE COUNTY","Grade 12","Female",547
"2017-2018",08,"BOWIE COUNTY","Grade 12","Male",579
"2017-2018",04,"BRAZORIA COUNTY","Early Education","Female",97
"2017-2018",04,"BRAZORIA COUNTY","Early Education","Male",240
"2017-2018",04,"BRAZORIA COUNTY","Pre-kindergarten","Female",902
"2017-2018",04,"BRAZORIA COUNTY","Pre-kindergarten","Male",964
"2017-2018",04,"BRAZORIA COUNTY","Kindergarten","Female",2442
"2017-2018",04,"BRAZORIA COUNTY","Kindergarten","Male",2497
"2017-2018",04,"BRAZORIA COUNTY","Grade  1","Female",2407
"2017-2018",04,"BRAZORIA COUNTY","Grade  1","Male",2750
"2017-2018",04,"BRAZORIA COUNTY","Grade  2","Female",2603
"2017-2018",04,"BRAZORIA COUNTY","Grade  2","Male",2837
"2017-2018",04,"BRAZORIA COUNTY","Grade  3","Female",2658
"2017-2018",04,"BRAZORIA COUNTY","Grade  3","Male",2846
"2017-2018",04,"BRAZORIA COUNTY","Grade  4","Female",2732
"2017-2018",04,"BRAZORIA COUNTY","Grade  4","Male",2907
"2017-2018",04,"BRAZORIA COUNTY","Grade  5","Female",2647
"2017-2018",04,"BRAZORIA COUNTY","Grade  5","Male",2778
"2017-2018",04,"BRAZORIA COUNTY","Grade  6","Female",2695
"2017-2018",04,"BRAZORIA COUNTY","Grade  6","Male",2788
"2017-2018",04,"BRAZORIA COUNTY","Grade  7","Female",2569
"2017-2018",04,"BRAZORIA COUNTY","Grade  7","Male",2832
"2017-2018",04,"BRAZORIA COUNTY","Grade  8","Female",2655
"2017-2018",04,"BRAZORIA COUNTY","Grade  8","Male",2690
"2017-2018",04,"BRAZORIA COUNTY","Grade  9","Female",2720
"2017-2018",04,"BRAZORIA COUNTY","Grade  9","Male",3118
"2017-2018",04,"BRAZORIA COUNTY","Grade 10","Female",2569
"2017-2018",04,"BRAZORIA COUNTY","Grade 10","Male",2942
"2017-2018",04,"BRAZORIA COUNTY","Grade 11","Female",2521
"2017-2018",04,"BRAZORIA COUNTY","Grade 11","Male",2617
"2017-2018",04,"BRAZORIA COUNTY","Grade 12","Female",2361
"2017-2018",04,"BRAZORIA COUNTY","Grade 12","Male",2382
"2017-2018",06,"BRAZOS COUNTY","Early Education","Female",45
"2017-2018",06,"BRAZOS COUNTY","Early Education","Male",103
"2017-2018",06,"BRAZOS COUNTY","Pre-kindergarten","Female",502
"2017-2018",06,"BRAZOS COUNTY","Pre-kindergarten","Male",517
"2017-2018",06,"BRAZOS COUNTY","Kindergarten","Female",1182
"2017-2018",06,"BRAZOS COUNTY","Kindergarten","Male",1222
"2017-2018",06,"BRAZOS COUNTY","Grade  1","Female",1132
"2017-2018",06,"BRAZOS COUNTY","Grade  1","Male",1280
"2017-2018",06,"BRAZOS COUNTY","Grade  2","Female",1191
"2017-2018",06,"BRAZOS COUNTY","Grade  2","Male",1274
"2017-2018",06,"BRAZOS COUNTY","Grade  3","Female",1208
"2017-2018",06,"BRAZOS COUNTY","Grade  3","Male",1239
"2017-2018",06,"BRAZOS COUNTY","Grade  4","Female",1234
"2017-2018",06,"BRAZOS COUNTY","Grade  4","Male",1287
"2017-2018",06,"BRAZOS COUNTY","Grade  5","Female",1135
"2017-2018",06,"BRAZOS COUNTY","Grade  5","Male",1236
"2017-2018",06,"BRAZOS COUNTY","Grade  6","Female",1084
"2017-2018",06,"BRAZOS COUNTY","Grade  6","Male",1128
"2017-2018",06,"BRAZOS COUNTY","Grade  7","Female",1081
"2017-2018",06,"BRAZOS COUNTY","Grade  7","Male",1144
"2017-2018",06,"BRAZOS COUNTY","Grade  8","Female",1027
"2017-2018",06,"BRAZOS COUNTY","Grade  8","Male",1036
"2017-2018",06,"BRAZOS COUNTY","Grade  9","Female",1179
"2017-2018",06,"BRAZOS COUNTY","Grade  9","Male",1230
"2017-2018",06,"BRAZOS COUNTY","Grade 10","Female",1073
"2017-2018",06,"BRAZOS COUNTY","Grade 10","Male",1113
"2017-2018",06,"BRAZOS COUNTY","Grade 11","Female",1001
"2017-2018",06,"BRAZOS COUNTY","Grade 11","Male",1016
"2017-2018",06,"BRAZOS COUNTY","Grade 12","Female",980
"2017-2018",06,"BRAZOS COUNTY","Grade 12","Male",895
"2017-2018",18,"BREWSTER COUNTY","Early Education","Female",5
"2017-2018",18,"BREWSTER COUNTY","Early Education","Male",8
"2017-2018",18,"BREWSTER COUNTY","Pre-kindergarten","Female",23
"2017-2018",18,"BREWSTER COUNTY","Pre-kindergarten","Male",34
"2017-2018",18,"BREWSTER COUNTY","Kindergarten","Female",39
"2017-2018",18,"BREWSTER COUNTY","Kindergarten","Male",54
"2017-2018",18,"BREWSTER COUNTY","Grade  1","Female",40
"2017-2018",18,"BREWSTER COUNTY","Grade  1","Male",48
"2017-2018",18,"BREWSTER COUNTY","Grade  2","Female",41
"2017-2018",18,"BREWSTER COUNTY","Grade  2","Male",56
"2017-2018",18,"BREWSTER COUNTY","Grade  3","Female",47
"2017-2018",18,"BREWSTER COUNTY","Grade  3","Male",41
"2017-2018",18,"BREWSTER COUNTY","Grade  4","Female",38
"2017-2018",18,"BREWSTER COUNTY","Grade  4","Male",53
"2017-2018",18,"BREWSTER COUNTY","Grade  5","Female",41
"2017-2018",18,"BREWSTER COUNTY","Grade  5","Male",52
"2017-2018",18,"BREWSTER COUNTY","Grade  6","Female",57
"2017-2018",18,"BREWSTER COUNTY","Grade  6","Male",48
"2017-2018",18,"BREWSTER COUNTY","Grade  7","Female",41
"2017-2018",18,"BREWSTER COUNTY","Grade  7","Male",39
"2017-2018",18,"BREWSTER COUNTY","Grade  8","Female",50
"2017-2018",18,"BREWSTER COUNTY","Grade  8","Male",56
"2017-2018",18,"BREWSTER COUNTY","Grade  9","Female",47
"2017-2018",18,"BREWSTER COUNTY","Grade  9","Male",57
"2017-2018",18,"BREWSTER COUNTY","Grade 10","Female",48
"2017-2018",18,"BREWSTER COUNTY","Grade 10","Male",41
"2017-2018",18,"BREWSTER COUNTY","Grade 11","Female",37
"2017-2018",18,"BREWSTER COUNTY","Grade 11","Male",47
"2017-2018",18,"BREWSTER COUNTY","Grade 12","Female",48
"2017-2018",18,"BREWSTER COUNTY","Grade 12","Male",48
"2017-2018",16,"BRISCOE COUNTY","Pre-kindergarten","Female",5
"2017-2018",16,"BRISCOE COUNTY","Pre-kindergarten","Male",-9999999
"2017-2018",16,"BRISCOE COUNTY","Kindergarten","Female",7
"2017-2018",16,"BRISCOE COUNTY","Kindergarten","Male",8
"2017-2018",16,"BRISCOE COUNTY","Grade  1","Female",8
"2017-2018",16,"BRISCOE COUNTY","Grade  1","Male",9
"2017-2018",16,"BRISCOE COUNTY","Grade  2","Female",7
"2017-2018",16,"BRISCOE COUNTY","Grade  2","Male",7
"2017-2018",16,"BRISCOE COUNTY","Grade  3","Female",5
"2017-2018",16,"BRISCOE COUNTY","Grade  3","Male",9
"2017-2018",16,"BRISCOE COUNTY","Grade  4","Female",6
"2017-2018",16,"BRISCOE COUNTY","Grade  4","Male",12
"2017-2018",16,"BRISCOE COUNTY","Grade  5","Female",6
"2017-2018",16,"BRISCOE COUNTY","Grade  5","Male",8
"2017-2018",16,"BRISCOE COUNTY","Grade  6","Female",12
"2017-2018",16,"BRISCOE COUNTY","Grade  6","Male",11
"2017-2018",16,"BRISCOE COUNTY","Grade  7","Female",5
"2017-2018",16,"BRISCOE COUNTY","Grade  7","Male",7
"2017-2018",16,"BRISCOE COUNTY","Grade  8","Female",-9999999
"2017-2018",16,"BRISCOE COUNTY","Grade  8","Male",8
"2017-2018",16,"BRISCOE COUNTY","Grade  9","Female",-9999999
"2017-2018",16,"BRISCOE COUNTY","Grade  9","Male",12
"2017-2018",16,"BRISCOE COUNTY","Grade 10","Female",-9999999
"2017-2018",16,"BRISCOE COUNTY","Grade 10","Male",9
"2017-2018",16,"BRISCOE COUNTY","Grade 11","Female",9
"2017-2018",16,"BRISCOE COUNTY","Grade 11","Male",9
"2017-2018",16,"BRISCOE COUNTY","Grade 12","Female",8
"2017-2018",16,"BRISCOE COUNTY","Grade 12","Male",6
"2017-2018",02,"BROOKS COUNTY","Early Education","Female",-9999999
"2017-2018",02,"BROOKS COUNTY","Early Education","Male",5
"2017-2018",02,"BROOKS COUNTY","Pre-kindergarten","Female",60
"2017-2018",02,"BROOKS COUNTY","Pre-kindergarten","Male",62
"2017-2018",02,"BROOKS COUNTY","Kindergarten","Female",68
"2017-2018",02,"BROOKS COUNTY","Kindergarten","Male",62
"2017-2018",02,"BROOKS COUNTY","Grade  1","Female",52
"2017-2018",02,"BROOKS COUNTY","Grade  1","Male",72
"2017-2018",02,"BROOKS COUNTY","Grade  2","Female",54
"2017-2018",02,"BROOKS COUNTY","Grade  2","Male",53
"2017-2018",02,"BROOKS COUNTY","Grade  3","Female",50
"2017-2018",02,"BROOKS COUNTY","Grade  3","Male",59
"2017-2018",02,"BROOKS COUNTY","Grade  4","Female",57
"2017-2018",02,"BROOKS COUNTY","Grade  4","Male",69
"2017-2018",02,"BROOKS COUNTY","Grade  5","Female",53
"2017-2018",02,"BROOKS COUNTY","Grade  5","Male",66
"2017-2018",02,"BROOKS COUNTY","Grade  6","Female",60
"2017-2018",02,"BROOKS COUNTY","Grade  6","Male",63
"2017-2018",02,"BROOKS COUNTY","Grade  7","Female",52
"2017-2018",02,"BROOKS COUNTY","Grade  7","Male",54
"2017-2018",02,"BROOKS COUNTY","Grade  8","Female",55
"2017-2018",02,"BROOKS COUNTY","Grade  8","Male",56
"2017-2018",02,"BROOKS COUNTY","Grade  9","Female",55
"2017-2018",02,"BROOKS COUNTY","Grade  9","Male",66
"2017-2018",02,"BROOKS COUNTY","Grade 10","Female",45
"2017-2018",02,"BROOKS COUNTY","Grade 10","Male",40
"2017-2018",02,"BROOKS COUNTY","Grade 11","Female",58
"2017-2018",02,"BROOKS COUNTY","Grade 11","Male",45
"2017-2018",02,"BROOKS COUNTY","Grade 12","Female",49
"2017-2018",02,"BROOKS COUNTY","Grade 12","Male",47
"2017-2018",15,"BROWN COUNTY","Early Education","Female",5
"2017-2018",15,"BROWN COUNTY","Early Education","Male",12
"2017-2018",15,"BROWN COUNTY","Pre-kindergarten","Female",188
"2017-2018",15,"BROWN COUNTY","Pre-kindergarten","Male",168
"2017-2018",15,"BROWN COUNTY","Kindergarten","Female",224
"2017-2018",15,"BROWN COUNTY","Kindergarten","Male",245
"2017-2018",15,"BROWN COUNTY","Grade  1","Female",234
"2017-2018",15,"BROWN COUNTY","Grade  1","Male",222
"2017-2018",15,"BROWN COUNTY","Grade  2","Female",233
"2017-2018",15,"BROWN COUNTY","Grade  2","Male",239
"2017-2018",15,"BROWN COUNTY","Grade  3","Female",214
"2017-2018",15,"BROWN COUNTY","Grade  3","Male",270
"2017-2018",15,"BROWN COUNTY","Grade  4","Female",241
"2017-2018",15,"BROWN COUNTY","Grade  4","Male",271
"2017-2018",15,"BROWN COUNTY","Grade  5","Female",246
"2017-2018",15,"BROWN COUNTY","Grade  5","Male",249
"2017-2018",15,"BROWN COUNTY","Grade  6","Female",226
"2017-2018",15,"BROWN COUNTY","Grade  6","Male",253
"2017-2018",15,"BROWN COUNTY","Grade  7","Female",246
"2017-2018",15,"BROWN COUNTY","Grade  7","Male",242
"2017-2018",15,"BROWN COUNTY","Grade  8","Female",239
"2017-2018",15,"BROWN COUNTY","Grade  8","Male",262
"2017-2018",15,"BROWN COUNTY","Grade  9","Female",230
"2017-2018",15,"BROWN COUNTY","Grade  9","Male",300
"2017-2018",15,"BROWN COUNTY","Grade 10","Female",227
"2017-2018",15,"BROWN COUNTY","Grade 10","Male",248
"2017-2018",15,"BROWN COUNTY","Grade 11","Female",256
"2017-2018",15,"BROWN COUNTY","Grade 11","Male",249
"2017-2018",15,"BROWN COUNTY","Grade 12","Female",224
"2017-2018",15,"BROWN COUNTY","Grade 12","Male",203
