"YEAR","REGION","COUNTY NAME","GRADE","ENROLLMENT"
"2018-2019",01,"CAMERON COUNTY","Early Education",263
"2018-2019",01,"CAMERON COUNTY","Pre-kindergarten",6554
"2018-2019",01,"CAMERON COUNTY","Kindergarten",5726
"2018-2019",01,"CAMERON COUNTY","Grade 1",6307
"2018-2019",01,"CAMERON COUNTY","Grade 2",6368
"2018-2019",01,"CAMERON COUNTY","Grade 3",6312
"2018-2019",01,"CAMERON COUNTY","Grade 4",6704
"2018-2019",01,"CAMERON COUNTY","Grade 5",6903
"2018-2019",01,"CAMERON COUNTY","Grade 6",6657
"2018-2019",01,"CAMERON COUNTY","Grade 7",7138
"2018-2019",01,"CAMERON COUNTY","Grade 8",7408
"2018-2019",01,"CAMERON COUNTY","Grade 9",8325
"2018-2019",01,"CAMERON COUNTY","Grade 10",8067
"2018-2019",01,"CAMERON COUNTY","Grade 11",7657
"2018-2019",01,"CAMERON COUNTY","Grade 12",7312
"2018-2019",08,"CAMP COUNTY","Early Education",10
"2018-2019",08,"CAMP COUNTY","Pre-kindergarten",93
"2018-2019",08,"CAMP COUNTY","Kindergarten",186
"2018-2019",08,"CAMP COUNTY","Grade 1",154
"2018-2019",08,"CAMP COUNTY","Grade 2",155
"2018-2019",08,"CAMP COUNTY","Grade 3",188
"2018-2019",08,"CAMP COUNTY","Grade 4",155
"2018-2019",08,"CAMP COUNTY","Grade 5",200
"2018-2019",08,"CAMP COUNTY","Grade 6",183
"2018-2019",08,"CAMP COUNTY","Grade 7",176
"2018-2019",08,"CAMP COUNTY","Grade 8",192
"2018-2019",08,"CAMP COUNTY","Grade 9",196
"2018-2019",08,"CAMP COUNTY","Grade 10",162
"2018-2019",08,"CAMP COUNTY","Grade 11",171
"2018-2019",08,"CAMP COUNTY","Grade 12",135
"2018-2019",16,"CARSON COUNTY","Early Education",-999
"2018-2019",16,"CARSON COUNTY","Pre-kindergarten",-999
"2018-2019",16,"CARSON COUNTY","Kindergarten",80
"2018-2019",16,"CARSON COUNTY","Grade 1",76
"2018-2019",16,"CARSON COUNTY","Grade 2",77
"2018-2019",16,"CARSON COUNTY","Grade 3",87
"2018-2019",16,"CARSON COUNTY","Grade 4",105
"2018-2019",16,"CARSON COUNTY","Grade 5",92
"2018-2019",16,"CARSON COUNTY","Grade 6",91
"2018-2019",16,"CARSON COUNTY","Grade 7",91
"2018-2019",16,"CARSON COUNTY","Grade 8",96
"2018-2019",16,"CARSON COUNTY","Grade 9",91
"2018-2019",16,"CARSON COUNTY","Grade 10",94
"2018-2019",16,"CARSON COUNTY","Grade 11",89
"2018-2019",16,"CARSON COUNTY","Grade 12",81
"2018-2019",08,"CASS COUNTY","Early Education",17
"2018-2019",08,"CASS COUNTY","Pre-kindergarten",368
"2018-2019",08,"CASS COUNTY","Kindergarten",391
"2018-2019",08,"CASS COUNTY","Grade 1",395
"2018-2019",08,"CASS COUNTY","Grade 2",371
"2018-2019",08,"CASS COUNTY","Grade 3",377
"2018-2019",08,"CASS COUNTY","Grade 4",377
"2018-2019",08,"CASS COUNTY","Grade 5",405
"2018-2019",08,"CASS COUNTY","Grade 6",401
"2018-2019",08,"CASS COUNTY","Grade 7",423
"2018-2019",08,"CASS COUNTY","Grade 8",406
"2018-2019",08,"CASS COUNTY","Grade 9",423
"2018-2019",08,"CASS COUNTY","Grade 10",417
"2018-2019",08,"CASS COUNTY","Grade 11",380
"2018-2019",08,"CASS COUNTY","Grade 12",374
"2018-2019",16,"CASTRO COUNTY","Early Education",-999
"2018-2019",16,"CASTRO COUNTY","Pre-kindergarten",121
"2018-2019",16,"CASTRO COUNTY","Kindergarten",115
"2018-2019",16,"CASTRO COUNTY","Grade 1",126
"2018-2019",16,"CASTRO COUNTY","Grade 2",113
"2018-2019",16,"CASTRO COUNTY","Grade 3",137
"2018-2019",16,"CASTRO COUNTY","Grade 4",138
"2018-2019",16,"CASTRO COUNTY","Grade 5",126
"2018-2019",16,"CASTRO COUNTY","Grade 6",128
"2018-2019",16,"CASTRO COUNTY","Grade 7",113
"2018-2019",16,"CASTRO COUNTY","Grade 8",123
"2018-2019",16,"CASTRO COUNTY","Grade 9",129
"2018-2019",16,"CASTRO COUNTY","Grade 10",126
"2018-2019",16,"CASTRO COUNTY","Grade 11",-999
"2018-2019",16,"CASTRO COUNTY","Grade 12",102
"2018-2019",04,"CHAMBERS COUNTY","Early Education",36
"2018-2019",05,"CHAMBERS COUNTY","Early Education",-999
"2018-2019",04,"CHAMBERS COUNTY","Pre-kindergarten",209
"2018-2019",05,"CHAMBERS COUNTY","Pre-kindergarten",-999
"2018-2019",04,"CHAMBERS COUNTY","Kindergarten",517
"2018-2019",05,"CHAMBERS COUNTY","Kindergarten",98
"2018-2019",04,"CHAMBERS COUNTY","Grade 1",497
"2018-2019",05,"CHAMBERS COUNTY","Grade 1",109
"2018-2019",04,"CHAMBERS COUNTY","Grade 2",513
"2018-2019",05,"CHAMBERS COUNTY","Grade 2",118
"2018-2019",04,"CHAMBERS COUNTY","Grade 3",544
"2018-2019",05,"CHAMBERS COUNTY","Grade 3",114
"2018-2019",04,"CHAMBERS COUNTY","Grade 4",543
"2018-2019",05,"CHAMBERS COUNTY","Grade 4",117
"2018-2019",04,"CHAMBERS COUNTY","Grade 5",545
"2018-2019",05,"CHAMBERS COUNTY","Grade 5",111
"2018-2019",04,"CHAMBERS COUNTY","Grade 6",575
"2018-2019",05,"CHAMBERS COUNTY","Grade 6",111
"2018-2019",04,"CHAMBERS COUNTY","Grade 7",536
"2018-2019",05,"CHAMBERS COUNTY","Grade 7",109
"2018-2019",04,"CHAMBERS COUNTY","Grade 8",563
"2018-2019",05,"CHAMBERS COUNTY","Grade 8",116
"2018-2019",04,"CHAMBERS COUNTY","Grade 9",577
"2018-2019",05,"CHAMBERS COUNTY","Grade 9",113
"2018-2019",04,"CHAMBERS COUNTY","Grade 10",525
"2018-2019",05,"CHAMBERS COUNTY","Grade 10",96
"2018-2019",04,"CHAMBERS COUNTY","Grade 11",444
"2018-2019",05,"CHAMBERS COUNTY","Grade 11",122
"2018-2019",04,"CHAMBERS COUNTY","Grade 12",433
"2018-2019",05,"CHAMBERS COUNTY","Grade 12",102
"2018-2019",07,"CHEROKEE COUNTY","Early Education",19
"2018-2019",07,"CHEROKEE COUNTY","Pre-kindergarten",510
"2018-2019",07,"CHEROKEE COUNTY","Kindergarten",576
"2018-2019",07,"CHEROKEE COUNTY","Grade 1",614
"2018-2019",07,"CHEROKEE COUNTY","Grade 2",592
"2018-2019",07,"CHEROKEE COUNTY","Grade 3",626
"2018-2019",07,"CHEROKEE COUNTY","Grade 4",659
"2018-2019",07,"CHEROKEE COUNTY","Grade 5",659
"2018-2019",07,"CHEROKEE COUNTY","Grade 6",630
"2018-2019",07,"CHEROKEE COUNTY","Grade 7",635
"2018-2019",07,"CHEROKEE COUNTY","Grade 8",630
"2018-2019",07,"CHEROKEE COUNTY","Grade 9",634
"2018-2019",07,"CHEROKEE COUNTY","Grade 10",561
"2018-2019",07,"CHEROKEE COUNTY","Grade 11",572
"2018-2019",07,"CHEROKEE COUNTY","Grade 12",510
"2018-2019",16,"CHILDRESS COUNTY","Early Education",-999
"2018-2019",16,"CHILDRESS COUNTY","Pre-kindergarten",-999
"2018-2019",16,"CHILDRESS COUNTY","Kindergarten",65
"2018-2019",16,"CHILDRESS COUNTY","Grade 1",85
"2018-2019",16,"CHILDRESS COUNTY","Grade 2",71
"2018-2019",16,"CHILDRESS COUNTY","Grade 3",83
"2018-2019",16,"CHILDRESS COUNTY","Grade 4",91
"2018-2019",16,"CHILDRESS COUNTY","Grade 5",82
"2018-2019",16,"CHILDRESS COUNTY","Grade 6",96
"2018-2019",16,"CHILDRESS COUNTY","Grade 7",76
"2018-2019",16,"CHILDRESS COUNTY","Grade 8",77
"2018-2019",16,"CHILDRESS COUNTY","Grade 9",78
"2018-2019",16,"CHILDRESS COUNTY","Grade 10",78
"2018-2019",16,"CHILDRESS COUNTY","Grade 11",89
"2018-2019",16,"CHILDRESS COUNTY","Grade 12",81
"2018-2019",09,"CLAY COUNTY","Early Education",-999
"2018-2019",09,"CLAY COUNTY","Pre-kindergarten",-999
"2018-2019",09,"CLAY COUNTY","Kindergarten",134
"2018-2019",09,"CLAY COUNTY","Grade 1",108
"2018-2019",09,"CLAY COUNTY","Grade 2",103
"2018-2019",09,"CLAY COUNTY","Grade 3",123
"2018-2019",09,"CLAY COUNTY","Grade 4",128
"2018-2019",09,"CLAY COUNTY","Grade 5",125
"2018-2019",09,"CLAY COUNTY","Grade 6",111
"2018-2019",09,"CLAY COUNTY","Grade 7",111
"2018-2019",09,"CLAY COUNTY","Grade 8",129
"2018-2019",09,"CLAY COUNTY","Grade 9",146
"2018-2019",09,"CLAY COUNTY","Grade 10",108
"2018-2019",09,"CLAY COUNTY","Grade 11",121
"2018-2019",09,"CLAY COUNTY","Grade 12",114
"2018-2019",17,"COCHRAN COUNTY","Early Education",-999
"2018-2019",17,"COCHRAN COUNTY","Pre-kindergarten",49
"2018-2019",17,"COCHRAN COUNTY","Kindergarten",-999
"2018-2019",17,"COCHRAN COUNTY","Grade 1",43
"2018-2019",17,"COCHRAN COUNTY","Grade 2",44
"2018-2019",17,"COCHRAN COUNTY","Grade 3",56
"2018-2019",17,"COCHRAN COUNTY","Grade 4",61
"2018-2019",17,"COCHRAN COUNTY","Grade 5",58
"2018-2019",17,"COCHRAN COUNTY","Grade 6",60
"2018-2019",17,"COCHRAN COUNTY","Grade 7",53
"2018-2019",17,"COCHRAN COUNTY","Grade 8",44
"2018-2019",17,"COCHRAN COUNTY","Grade 9",58
"2018-2019",17,"COCHRAN COUNTY","Grade 10",54
"2018-2019",17,"COCHRAN COUNTY","Grade 11",47
"2018-2019",17,"COCHRAN COUNTY","Grade 12",40
"2018-2019",15,"COKE COUNTY","Early Education",-999
"2018-2019",15,"COKE COUNTY","Pre-kindergarten",44
"2018-2019",15,"COKE COUNTY","Kindergarten",40
"2018-2019",15,"COKE COUNTY","Grade 1",32
"2018-2019",15,"COKE COUNTY","Grade 2",34
"2018-2019",15,"COKE COUNTY","Grade 3",40
"2018-2019",15,"COKE COUNTY","Grade 4",39
"2018-2019",15,"COKE COUNTY","Grade 5",47
"2018-2019",15,"COKE COUNTY","Grade 6",-999
"2018-2019",15,"COKE COUNTY","Grade 7",37
"2018-2019",15,"COKE COUNTY","Grade 8",40
"2018-2019",15,"COKE COUNTY","Grade 9",32
"2018-2019",15,"COKE COUNTY","Grade 10",34
"2018-2019",15,"COKE COUNTY","Grade 11",32
"2018-2019",15,"COKE COUNTY","Grade 12",46
"2018-2019",15,"COLEMAN COUNTY","Early Education",-999
"2018-2019",15,"COLEMAN COUNTY","Pre-kindergarten",97
"2018-2019",15,"COLEMAN COUNTY","Kindergarten",82
"2018-2019",15,"COLEMAN COUNTY","Grade 1",90
"2018-2019",15,"COLEMAN COUNTY","Grade 2",100
"2018-2019",15,"COLEMAN COUNTY","Grade 3",-999
"2018-2019",15,"COLEMAN COUNTY","Grade 4",101
"2018-2019",15,"COLEMAN COUNTY","Grade 5",92
"2018-2019",15,"COLEMAN COUNTY","Grade 6",98
"2018-2019",15,"COLEMAN COUNTY","Grade 7",83
"2018-2019",15,"COLEMAN COUNTY","Grade 8",91
"2018-2019",15,"COLEMAN COUNTY","Grade 9",117
"2018-2019",15,"COLEMAN COUNTY","Grade 10",99
"2018-2019",15,"COLEMAN COUNTY","Grade 11",77
"2018-2019",15,"COLEMAN COUNTY","Grade 12",78
"2018-2019",10,"COLLIN COUNTY","Early Education",1678
"2018-2019",10,"COLLIN COUNTY","Pre-kindergarten",2989
"2018-2019",10,"COLLIN COUNTY","Kindergarten",14712
"2018-2019",10,"COLLIN COUNTY","Grade 1",15331
"2018-2019",10,"COLLIN COUNTY","Grade 2",15443
"2018-2019",10,"COLLIN COUNTY","Grade 3",15950
"2018-2019",10,"COLLIN COUNTY","Grade 4",16355
"2018-2019",10,"COLLIN COUNTY","Grade 5",16886
"2018-2019",10,"COLLIN COUNTY","Grade 6",17157
"2018-2019",10,"COLLIN COUNTY","Grade 7",16929
"2018-2019",10,"COLLIN COUNTY","Grade 8",17070
"2018-2019",10,"COLLIN COUNTY","Grade 9",17709
"2018-2019",10,"COLLIN COUNTY","Grade 10",16509
"2018-2019",10,"COLLIN COUNTY","Grade 11",15657
"2018-2019",10,"COLLIN COUNTY","Grade 12",15185
"2018-2019",16,"COLLINGSWORTH COUNTY","Early Education",-999
"2018-2019",16,"COLLINGSWORTH COUNTY","Pre-kindergarten",41
"2018-2019",16,"COLLINGSWORTH COUNTY","Kindergarten",36
"2018-2019",16,"COLLINGSWORTH COUNTY","Grade 1",57
"2018-2019",16,"COLLINGSWORTH COUNTY","Grade 2",44
"2018-2019",16,"COLLINGSWORTH COUNTY","Grade 3",46
"2018-2019",16,"COLLINGSWORTH COUNTY","Grade 4",38
"2018-2019",16,"COLLINGSWORTH COUNTY","Grade 5",44
"2018-2019",16,"COLLINGSWORTH COUNTY","Grade 6",50
"2018-2019",16,"COLLINGSWORTH COUNTY","Grade 7",42
"2018-2019",16,"COLLINGSWORTH COUNTY","Grade 8",-999
"2018-2019",16,"COLLINGSWORTH COUNTY","Grade 9",34
"2018-2019",16,"COLLINGSWORTH COUNTY","Grade 10",42
"2018-2019",16,"COLLINGSWORTH COUNTY","Grade 11",39
"2018-2019",16,"COLLINGSWORTH COUNTY","Grade 12",40
"2018-2019",03,"COLORADO COUNTY","Early Education",19
"2018-2019",03,"COLORADO COUNTY","Pre-kindergarten",199
"2018-2019",03,"COLORADO COUNTY","Kindergarten",248
"2018-2019",03,"COLORADO COUNTY","Grade 1",227
"2018-2019",03,"COLORADO COUNTY","Grade 2",244
"2018-2019",03,"COLORADO COUNTY","Grade 3",250
"2018-2019",03,"COLORADO COUNTY","Grade 4",263
"2018-2019",03,"COLORADO COUNTY","Grade 5",282
"2018-2019",03,"COLORADO COUNTY","Grade 6",245
"2018-2019",03,"COLORADO COUNTY","Grade 7",262
"2018-2019",03,"COLORADO COUNTY","Grade 8",235
"2018-2019",03,"COLORADO COUNTY","Grade 9",281
"2018-2019",03,"COLORADO COUNTY","Grade 10",327
"2018-2019",03,"COLORADO COUNTY","Grade 11",262
"2018-2019",03,"COLORADO COUNTY","Grade 12",265
"2018-2019",13,"COMAL COUNTY","Early Education",26
"2018-2019",20,"COMAL COUNTY","Early Education",143
"2018-2019",13,"COMAL COUNTY","Pre-kindergarten",328
"2018-2019",20,"COMAL COUNTY","Pre-kindergarten",312
"2018-2019",13,"COMAL COUNTY","Kindergarten",717
"2018-2019",20,"COMAL COUNTY","Kindergarten",1659
"2018-2019",13,"COMAL COUNTY","Grade 1",695
"2018-2019",20,"COMAL COUNTY","Grade 1",1742
"2018-2019",13,"COMAL COUNTY","Grade 2",673
"2018-2019",20,"COMAL COUNTY","Grade 2",1815
"2018-2019",13,"COMAL COUNTY","Grade 3",671
"2018-2019",20,"COMAL COUNTY","Grade 3",1778
"2018-2019",13,"COMAL COUNTY","Grade 4",693
"2018-2019",20,"COMAL COUNTY","Grade 4",1893
"2018-2019",13,"COMAL COUNTY","Grade 5",693
"2018-2019",20,"COMAL COUNTY","Grade 5",2008
"2018-2019",13,"COMAL COUNTY","Grade 6",697
"2018-2019",20,"COMAL COUNTY","Grade 6",1955
"2018-2019",13,"COMAL COUNTY","Grade 7",731
"2018-2019",20,"COMAL COUNTY","Grade 7",1897
"2018-2019",13,"COMAL COUNTY","Grade 8",662
"2018-2019",20,"COMAL COUNTY","Grade 8",1889
"2018-2019",13,"COMAL COUNTY","Grade 9",737
"2018-2019",20,"COMAL COUNTY","Grade 9",2098
"2018-2019",13,"COMAL COUNTY","Grade 10",654
"2018-2019",20,"COMAL COUNTY","Grade 10",1839
"2018-2019",13,"COMAL COUNTY","Grade 11",623
"2018-2019",20,"COMAL COUNTY","Grade 11",1761
"2018-2019",13,"COMAL COUNTY","Grade 12",527
"2018-2019",20,"COMAL COUNTY","Grade 12",1594
"2018-2019",14,"COMANCHE COUNTY","Early Education",33
"2018-2019",14,"COMANCHE COUNTY","Pre-kindergarten",147
"2018-2019",14,"COMANCHE COUNTY","Kindergarten",165
"2018-2019",14,"COMANCHE COUNTY","Grade 1",168
"2018-2019",14,"COMANCHE COUNTY","Grade 2",175
"2018-2019",14,"COMANCHE COUNTY","Grade 3",157
"2018-2019",14,"COMANCHE COUNTY","Grade 4",164
"2018-2019",14,"COMANCHE COUNTY","Grade 5",186
"2018-2019",14,"COMANCHE COUNTY","Grade 6",180
"2018-2019",14,"COMANCHE COUNTY","Grade 7",188
"2018-2019",14,"COMANCHE COUNTY","Grade 8",177
"2018-2019",14,"COMANCHE COUNTY","Grade 9",167
"2018-2019",14,"COMANCHE COUNTY","Grade 10",164
"2018-2019",14,"COMANCHE COUNTY","Grade 11",144
"2018-2019",14,"COMANCHE COUNTY","Grade 12",127
"2018-2019",15,"CONCHO COUNTY","Early Education",-999
"2018-2019",15,"CONCHO COUNTY","Pre-kindergarten",-999
"2018-2019",15,"CONCHO COUNTY","Kindergarten",26
"2018-2019",15,"CONCHO COUNTY","Grade 1",35
"2018-2019",15,"CONCHO COUNTY","Grade 2",35
"2018-2019",15,"CONCHO COUNTY","Grade 3",28
"2018-2019",15,"CONCHO COUNTY","Grade 4",30
"2018-2019",15,"CONCHO COUNTY","Grade 5",40
"2018-2019",15,"CONCHO COUNTY","Grade 6",32
"2018-2019",15,"CONCHO COUNTY","Grade 7",39
"2018-2019",15,"CONCHO COUNTY","Grade 8",42
"2018-2019",15,"CONCHO COUNTY","Grade 9",44
"2018-2019",15,"CONCHO COUNTY","Grade 10",39
"2018-2019",15,"CONCHO COUNTY","Grade 11",25
"2018-2019",15,"CONCHO COUNTY","Grade 12",27
"2018-2019",11,"COOKE COUNTY","Early Education",39
"2018-2019",11,"COOKE COUNTY","Pre-kindergarten",261
"2018-2019",11,"COOKE COUNTY","Kindergarten",539
"2018-2019",11,"COOKE COUNTY","Grade 1",529
"2018-2019",11,"COOKE COUNTY","Grade 2",476
"2018-2019",11,"COOKE COUNTY","Grade 3",539
"2018-2019",11,"COOKE COUNTY","Grade 4",499
"2018-2019",11,"COOKE COUNTY","Grade 5",520
"2018-2019",11,"COOKE COUNTY","Grade 6",517
"2018-2019",11,"COOKE COUNTY","Grade 7",491
"2018-2019",11,"COOKE COUNTY","Grade 8",501
"2018-2019",11,"COOKE COUNTY","Grade 9",536
"2018-2019",11,"COOKE COUNTY","Grade 10",488
"2018-2019",11,"COOKE COUNTY","Grade 11",498
"2018-2019",11,"COOKE COUNTY","Grade 12",432
"2018-2019",12,"CORYELL COUNTY","Early Education",40
"2018-2019",12,"CORYELL COUNTY","Pre-kindergarten",670
"2018-2019",12,"CORYELL COUNTY","Kindergarten",809
"2018-2019",12,"CORYELL COUNTY","Grade 1",831
"2018-2019",12,"CORYELL COUNTY","Grade 2",864
"2018-2019",12,"CORYELL COUNTY","Grade 3",873
"2018-2019",12,"CORYELL COUNTY","Grade 4",902
"2018-2019",12,"CORYELL COUNTY","Grade 5",871
"2018-2019",12,"CORYELL COUNTY","Grade 6",902
"2018-2019",12,"CORYELL COUNTY","Grade 7",825
"2018-2019",12,"CORYELL COUNTY","Grade 8",846
"2018-2019",12,"CORYELL COUNTY","Grade 9",887
"2018-2019",12,"CORYELL COUNTY","Grade 10",851
"2018-2019",12,"CORYELL COUNTY","Grade 11",810
"2018-2019",12,"CORYELL COUNTY","Grade 12",765
"2018-2019",17,"COTTLE COUNTY","Early Education",-999
"2018-2019",17,"COTTLE COUNTY","Pre-kindergarten",11
"2018-2019",17,"COTTLE COUNTY","Kindergarten",13
"2018-2019",17,"COTTLE COUNTY","Grade 1",-999
"2018-2019",17,"COTTLE COUNTY","Grade 2",11
"2018-2019",17,"COTTLE COUNTY","Grade 3",16
"2018-2019",17,"COTTLE COUNTY","Grade 4",16
"2018-2019",17,"COTTLE COUNTY","Grade 5",10
"2018-2019",17,"COTTLE COUNTY","Grade 6",14
"2018-2019",17,"COTTLE COUNTY","Grade 7",16
"2018-2019",17,"COTTLE COUNTY","Grade 8",16
"2018-2019",17,"COTTLE COUNTY","Grade 9",16
"2018-2019",17,"COTTLE COUNTY","Grade 10",23
"2018-2019",17,"COTTLE COUNTY","Grade 11",15
"2018-2019",17,"COTTLE COUNTY","Grade 12",18
"2018-2019",18,"CRANE COUNTY","Early Education",-999
"2018-2019",18,"CRANE COUNTY","Pre-kindergarten",-999
"2018-2019",18,"CRANE COUNTY","Kindergarten",92
"2018-2019",18,"CRANE COUNTY","Grade 1",76
"2018-2019",18,"CRANE COUNTY","Grade 2",76
"2018-2019",18,"CRANE COUNTY","Grade 3",81
"2018-2019",18,"CRANE COUNTY","Grade 4",77
"2018-2019",18,"CRANE COUNTY","Grade 5",97
"2018-2019",18,"CRANE COUNTY","Grade 6",75
"2018-2019",18,"CRANE COUNTY","Grade 7",93
"2018-2019",18,"CRANE COUNTY","Grade 8",85
"2018-2019",18,"CRANE COUNTY","Grade 9",92
"2018-2019",18,"CRANE COUNTY","Grade 10",69
"2018-2019",18,"CRANE COUNTY","Grade 11",83
"2018-2019",18,"CRANE COUNTY","Grade 12",85
"2018-2019",15,"CROCKETT COUNTY","Early Education",-999
"2018-2019",15,"CROCKETT COUNTY","Pre-kindergarten",47
"2018-2019",15,"CROCKETT COUNTY","Kindergarten",56
"2018-2019",15,"CROCKETT COUNTY","Grade 1",55
"2018-2019",15,"CROCKETT COUNTY","Grade 2",54
"2018-2019",15,"CROCKETT COUNTY","Grade 3",55
"2018-2019",15,"CROCKETT COUNTY","Grade 4",61
"2018-2019",15,"CROCKETT COUNTY","Grade 5",66
"2018-2019",15,"CROCKETT COUNTY","Grade 6",56
"2018-2019",15,"CROCKETT COUNTY","Grade 7",74
"2018-2019",15,"CROCKETT COUNTY","Grade 8",50
"2018-2019",15,"CROCKETT COUNTY","Grade 9",60
"2018-2019",15,"CROCKETT COUNTY","Grade 10",48
"2018-2019",15,"CROCKETT COUNTY","Grade 11",52
"2018-2019",15,"CROCKETT COUNTY","Grade 12",-999
"2018-2019",17,"CROSBY COUNTY","Early Education",-999
"2018-2019",17,"CROSBY COUNTY","Pre-kindergarten",90
"2018-2019",17,"CROSBY COUNTY","Kindergarten",70
"2018-2019",17,"CROSBY COUNTY","Grade 1",79
"2018-2019",17,"CROSBY COUNTY","Grade 2",77
"2018-2019",17,"CROSBY COUNTY","Grade 3",79
"2018-2019",17,"CROSBY COUNTY","Grade 4",85
"2018-2019",17,"CROSBY COUNTY","Grade 5",91
"2018-2019",17,"CROSBY COUNTY","Grade 6",90
"2018-2019",17,"CROSBY COUNTY","Grade 7",90
"2018-2019",17,"CROSBY COUNTY","Grade 8",89
"2018-2019",17,"CROSBY COUNTY","Grade 9",88
"2018-2019",17,"CROSBY COUNTY","Grade 10",78
"2018-2019",17,"CROSBY COUNTY","Grade 11",-999
"2018-2019",17,"CROSBY COUNTY","Grade 12",73
"2018-2019",18,"CULBERSON COUNTY","Pre-kindergarten",25
"2018-2019",18,"CULBERSON COUNTY","Kindergarten",33
"2018-2019",18,"CULBERSON COUNTY","Grade 1",23
"2018-2019",18,"CULBERSON COUNTY","Grade 2",16
"2018-2019",18,"CULBERSON COUNTY","Grade 3",27
"2018-2019",18,"CULBERSON COUNTY","Grade 4",41
"2018-2019",18,"CULBERSON COUNTY","Grade 5",28
"2018-2019",18,"CULBERSON COUNTY","Grade 6",31
"2018-2019",18,"CULBERSON COUNTY","Grade 7",31
"2018-2019",18,"CULBERSON COUNTY","Grade 8",24
"2018-2019",18,"CULBERSON COUNTY","Grade 9",16
"2018-2019",18,"CULBERSON COUNTY","Grade 10",26
"2018-2019",18,"CULBERSON COUNTY","Grade 11",32
"2018-2019",18,"CULBERSON COUNTY","Grade 12",25
"2018-2019",16,"DALLAM COUNTY","Early Education",-999
"2018-2019",16,"DALLAM COUNTY","Pre-kindergarten",-999
"2018-2019",16,"DALLAM COUNTY","Kindergarten",148
"2018-2019",16,"DALLAM COUNTY","Grade 1",144
"2018-2019",16,"DALLAM COUNTY","Grade 2",117
"2018-2019",16,"DALLAM COUNTY","Grade 3",129
"2018-2019",16,"DALLAM COUNTY","Grade 4",135
"2018-2019",16,"DALLAM COUNTY","Grade 5",135
"2018-2019",16,"DALLAM COUNTY","Grade 6",147
"2018-2019",16,"DALLAM COUNTY","Grade 7",151
"2018-2019",16,"DALLAM COUNTY","Grade 8",145
"2018-2019",16,"DALLAM COUNTY","Grade 9",131
"2018-2019",16,"DALLAM COUNTY","Grade 10",153
"2018-2019",16,"DALLAM COUNTY","Grade 11",146
"2018-2019",16,"DALLAM COUNTY","Grade 12",124
"2018-2019",10,"DALLAS COUNTY","Early Education",1806
"2018-2019",10,"DALLAS COUNTY","Pre-kindergarten",27208
"2018-2019",10,"DALLAS COUNTY","Kindergarten",35644
"2018-2019",10,"DALLAS COUNTY","Grade 1",36610
"2018-2019",10,"DALLAS COUNTY","Grade 2",36956
"2018-2019",10,"DALLAS COUNTY","Grade 3",37561
"2018-2019",10,"DALLAS COUNTY","Grade 4",39631
"2018-2019",10,"DALLAS COUNTY","Grade 5",39772
"2018-2019",10,"DALLAS COUNTY","Grade 6",39549
"2018-2019",10,"DALLAS COUNTY","Grade 7",37865
"2018-2019",10,"DALLAS COUNTY","Grade 8",37006
"2018-2019",10,"DALLAS COUNTY","Grade 9",40811
"2018-2019",10,"DALLAS COUNTY","Grade 10",37080
"2018-2019",10,"DALLAS COUNTY","Grade 11",34408
"2018-2019",10,"DALLAS COUNTY","Grade 12",31670
"2018-2019",17,"DAWSON COUNTY","Early Education",13
"2018-2019",17,"DAWSON COUNTY","Pre-kindergarten",129
"2018-2019",17,"DAWSON COUNTY","Kindergarten",186
"2018-2019",17,"DAWSON COUNTY","Grade 1",221
"2018-2019",17,"DAWSON COUNTY","Grade 2",170
"2018-2019",17,"DAWSON COUNTY","Grade 3",208
"2018-2019",17,"DAWSON COUNTY","Grade 4",176
"2018-2019",17,"DAWSON COUNTY","Grade 5",184
"2018-2019",17,"DAWSON COUNTY","Grade 6",227
"2018-2019",17,"DAWSON COUNTY","Grade 7",202
"2018-2019",17,"DAWSON COUNTY","Grade 8",166
"2018-2019",17,"DAWSON COUNTY","Grade 9",180
"2018-2019",17,"DAWSON COUNTY","Grade 10",150
"2018-2019",17,"DAWSON COUNTY","Grade 11",137
"2018-2019",17,"DAWSON COUNTY","Grade 12",159
"2018-2019",16,"DEAF SMITH COUNTY","Early Education",22
"2018-2019",16,"DEAF SMITH COUNTY","Pre-kindergarten",293
"2018-2019",16,"DEAF SMITH COUNTY","Kindergarten",319
"2018-2019",16,"DEAF SMITH COUNTY","Grade 1",277
"2018-2019",16,"DEAF SMITH COUNTY","Grade 2",320
"2018-2019",16,"DEAF SMITH COUNTY","Grade 3",295
"2018-2019",16,"DEAF SMITH COUNTY","Grade 4",309
"2018-2019",16,"DEAF SMITH COUNTY","Grade 5",329
"2018-2019",16,"DEAF SMITH COUNTY","Grade 6",311
"2018-2019",16,"DEAF SMITH COUNTY","Grade 7",305
"2018-2019",16,"DEAF SMITH COUNTY","Grade 8",294
"2018-2019",16,"DEAF SMITH COUNTY","Grade 9",324
"2018-2019",16,"DEAF SMITH COUNTY","Grade 10",319
"2018-2019",16,"DEAF SMITH COUNTY","Grade 11",271
"2018-2019",16,"DEAF SMITH COUNTY","Grade 12",267
"2018-2019",08,"DELTA COUNTY","Early Education",-999
"2018-2019",08,"DELTA COUNTY","Pre-kindergarten",79
"2018-2019",08,"DELTA COUNTY","Kindergarten",66
"2018-2019",08,"DELTA COUNTY","Grade 1",73
"2018-2019",08,"DELTA COUNTY","Grade 2",65
