"YEAR","REGION","COUNTY NAME","GRADE","ENROLLMENT"
"2018-2019",10,"DENTON COUNTY","Grade 6",112
"2018-2019",11,"DENTON COUNTY","Grade 6",10219
"2018-2019",10,"DENTON COUNTY","Grade 7",126
"2018-2019",11,"DENTON COUNTY","Grade 7",10270
"2018-2019",10,"DENTON COUNTY","Grade 8",107
"2018-2019",11,"DENTON COUNTY","Grade 8",10274
"2018-2019",10,"DENTON COUNTY","Grade 9",96
"2018-2019",11,"DENTON COUNTY","Grade 9",10708
"2018-2019",10,"DENTON COUNTY","Grade 10",78
"2018-2019",11,"DENTON COUNTY","Grade 10",10316
"2018-2019",10,"DENTON COUNTY","Grade 11",70
"2018-2019",11,"DENTON COUNTY","Grade 11",9826
"2018-2019",11,"DENTON COUNTY","Grade 12",9509
"2018-2019",03,"DEWITT COUNTY","Early Education",21
"2018-2019",03,"DEWITT COUNTY","Pre-kindergarten",213
"2018-2019",03,"DEWITT COUNTY","Kindergarten",303
"2018-2019",03,"DEWITT COUNTY","Grade 1",303
"2018-2019",03,"DEWITT COUNTY","Grade 2",275
"2018-2019",03,"DEWITT COUNTY","Grade 3",353
"2018-2019",03,"DEWITT COUNTY","Grade 4",335
"2018-2019",03,"DEWITT COUNTY","Grade 5",337
"2018-2019",03,"DEWITT COUNTY","Grade 6",355
"2018-2019",03,"DEWITT COUNTY","Grade 7",351
"2018-2019",03,"DEWITT COUNTY","Grade 8",332
"2018-2019",03,"DEWITT COUNTY","Grade 9",371
"2018-2019",03,"DEWITT COUNTY","Grade 10",338
"2018-2019",03,"DEWITT COUNTY","Grade 11",319
"2018-2019",03,"DEWITT COUNTY","Grade 12",313
"2018-2019",17,"DICKENS COUNTY","Early Education",-999
"2018-2019",17,"DICKENS COUNTY","Pre-kindergarten",27
"2018-2019",17,"DICKENS COUNTY","Kindergarten",17
"2018-2019",17,"DICKENS COUNTY","Grade 1",20
"2018-2019",17,"DICKENS COUNTY","Grade 2",-999
"2018-2019",17,"DICKENS COUNTY","Grade 3",26
"2018-2019",17,"DICKENS COUNTY","Grade 4",25
"2018-2019",17,"DICKENS COUNTY","Grade 5",24
"2018-2019",17,"DICKENS COUNTY","Grade 6",20
"2018-2019",17,"DICKENS COUNTY","Grade 7",24
"2018-2019",17,"DICKENS COUNTY","Grade 8",30
"2018-2019",17,"DICKENS COUNTY","Grade 9",36
"2018-2019",17,"DICKENS COUNTY","Grade 10",21
"2018-2019",17,"DICKENS COUNTY","Grade 11",32
"2018-2019",17,"DICKENS COUNTY","Grade 12",26
"2018-2019",20,"DIMMIT COUNTY","Early Education",15
"2018-2019",20,"DIMMIT COUNTY","Pre-kindergarten",91
"2018-2019",20,"DIMMIT COUNTY","Kindergarten",168
"2018-2019",20,"DIMMIT COUNTY","Grade 1",174
"2018-2019",20,"DIMMIT COUNTY","Grade 2",158
"2018-2019",20,"DIMMIT COUNTY","Grade 3",141
"2018-2019",20,"DIMMIT COUNTY","Grade 4",158
"2018-2019",20,"DIMMIT COUNTY","Grade 5",185
"2018-2019",20,"DIMMIT COUNTY","Grade 6",169
"2018-2019",20,"DIMMIT COUNTY","Grade 7",162
"2018-2019",20,"DIMMIT COUNTY","Grade 8",175
"2018-2019",20,"DIMMIT COUNTY","Grade 9",186
"2018-2019",20,"DIMMIT COUNTY","Grade 10",155
"2018-2019",20,"DIMMIT COUNTY","Grade 11",142
"2018-2019",20,"DIMMIT COUNTY","Grade 12",140
"2018-2019",16,"DONLEY COUNTY","Early Education",-999
"2018-2019",16,"DONLEY COUNTY","Pre-kindergarten",-999
"2018-2019",16,"DONLEY COUNTY","Kindergarten",37
"2018-2019",16,"DONLEY COUNTY","Grade 1",32
"2018-2019",16,"DONLEY COUNTY","Grade 2",37
"2018-2019",16,"DONLEY COUNTY","Grade 3",44
"2018-2019",16,"DONLEY COUNTY","Grade 4",48
"2018-2019",16,"DONLEY COUNTY","Grade 5",38
"2018-2019",16,"DONLEY COUNTY","Grade 6",52
"2018-2019",16,"DONLEY COUNTY","Grade 7",49
"2018-2019",16,"DONLEY COUNTY","Grade 8",42
"2018-2019",16,"DONLEY COUNTY","Grade 9",41
"2018-2019",16,"DONLEY COUNTY","Grade 10",42
"2018-2019",16,"DONLEY COUNTY","Grade 11",30
"2018-2019",16,"DONLEY COUNTY","Grade 12",43
"2018-2019",02,"DUVAL COUNTY","Early Education",-999
"2018-2019",02,"DUVAL COUNTY","Pre-kindergarten",194
"2018-2019",02,"DUVAL COUNTY","Kindergarten",167
"2018-2019",02,"DUVAL COUNTY","Grade 1",186
"2018-2019",02,"DUVAL COUNTY","Grade 2",192
"2018-2019",02,"DUVAL COUNTY","Grade 3",191
"2018-2019",02,"DUVAL COUNTY","Grade 4",207
"2018-2019",02,"DUVAL COUNTY","Grade 5",181
"2018-2019",02,"DUVAL COUNTY","Grade 6",192
"2018-2019",02,"DUVAL COUNTY","Grade 7",223
"2018-2019",02,"DUVAL COUNTY","Grade 8",176
"2018-2019",02,"DUVAL COUNTY","Grade 9",223
"2018-2019",02,"DUVAL COUNTY","Grade 10",185
"2018-2019",02,"DUVAL COUNTY","Grade 11",-999
"2018-2019",02,"DUVAL COUNTY","Grade 12",165
"2018-2019",14,"EASTLAND COUNTY","Early Education",11
"2018-2019",14,"EASTLAND COUNTY","Pre-kindergarten",139
"2018-2019",14,"EASTLAND COUNTY","Kindergarten",207
"2018-2019",14,"EASTLAND COUNTY","Grade 1",182
"2018-2019",14,"EASTLAND COUNTY","Grade 2",177
"2018-2019",14,"EASTLAND COUNTY","Grade 3",212
"2018-2019",14,"EASTLAND COUNTY","Grade 4",206
"2018-2019",14,"EASTLAND COUNTY","Grade 5",199
"2018-2019",14,"EASTLAND COUNTY","Grade 6",218
"2018-2019",14,"EASTLAND COUNTY","Grade 7",227
"2018-2019",14,"EASTLAND COUNTY","Grade 8",220
"2018-2019",14,"EASTLAND COUNTY","Grade 9",216
"2018-2019",14,"EASTLAND COUNTY","Grade 10",219
"2018-2019",14,"EASTLAND COUNTY","Grade 11",215
"2018-2019",14,"EASTLAND COUNTY","Grade 12",187
"2018-2019",18,"ECTOR COUNTY","Early Education",65
"2018-2019",18,"ECTOR COUNTY","Pre-kindergarten",1635
"2018-2019",18,"ECTOR COUNTY","Kindergarten",2735
"2018-2019",18,"ECTOR COUNTY","Grade 1",2830
"2018-2019",18,"ECTOR COUNTY","Grade 2",2664
"2018-2019",18,"ECTOR COUNTY","Grade 3",2724
"2018-2019",18,"ECTOR COUNTY","Grade 4",2886
"2018-2019",18,"ECTOR COUNTY","Grade 5",2817
"2018-2019",18,"ECTOR COUNTY","Grade 6",2806
"2018-2019",18,"ECTOR COUNTY","Grade 7",2579
"2018-2019",18,"ECTOR COUNTY","Grade 8",2516
"2018-2019",18,"ECTOR COUNTY","Grade 9",2816
"2018-2019",18,"ECTOR COUNTY","Grade 10",2330
"2018-2019",18,"ECTOR COUNTY","Grade 11",1939
"2018-2019",18,"ECTOR COUNTY","Grade 12",1763
"2018-2019",15,"EDWARDS COUNTY","Early Education",-999
"2018-2019",15,"EDWARDS COUNTY","Pre-kindergarten",37
"2018-2019",15,"EDWARDS COUNTY","Kindergarten",49
"2018-2019",15,"EDWARDS COUNTY","Grade 1",55
"2018-2019",15,"EDWARDS COUNTY","Grade 2",-999
"2018-2019",15,"EDWARDS COUNTY","Grade 3",46
"2018-2019",15,"EDWARDS COUNTY","Grade 4",43
"2018-2019",15,"EDWARDS COUNTY","Grade 5",45
"2018-2019",15,"EDWARDS COUNTY","Grade 6",40
"2018-2019",15,"EDWARDS COUNTY","Grade 7",42
"2018-2019",15,"EDWARDS COUNTY","Grade 8",39
"2018-2019",15,"EDWARDS COUNTY","Grade 9",43
"2018-2019",15,"EDWARDS COUNTY","Grade 10",36
"2018-2019",15,"EDWARDS COUNTY","Grade 11",39
"2018-2019",15,"EDWARDS COUNTY","Grade 12",34
"2018-2019",19,"EL PASO COUNTY","Early Education",755
"2018-2019",19,"EL PASO COUNTY","Pre-kindergarten",8306
"2018-2019",19,"EL PASO COUNTY","Kindergarten",11025
"2018-2019",19,"EL PASO COUNTY","Grade 1",11910
"2018-2019",19,"EL PASO COUNTY","Grade 2",11668
"2018-2019",19,"EL PASO COUNTY","Grade 3",12142
"2018-2019",19,"EL PASO COUNTY","Grade 4",12586
"2018-2019",19,"EL PASO COUNTY","Grade 5",13066
"2018-2019",19,"EL PASO COUNTY","Grade 6",13063
"2018-2019",19,"EL PASO COUNTY","Grade 7",13199
"2018-2019",19,"EL PASO COUNTY","Grade 8",13276
"2018-2019",19,"EL PASO COUNTY","Grade 9",15423
"2018-2019",19,"EL PASO COUNTY","Grade 10",13995
"2018-2019",19,"EL PASO COUNTY","Grade 11",13047
"2018-2019",19,"EL PASO COUNTY","Grade 12",12951
"2018-2019",10,"ELLIS COUNTY","Early Education",135
"2018-2019",10,"ELLIS COUNTY","Pre-kindergarten",1354
"2018-2019",10,"ELLIS COUNTY","Kindergarten",2629
"2018-2019",10,"ELLIS COUNTY","Grade 1",2681
"2018-2019",10,"ELLIS COUNTY","Grade 2",2592
"2018-2019",10,"ELLIS COUNTY","Grade 3",2882
"2018-2019",10,"ELLIS COUNTY","Grade 4",2876
"2018-2019",10,"ELLIS COUNTY","Grade 5",3103
"2018-2019",10,"ELLIS COUNTY","Grade 6",3171
"2018-2019",10,"ELLIS COUNTY","Grade 7",3050
"2018-2019",10,"ELLIS COUNTY","Grade 8",3077
"2018-2019",10,"ELLIS COUNTY","Grade 9",3196
"2018-2019",10,"ELLIS COUNTY","Grade 10",3051
"2018-2019",10,"ELLIS COUNTY","Grade 11",2779
"2018-2019",10,"ELLIS COUNTY","Grade 12",2486
"2018-2019",11,"ERATH COUNTY","Early Education",27
"2018-2019",11,"ERATH COUNTY","Pre-kindergarten",299
"2018-2019",11,"ERATH COUNTY","Kindergarten",457
"2018-2019",11,"ERATH COUNTY","Grade 1",429
"2018-2019",11,"ERATH COUNTY","Grade 2",453
"2018-2019",11,"ERATH COUNTY","Grade 3",419
"2018-2019",11,"ERATH COUNTY","Grade 4",442
"2018-2019",11,"ERATH COUNTY","Grade 5",446
"2018-2019",11,"ERATH COUNTY","Grade 6",478
"2018-2019",11,"ERATH COUNTY","Grade 7",500
"2018-2019",11,"ERATH COUNTY","Grade 8",436
"2018-2019",11,"ERATH COUNTY","Grade 9",1879
"2018-2019",11,"ERATH COUNTY","Grade 10",1834
"2018-2019",11,"ERATH COUNTY","Grade 11",1750
"2018-2019",11,"ERATH COUNTY","Grade 12",1741
"2018-2019",12,"FALLS COUNTY","Early Education",-999
"2018-2019",12,"FALLS COUNTY","Pre-kindergarten",160
"2018-2019",12,"FALLS COUNTY","Kindergarten",154
"2018-2019",12,"FALLS COUNTY","Grade 1",200
"2018-2019",12,"FALLS COUNTY","Grade 2",153
"2018-2019",12,"FALLS COUNTY","Grade 3",165
"2018-2019",12,"FALLS COUNTY","Grade 4",157
"2018-2019",12,"FALLS COUNTY","Grade 5",160
"2018-2019",12,"FALLS COUNTY","Grade 6",174
"2018-2019",12,"FALLS COUNTY","Grade 7",176
"2018-2019",12,"FALLS COUNTY","Grade 8",149
"2018-2019",12,"FALLS COUNTY","Grade 9",171
"2018-2019",12,"FALLS COUNTY","Grade 10",152
"2018-2019",12,"FALLS COUNTY","Grade 11",141
"2018-2019",12,"FALLS COUNTY","Grade 12",-999
"2018-2019",10,"FANNIN COUNTY","Early Education",-999
"2018-2019",10,"FANNIN COUNTY","Pre-kindergarten",360
"2018-2019",10,"FANNIN COUNTY","Kindergarten",-999
"2018-2019",10,"FANNIN COUNTY","Grade 1",387
"2018-2019",10,"FANNIN COUNTY","Grade 2",381
"2018-2019",10,"FANNIN COUNTY","Grade 3",391
"2018-2019",10,"FANNIN COUNTY","Grade 4",373
"2018-2019",10,"FANNIN COUNTY","Grade 5",436
"2018-2019",10,"FANNIN COUNTY","Grade 6",407
"2018-2019",10,"FANNIN COUNTY","Grade 7",411
"2018-2019",10,"FANNIN COUNTY","Grade 8",438
"2018-2019",10,"FANNIN COUNTY","Grade 9",411
"2018-2019",10,"FANNIN COUNTY","Grade 10",393
"2018-2019",10,"FANNIN COUNTY","Grade 11",384
"2018-2019",10,"FANNIN COUNTY","Grade 12",384
"2018-2019",13,"FAYETTE COUNTY","Early Education",17
"2018-2019",13,"FAYETTE COUNTY","Pre-kindergarten",153
"2018-2019",13,"FAYETTE COUNTY","Kindergarten",240
"2018-2019",13,"FAYETTE COUNTY","Grade 1",236
"2018-2019",13,"FAYETTE COUNTY","Grade 2",269
"2018-2019",13,"FAYETTE COUNTY","Grade 3",262
"2018-2019",13,"FAYETTE COUNTY","Grade 4",283
"2018-2019",13,"FAYETTE COUNTY","Grade 5",261
"2018-2019",13,"FAYETTE COUNTY","Grade 6",297
"2018-2019",13,"FAYETTE COUNTY","Grade 7",291
"2018-2019",13,"FAYETTE COUNTY","Grade 8",298
"2018-2019",13,"FAYETTE COUNTY","Grade 9",310
"2018-2019",13,"FAYETTE COUNTY","Grade 10",287
"2018-2019",13,"FAYETTE COUNTY","Grade 11",291
"2018-2019",13,"FAYETTE COUNTY","Grade 12",273
"2018-2019",14,"FISHER COUNTY","Early Education",-999
"2018-2019",14,"FISHER COUNTY","Pre-kindergarten",46
"2018-2019",14,"FISHER COUNTY","Kindergarten",42
"2018-2019",14,"FISHER COUNTY","Grade 1",37
"2018-2019",14,"FISHER COUNTY","Grade 2",45
"2018-2019",14,"FISHER COUNTY","Grade 3",46
"2018-2019",14,"FISHER COUNTY","Grade 4",42
"2018-2019",14,"FISHER COUNTY","Grade 5",43
"2018-2019",14,"FISHER COUNTY","Grade 6",28
"2018-2019",14,"FISHER COUNTY","Grade 7",44
"2018-2019",14,"FISHER COUNTY","Grade 8",48
"2018-2019",14,"FISHER COUNTY","Grade 9",-999
"2018-2019",14,"FISHER COUNTY","Grade 10",32
"2018-2019",14,"FISHER COUNTY","Grade 11",41
"2018-2019",14,"FISHER COUNTY","Grade 12",31
"2018-2019",17,"FLOYD COUNTY","Early Education",-999
"2018-2019",17,"FLOYD COUNTY","Pre-kindergarten",70
"2018-2019",17,"FLOYD COUNTY","Kindergarten",79
"2018-2019",17,"FLOYD COUNTY","Grade 1",76
"2018-2019",17,"FLOYD COUNTY","Grade 2",93
"2018-2019",17,"FLOYD COUNTY","Grade 3",76
"2018-2019",17,"FLOYD COUNTY","Grade 4",85
"2018-2019",17,"FLOYD COUNTY","Grade 5",106
"2018-2019",17,"FLOYD COUNTY","Grade 6",88
"2018-2019",17,"FLOYD COUNTY","Grade 7",97
"2018-2019",17,"FLOYD COUNTY","Grade 8",100
"2018-2019",17,"FLOYD COUNTY","Grade 9",86
"2018-2019",17,"FLOYD COUNTY","Grade 10",98
"2018-2019",17,"FLOYD COUNTY","Grade 11",-999
"2018-2019",17,"FLOYD COUNTY","Grade 12",71
"2018-2019",09,"FOARD COUNTY","Pre-kindergarten",16
"2018-2019",09,"FOARD COUNTY","Kindergarten",12
"2018-2019",09,"FOARD COUNTY","Grade 1",14
"2018-2019",09,"FOARD COUNTY","Grade 2",13
"2018-2019",09,"FOARD COUNTY","Grade 3",14
"2018-2019",09,"FOARD COUNTY","Grade 4",15
"2018-2019",09,"FOARD COUNTY","Grade 5",11
"2018-2019",09,"FOARD COUNTY","Grade 6",15
"2018-2019",09,"FOARD COUNTY","Grade 7",18
"2018-2019",09,"FOARD COUNTY","Grade 8",13
"2018-2019",09,"FOARD COUNTY","Grade 9",19
"2018-2019",09,"FOARD COUNTY","Grade 10",17
"2018-2019",09,"FOARD COUNTY","Grade 11",21
"2018-2019",09,"FOARD COUNTY","Grade 12",11
"2018-2019",04,"FORT BEND COUNTY","Early Education",785
"2018-2019",04,"FORT BEND COUNTY","Pre-kindergarten",2506
"2018-2019",04,"FORT BEND COUNTY","Kindergarten",7527
"2018-2019",04,"FORT BEND COUNTY","Grade 1",8052
"2018-2019",04,"FORT BEND COUNTY","Grade 2",8243
"2018-2019",04,"FORT BEND COUNTY","Grade 3",8449
"2018-2019",04,"FORT BEND COUNTY","Grade 4",8866
"2018-2019",04,"FORT BEND COUNTY","Grade 5",8941
"2018-2019",04,"FORT BEND COUNTY","Grade 6",9029
"2018-2019",04,"FORT BEND COUNTY","Grade 7",8932
"2018-2019",04,"FORT BEND COUNTY","Grade 8",8994
"2018-2019",04,"FORT BEND COUNTY","Grade 9",9542
"2018-2019",04,"FORT BEND COUNTY","Grade 10",9366
"2018-2019",04,"FORT BEND COUNTY","Grade 11",8913
"2018-2019",04,"FORT BEND COUNTY","Grade 12",8272
"2018-2019",08,"FRANKLIN COUNTY","Early Education",-999
"2018-2019",08,"FRANKLIN COUNTY","Pre-kindergarten",-999
"2018-2019",08,"FRANKLIN COUNTY","Kindergarten",93
"2018-2019",08,"FRANKLIN COUNTY","Grade 1",104
"2018-2019",08,"FRANKLIN COUNTY","Grade 2",123
"2018-2019",08,"FRANKLIN COUNTY","Grade 3",114
"2018-2019",08,"FRANKLIN COUNTY","Grade 4",119
"2018-2019",08,"FRANKLIN COUNTY","Grade 5",132
"2018-2019",08,"FRANKLIN COUNTY","Grade 6",137
"2018-2019",08,"FRANKLIN COUNTY","Grade 7",125
"2018-2019",08,"FRANKLIN COUNTY","Grade 8",124
"2018-2019",08,"FRANKLIN COUNTY","Grade 9",143
"2018-2019",08,"FRANKLIN COUNTY","Grade 10",104
"2018-2019",08,"FRANKLIN COUNTY","Grade 11",127
"2018-2019",08,"FRANKLIN COUNTY","Grade 12",125
"2018-2019",12,"FREESTONE COUNTY","Early Education",-999
"2018-2019",12,"FREESTONE COUNTY","Pre-kindergarten",-999
"2018-2019",12,"FREESTONE COUNTY","Kindergarten",271
"2018-2019",12,"FREESTONE COUNTY","Grade 1",230
"2018-2019",12,"FREESTONE COUNTY","Grade 2",267
"2018-2019",12,"FREESTONE COUNTY","Grade 3",254
"2018-2019",12,"FREESTONE COUNTY","Grade 4",281
"2018-2019",12,"FREESTONE COUNTY","Grade 5",278
"2018-2019",12,"FREESTONE COUNTY","Grade 6",325
"2018-2019",12,"FREESTONE COUNTY","Grade 7",282
"2018-2019",12,"FREESTONE COUNTY","Grade 8",261
"2018-2019",12,"FREESTONE COUNTY","Grade 9",271
"2018-2019",12,"FREESTONE COUNTY","Grade 10",258
"2018-2019",12,"FREESTONE COUNTY","Grade 11",256
"2018-2019",12,"FREESTONE COUNTY","Grade 12",263
"2018-2019",20,"FRIO COUNTY","Early Education",11
"2018-2019",20,"FRIO COUNTY","Pre-kindergarten",162
"2018-2019",20,"FRIO COUNTY","Kindergarten",217
"2018-2019",20,"FRIO COUNTY","Grade 1",216
"2018-2019",20,"FRIO COUNTY","Grade 2",222
"2018-2019",20,"FRIO COUNTY","Grade 3",220
"2018-2019",20,"FRIO COUNTY","Grade 4",250
"2018-2019",20,"FRIO COUNTY","Grade 5",252
"2018-2019",20,"FRIO COUNTY","Grade 6",217
"2018-2019",20,"FRIO COUNTY","Grade 7",226
"2018-2019",20,"FRIO COUNTY","Grade 8",253
"2018-2019",20,"FRIO COUNTY","Grade 9",223
"2018-2019",20,"FRIO COUNTY","Grade 10",225
"2018-2019",20,"FRIO COUNTY","Grade 11",226
"2018-2019",20,"FRIO COUNTY","Grade 12",219
"2018-2019",17,"GAINES COUNTY","Early Education",-999
"2018-2019",17,"GAINES COUNTY","Pre-kindergarten",-999
"2018-2019",17,"GAINES COUNTY","Kindergarten",259
"2018-2019",17,"GAINES COUNTY","Grade 1",268
"2018-2019",17,"GAINES COUNTY","Grade 2",272
"2018-2019",17,"GAINES COUNTY","Grade 3",292
"2018-2019",17,"GAINES COUNTY","Grade 4",286
"2018-2019",17,"GAINES COUNTY","Grade 5",286
"2018-2019",17,"GAINES COUNTY","Grade 6",280
"2018-2019",17,"GAINES COUNTY","Grade 7",292
"2018-2019",17,"GAINES COUNTY","Grade 8",263
"2018-2019",17,"GAINES COUNTY","Grade 9",294
"2018-2019",17,"GAINES COUNTY","Grade 10",262
"2018-2019",17,"GAINES COUNTY","Grade 11",223
"2018-2019",17,"GAINES COUNTY","Grade 12",233
"2018-2019",04,"GALVESTON COUNTY","Early Education",485
"2018-2019",04,"GALVESTON COUNTY","Pre-kindergarten",3005
"2018-2019",05,"GALVESTON COUNTY","Pre-kindergarten",-999
"2018-2019",04,"GALVESTON COUNTY","Kindergarten",5519
"2018-2019",05,"GALVESTON COUNTY","Kindergarten",4
"2018-2019",04,"GALVESTON COUNTY","Grade 1",5762
"2018-2019",05,"GALVESTON COUNTY","Grade 1",6
"2018-2019",04,"GALVESTON COUNTY","Grade 2",5829
"2018-2019",05,"GALVESTON COUNTY","Grade 2",6
"2018-2019",04,"GALVESTON COUNTY","Grade 3",6075
"2018-2019",05,"GALVESTON COUNTY","Grade 3",-999
"2018-2019",04,"GALVESTON COUNTY","Grade 4",6091
"2018-2019",05,"GALVESTON COUNTY","Grade 4",6
"2018-2019",04,"GALVESTON COUNTY","Grade 5",6260
"2018-2019",05,"GALVESTON COUNTY","Grade 5",7
"2018-2019",04,"GALVESTON COUNTY","Grade 6",6406
"2018-2019",05,"GALVESTON COUNTY","Grade 6",9
"2018-2019",04,"GALVESTON COUNTY","Grade 7",6309
"2018-2019",05,"GALVESTON COUNTY","Grade 7",16
"2018-2019",04,"GALVESTON COUNTY","Grade 8",6140
"2018-2019",05,"GALVESTON COUNTY","Grade 8",13
"2018-2019",04,"GALVESTON COUNTY","Grade 9",7003
"2018-2019",05,"GALVESTON COUNTY","Grade 9",19
"2018-2019",04,"GALVESTON COUNTY","Grade 10",6412
"2018-2019",05,"GALVESTON COUNTY","Grade 10",21
"2018-2019",04,"GALVESTON COUNTY","Grade 11",5946
"2018-2019",05,"GALVESTON COUNTY","Grade 11",19
"2018-2019",04,"GALVESTON COUNTY","Grade 12",5725
"2018-2019",05,"GALVESTON COUNTY","Grade 12",9
"2018-2019",17,"GARZA COUNTY","Early Education",-999
"2018-2019",17,"GARZA COUNTY","Pre-kindergarten",62
"2018-2019",17,"GARZA COUNTY","Kindergarten",54
"2018-2019",17,"GARZA COUNTY","Grade 1",56
"2018-2019",17,"GARZA COUNTY","Grade 2",67
"2018-2019",17,"GARZA COUNTY","Grade 3",56
"2018-2019",17,"GARZA COUNTY","Grade 4",96
"2018-2019",17,"GARZA COUNTY","Grade 5",76
"2018-2019",17,"GARZA COUNTY","Grade 6",81
"2018-2019",17,"GARZA COUNTY","Grade 7",61
"2018-2019",17,"GARZA COUNTY","Grade 8",54
"2018-2019",17,"GARZA COUNTY","Grade 9",95
"2018-2019",17,"GARZA COUNTY","Grade 10",96
"2018-2019",17,"GARZA COUNTY","Grade 11",-999
"2018-2019",17,"GARZA COUNTY","Grade 12",59
"2018-2019",13,"GILLESPIE COUNTY","Early Education",12
"2018-2019",13,"GILLESPIE COUNTY","Pre-kindergarten",126
"2018-2019",13,"GILLESPIE COUNTY","Kindergarten",230
"2018-2019",13,"GILLESPIE COUNTY","Grade 1",245
"2018-2019",13,"GILLESPIE COUNTY","Grade 2",272
"2018-2019",13,"GILLESPIE COUNTY","Grade 3",256
"2018-2019",13,"GILLESPIE COUNTY","Grade 4",275
"2018-2019",13,"GILLESPIE COUNTY","Grade 5",277
"2018-2019",13,"GILLESPIE COUNTY","Grade 6",285
"2018-2019",13,"GILLESPIE COUNTY","Grade 7",257
"2018-2019",13,"GILLESPIE COUNTY","Grade 8",285
"2018-2019",13,"GILLESPIE COUNTY","Grade 9",321
"2018-2019",13,"GILLESPIE COUNTY","Grade 10",319
"2018-2019",13,"GILLESPIE COUNTY","Grade 11",289
"2018-2019",13,"GILLESPIE COUNTY","Grade 12",275
"2018-2019",18,"GLASSCOCK COUNTY","Early Education",-999
"2018-2019",18,"GLASSCOCK COUNTY","Pre-kindergarten",12
"2018-2019",18,"GLASSCOCK COUNTY","Kindergarten",20
"2018-2019",18,"GLASSCOCK COUNTY","Grade 1",20
"2018-2019",18,"GLASSCOCK COUNTY","Grade 2",22
"2018-2019",18,"GLASSCOCK COUNTY","Grade 3",22
"2018-2019",18,"GLASSCOCK COUNTY","Grade 4",29
"2018-2019",18,"GLASSCOCK COUNTY","Grade 5",23
"2018-2019",18,"GLASSCOCK COUNTY","Grade 6",25
"2018-2019",18,"GLASSCOCK COUNTY","Grade 7",20
"2018-2019",18,"GLASSCOCK COUNTY","Grade 8",29
"2018-2019",18,"GLASSCOCK COUNTY","Grade 9",-999
"2018-2019",18,"GLASSCOCK COUNTY","Grade 10",25
"2018-2019",18,"GLASSCOCK COUNTY","Grade 11",23
"2018-2019",18,"GLASSCOCK COUNTY","Grade 12",23
"2018-2019",03,"GOLIAD COUNTY","Early Education",13
"2018-2019",03,"GOLIAD COUNTY","Pre-kindergarten",48
"2018-2019",03,"GOLIAD COUNTY","Kindergarten",95
"2018-2019",03,"GOLIAD COUNTY","Grade 1",78
"2018-2019",03,"GOLIAD COUNTY","Grade 2",84
"2018-2019",03,"GOLIAD COUNTY","Grade 3",97
"2018-2019",03,"GOLIAD COUNTY","Grade 4",100
"2018-2019",03,"GOLIAD COUNTY","Grade 5",99
"2018-2019",03,"GOLIAD COUNTY","Grade 6",117
"2018-2019",03,"GOLIAD COUNTY","Grade 7",105
"2018-2019",03,"GOLIAD COUNTY","Grade 8",89
"2018-2019",03,"GOLIAD COUNTY","Grade 9",100
"2018-2019",03,"GOLIAD COUNTY","Grade 10",104
"2018-2019",03,"GOLIAD COUNTY","Grade 11",107
"2018-2019",03,"GOLIAD COUNTY","Grade 12",94
"2018-2019",13,"GONZALES COUNTY","Early Education",21
"2018-2019",13,"GONZALES COUNTY","Pre-kindergarten",266
"2018-2019",13,"GONZALES COUNTY","Kindergarten",306
"2018-2019",13,"GONZALES COUNTY","Grade 1",294
"2018-2019",13,"GONZALES COUNTY","Grade 2",286
"2018-2019",13,"GONZALES COUNTY","Grade 3",284
"2018-2019",13,"GONZALES COUNTY","Grade 4",316
"2018-2019",13,"GONZALES COUNTY","Grade 5",321
"2018-2019",13,"GONZALES COUNTY","Grade 6",317
"2018-2019",13,"GONZALES COUNTY","Grade 7",346
"2018-2019",13,"GONZALES COUNTY","Grade 8",318
"2018-2019",13,"GONZALES COUNTY","Grade 9",345
"2018-2019",13,"GONZALES COUNTY","Grade 10",291
"2018-2019",13,"GONZALES COUNTY","Grade 11",298
"2018-2019",13,"GONZALES COUNTY","Grade 12",254
"2018-2019",16,"GRAY COUNTY","Early Education",-999
"2018-2019",16,"GRAY COUNTY","Pre-kindergarten",-999
"2018-2019",16,"GRAY COUNTY","Kindergarten",275
"2018-2019",16,"GRAY COUNTY","Grade 1",298
"2018-2019",16,"GRAY COUNTY","Grade 2",270
"2018-2019",16,"GRAY COUNTY","Grade 3",278
"2018-2019",16,"GRAY COUNTY","Grade 4",328
"2018-2019",16,"GRAY COUNTY","Grade 5",330
"2018-2019",16,"GRAY COUNTY","Grade 6",287
"2018-2019",16,"GRAY COUNTY","Grade 7",290
"2018-2019",16,"GRAY COUNTY","Grade 8",294
"2018-2019",16,"GRAY COUNTY","Grade 9",293
"2018-2019",16,"GRAY COUNTY","Grade 10",306
"2018-2019",16,"GRAY COUNTY","Grade 11",271
"2018-2019",16,"GRAY COUNTY","Grade 12",232
"2018-2019",10,"GRAYSON COUNTY","Early Education",129
"2018-2019",10,"GRAYSON COUNTY","Pre-kindergarten",903
"2018-2019",10,"GRAYSON COUNTY","Kindergarten",1724
"2018-2019",10,"GRAYSON COUNTY","Grade 1",1704
"2018-2019",10,"GRAYSON COUNTY","Grade 2",1737
"2018-2019",10,"GRAYSON COUNTY","Grade 3",1711
"2018-2019",10,"GRAYSON COUNTY","Grade 4",1828
"2018-2019",10,"GRAYSON COUNTY","Grade 5",1871
