"Year","Region","County Name","District Name","District Number","Charter Status","Grade Level Name","Enrollment by Grade Level"
"2016-2017",04,"LIBERTY COUNTY","CLEVELAND ISD",146901,"TRADITIONAL ISD/CSD","Grade  6",357
"2016-2017",04,"LIBERTY COUNTY","CLEVELAND ISD",146901,"TRADITIONAL ISD/CSD","Grade  7",359
"2016-2017",04,"LIBERTY COUNTY","CLEVELAND ISD",146901,"TRADITIONAL ISD/CSD","Grade  8",347
"2016-2017",04,"LIBERTY COUNTY","CLEVELAND ISD",146901,"TRADITIONAL ISD/CSD","Grade  9",380
"2016-2017",04,"LIBERTY COUNTY","CLEVELAND ISD",146901,"TRADITIONAL ISD/CSD","Grade 10",323
"2016-2017",04,"LIBERTY COUNTY","CLEVELAND ISD",146901,"TRADITIONAL ISD/CSD","Grade 11",279
"2016-2017",04,"LIBERTY COUNTY","CLEVELAND ISD",146901,"TRADITIONAL ISD/CSD","Grade 12",215
"2016-2017",12,"BOSQUE COUNTY","CLIFTON ISD",018901,"TRADITIONAL ISD/CSD","Early Education",-9999999
"2016-2017",12,"BOSQUE COUNTY","CLIFTON ISD",018901,"TRADITIONAL ISD/CSD","Pre-kindergarten",36
"2016-2017",12,"BOSQUE COUNTY","CLIFTON ISD",018901,"TRADITIONAL ISD/CSD","Kindergarten",69
"2016-2017",12,"BOSQUE COUNTY","CLIFTON ISD",018901,"TRADITIONAL ISD/CSD","Grade  1",71
"2016-2017",12,"BOSQUE COUNTY","CLIFTON ISD",018901,"TRADITIONAL ISD/CSD","Grade  2",66
"2016-2017",12,"BOSQUE COUNTY","CLIFTON ISD",018901,"TRADITIONAL ISD/CSD","Grade  3",74
"2016-2017",12,"BOSQUE COUNTY","CLIFTON ISD",018901,"TRADITIONAL ISD/CSD","Grade  4",84
"2016-2017",12,"BOSQUE COUNTY","CLIFTON ISD",018901,"TRADITIONAL ISD/CSD","Grade  5",69
"2016-2017",12,"BOSQUE COUNTY","CLIFTON ISD",018901,"TRADITIONAL ISD/CSD","Grade  6",59
"2016-2017",12,"BOSQUE COUNTY","CLIFTON ISD",018901,"TRADITIONAL ISD/CSD","Grade  7",84
"2016-2017",12,"BOSQUE COUNTY","CLIFTON ISD",018901,"TRADITIONAL ISD/CSD","Grade  8",71
"2016-2017",12,"BOSQUE COUNTY","CLIFTON ISD",018901,"TRADITIONAL ISD/CSD","Grade  9",83
"2016-2017",12,"BOSQUE COUNTY","CLIFTON ISD",018901,"TRADITIONAL ISD/CSD","Grade 10",69
"2016-2017",12,"BOSQUE COUNTY","CLIFTON ISD",018901,"TRADITIONAL ISD/CSD","Grade 11",80
"2016-2017",12,"BOSQUE COUNTY","CLIFTON ISD",018901,"TRADITIONAL ISD/CSD","Grade 12",78
"2016-2017",19,"EL PASO COUNTY","CLINT ISD",071901,"TRADITIONAL ISD/CSD","Early Education",16
"2016-2017",19,"EL PASO COUNTY","CLINT ISD",071901,"TRADITIONAL ISD/CSD","Pre-kindergarten",548
"2016-2017",19,"EL PASO COUNTY","CLINT ISD",071901,"TRADITIONAL ISD/CSD","Kindergarten",758
"2016-2017",19,"EL PASO COUNTY","CLINT ISD",071901,"TRADITIONAL ISD/CSD","Grade  1",778
"2016-2017",19,"EL PASO COUNTY","CLINT ISD",071901,"TRADITIONAL ISD/CSD","Grade  2",839
"2016-2017",19,"EL PASO COUNTY","CLINT ISD",071901,"TRADITIONAL ISD/CSD","Grade  3",851
"2016-2017",19,"EL PASO COUNTY","CLINT ISD",071901,"TRADITIONAL ISD/CSD","Grade  4",915
"2016-2017",19,"EL PASO COUNTY","CLINT ISD",071901,"TRADITIONAL ISD/CSD","Grade  5",895
"2016-2017",19,"EL PASO COUNTY","CLINT ISD",071901,"TRADITIONAL ISD/CSD","Grade  6",867
"2016-2017",19,"EL PASO COUNTY","CLINT ISD",071901,"TRADITIONAL ISD/CSD","Grade  7",871
"2016-2017",19,"EL PASO COUNTY","CLINT ISD",071901,"TRADITIONAL ISD/CSD","Grade  8",867
"2016-2017",19,"EL PASO COUNTY","CLINT ISD",071901,"TRADITIONAL ISD/CSD","Grade  9",879
"2016-2017",19,"EL PASO COUNTY","CLINT ISD",071901,"TRADITIONAL ISD/CSD","Grade 10",879
"2016-2017",19,"EL PASO COUNTY","CLINT ISD",071901,"TRADITIONAL ISD/CSD","Grade 11",779
"2016-2017",19,"EL PASO COUNTY","CLINT ISD",071901,"TRADITIONAL ISD/CSD","Grade 12",769
"2016-2017",14,"CALLAHAN COUNTY","CLYDE CISD",030902,"TRADITIONAL ISD/CSD","Early Education",-9999999
"2016-2017",14,"CALLAHAN COUNTY","CLYDE CISD",030902,"TRADITIONAL ISD/CSD","Pre-kindergarten",52
"2016-2017",14,"CALLAHAN COUNTY","CLYDE CISD",030902,"TRADITIONAL ISD/CSD","Kindergarten",105
"2016-2017",14,"CALLAHAN COUNTY","CLYDE CISD",030902,"TRADITIONAL ISD/CSD","Grade  1",106
"2016-2017",14,"CALLAHAN COUNTY","CLYDE CISD",030902,"TRADITIONAL ISD/CSD","Grade  2",100
"2016-2017",14,"CALLAHAN COUNTY","CLYDE CISD",030902,"TRADITIONAL ISD/CSD","Grade  3",113
"2016-2017",14,"CALLAHAN COUNTY","CLYDE CISD",030902,"TRADITIONAL ISD/CSD","Grade  4",115
"2016-2017",14,"CALLAHAN COUNTY","CLYDE CISD",030902,"TRADITIONAL ISD/CSD","Grade  5",120
"2016-2017",14,"CALLAHAN COUNTY","CLYDE CISD",030902,"TRADITIONAL ISD/CSD","Grade  6",106
"2016-2017",14,"CALLAHAN COUNTY","CLYDE CISD",030902,"TRADITIONAL ISD/CSD","Grade  7",110
"2016-2017",14,"CALLAHAN COUNTY","CLYDE CISD",030902,"TRADITIONAL ISD/CSD","Grade  8",118
"2016-2017",14,"CALLAHAN COUNTY","CLYDE CISD",030902,"TRADITIONAL ISD/CSD","Grade  9",125
"2016-2017",14,"CALLAHAN COUNTY","CLYDE CISD",030902,"TRADITIONAL ISD/CSD","Grade 10",100
"2016-2017",14,"CALLAHAN COUNTY","CLYDE CISD",030902,"TRADITIONAL ISD/CSD","Grade 11",103
"2016-2017",14,"CALLAHAN COUNTY","CLYDE CISD",030902,"TRADITIONAL ISD/CSD","Grade 12",87
"2016-2017",18,"HOWARD COUNTY","COAHOMA ISD",114902,"TRADITIONAL ISD/CSD","Early Education",5
"2016-2017",18,"HOWARD COUNTY","COAHOMA ISD",114902,"TRADITIONAL ISD/CSD","Pre-kindergarten",18
"2016-2017",18,"HOWARD COUNTY","COAHOMA ISD",114902,"TRADITIONAL ISD/CSD","Kindergarten",56
"2016-2017",18,"HOWARD COUNTY","COAHOMA ISD",114902,"TRADITIONAL ISD/CSD","Grade  1",90
"2016-2017",18,"HOWARD COUNTY","COAHOMA ISD",114902,"TRADITIONAL ISD/CSD","Grade  2",69
"2016-2017",18,"HOWARD COUNTY","COAHOMA ISD",114902,"TRADITIONAL ISD/CSD","Grade  3",81
"2016-2017",18,"HOWARD COUNTY","COAHOMA ISD",114902,"TRADITIONAL ISD/CSD","Grade  4",93
"2016-2017",18,"HOWARD COUNTY","COAHOMA ISD",114902,"TRADITIONAL ISD/CSD","Grade  5",67
"2016-2017",18,"HOWARD COUNTY","COAHOMA ISD",114902,"TRADITIONAL ISD/CSD","Grade  6",70
"2016-2017",18,"HOWARD COUNTY","COAHOMA ISD",114902,"TRADITIONAL ISD/CSD","Grade  7",69
"2016-2017",18,"HOWARD COUNTY","COAHOMA ISD",114902,"TRADITIONAL ISD/CSD","Grade  8",76
"2016-2017",18,"HOWARD COUNTY","COAHOMA ISD",114902,"TRADITIONAL ISD/CSD","Grade  9",57
"2016-2017",18,"HOWARD COUNTY","COAHOMA ISD",114902,"TRADITIONAL ISD/CSD","Grade 10",63
"2016-2017",18,"HOWARD COUNTY","COAHOMA ISD",114902,"TRADITIONAL ISD/CSD","Grade 11",59
"2016-2017",18,"HOWARD COUNTY","COAHOMA ISD",114902,"TRADITIONAL ISD/CSD","Grade 12",52
"2016-2017",06,"SAN JACINTO COUNTY","COLDSPRING-OAKHURST CISD",204901,"TRADITIONAL ISD/CSD","Early Education",-9999999
"2016-2017",06,"SAN JACINTO COUNTY","COLDSPRING-OAKHURST CISD",204901,"TRADITIONAL ISD/CSD","Pre-kindergarten",66
"2016-2017",06,"SAN JACINTO COUNTY","COLDSPRING-OAKHURST CISD",204901,"TRADITIONAL ISD/CSD","Kindergarten",103
"2016-2017",06,"SAN JACINTO COUNTY","COLDSPRING-OAKHURST CISD",204901,"TRADITIONAL ISD/CSD","Grade  1",104
"2016-2017",06,"SAN JACINTO COUNTY","COLDSPRING-OAKHURST CISD",204901,"TRADITIONAL ISD/CSD","Grade  2",103
"2016-2017",06,"SAN JACINTO COUNTY","COLDSPRING-OAKHURST CISD",204901,"TRADITIONAL ISD/CSD","Grade  3",115
"2016-2017",06,"SAN JACINTO COUNTY","COLDSPRING-OAKHURST CISD",204901,"TRADITIONAL ISD/CSD","Grade  4",123
"2016-2017",06,"SAN JACINTO COUNTY","COLDSPRING-OAKHURST CISD",204901,"TRADITIONAL ISD/CSD","Grade  5",111
"2016-2017",06,"SAN JACINTO COUNTY","COLDSPRING-OAKHURST CISD",204901,"TRADITIONAL ISD/CSD","Grade  6",112
"2016-2017",06,"SAN JACINTO COUNTY","COLDSPRING-OAKHURST CISD",204901,"TRADITIONAL ISD/CSD","Grade  7",121
"2016-2017",06,"SAN JACINTO COUNTY","COLDSPRING-OAKHURST CISD",204901,"TRADITIONAL ISD/CSD","Grade  8",109
"2016-2017",06,"SAN JACINTO COUNTY","COLDSPRING-OAKHURST CISD",204901,"TRADITIONAL ISD/CSD","Grade  9",118
"2016-2017",06,"SAN JACINTO COUNTY","COLDSPRING-OAKHURST CISD",204901,"TRADITIONAL ISD/CSD","Grade 10",130
"2016-2017",06,"SAN JACINTO COUNTY","COLDSPRING-OAKHURST CISD",204901,"TRADITIONAL ISD/CSD","Grade 11",121
"2016-2017",06,"SAN JACINTO COUNTY","COLDSPRING-OAKHURST CISD",204901,"TRADITIONAL ISD/CSD","Grade 12",72
"2016-2017",15,"COLEMAN COUNTY","COLEMAN ISD",042901,"TRADITIONAL ISD/CSD","Early Education",-9999999
"2016-2017",15,"COLEMAN COUNTY","COLEMAN ISD",042901,"TRADITIONAL ISD/CSD","Pre-kindergarten",52
"2016-2017",15,"COLEMAN COUNTY","COLEMAN ISD",042901,"TRADITIONAL ISD/CSD","Kindergarten",73
"2016-2017",15,"COLEMAN COUNTY","COLEMAN ISD",042901,"TRADITIONAL ISD/CSD","Grade  1",57
"2016-2017",15,"COLEMAN COUNTY","COLEMAN ISD",042901,"TRADITIONAL ISD/CSD","Grade  2",70
"2016-2017",15,"COLEMAN COUNTY","COLEMAN ISD",042901,"TRADITIONAL ISD/CSD","Grade  3",65
"2016-2017",15,"COLEMAN COUNTY","COLEMAN ISD",042901,"TRADITIONAL ISD/CSD","Grade  4",70
"2016-2017",15,"COLEMAN COUNTY","COLEMAN ISD",042901,"TRADITIONAL ISD/CSD","Grade  5",61
"2016-2017",15,"COLEMAN COUNTY","COLEMAN ISD",042901,"TRADITIONAL ISD/CSD","Grade  6",52
"2016-2017",15,"COLEMAN COUNTY","COLEMAN ISD",042901,"TRADITIONAL ISD/CSD","Grade  7",73
"2016-2017",15,"COLEMAN COUNTY","COLEMAN ISD",042901,"TRADITIONAL ISD/CSD","Grade  8",74
"2016-2017",15,"COLEMAN COUNTY","COLEMAN ISD",042901,"TRADITIONAL ISD/CSD","Grade  9",57
"2016-2017",15,"COLEMAN COUNTY","COLEMAN ISD",042901,"TRADITIONAL ISD/CSD","Grade 10",61
"2016-2017",15,"COLEMAN COUNTY","COLEMAN ISD",042901,"TRADITIONAL ISD/CSD","Grade 11",64
"2016-2017",15,"COLEMAN COUNTY","COLEMAN ISD",042901,"TRADITIONAL ISD/CSD","Grade 12",56
"2016-2017",06,"BRAZOS COUNTY","COLLEGE STATION ISD",021901,"TRADITIONAL ISD/CSD","Early Education",143
"2016-2017",06,"BRAZOS COUNTY","COLLEGE STATION ISD",021901,"TRADITIONAL ISD/CSD","Pre-kindergarten",314
"2016-2017",06,"BRAZOS COUNTY","COLLEGE STATION ISD",021901,"TRADITIONAL ISD/CSD","Kindergarten",1009
"2016-2017",06,"BRAZOS COUNTY","COLLEGE STATION ISD",021901,"TRADITIONAL ISD/CSD","Grade  1",1046
"2016-2017",06,"BRAZOS COUNTY","COLLEGE STATION ISD",021901,"TRADITIONAL ISD/CSD","Grade  2",1050
"2016-2017",06,"BRAZOS COUNTY","COLLEGE STATION ISD",021901,"TRADITIONAL ISD/CSD","Grade  3",1081
"2016-2017",06,"BRAZOS COUNTY","COLLEGE STATION ISD",021901,"TRADITIONAL ISD/CSD","Grade  4",1048
"2016-2017",06,"BRAZOS COUNTY","COLLEGE STATION ISD",021901,"TRADITIONAL ISD/CSD","Grade  5",939
"2016-2017",06,"BRAZOS COUNTY","COLLEGE STATION ISD",021901,"TRADITIONAL ISD/CSD","Grade  6",988
"2016-2017",06,"BRAZOS COUNTY","COLLEGE STATION ISD",021901,"TRADITIONAL ISD/CSD","Grade  7",952
"2016-2017",06,"BRAZOS COUNTY","COLLEGE STATION ISD",021901,"TRADITIONAL ISD/CSD","Grade  8",948
"2016-2017",06,"BRAZOS COUNTY","COLLEGE STATION ISD",021901,"TRADITIONAL ISD/CSD","Grade  9",959
"2016-2017",06,"BRAZOS COUNTY","COLLEGE STATION ISD",021901,"TRADITIONAL ISD/CSD","Grade 10",928
"2016-2017",06,"BRAZOS COUNTY","COLLEGE STATION ISD",021901,"TRADITIONAL ISD/CSD","Grade 11",926
"2016-2017",06,"BRAZOS COUNTY","COLLEGE STATION ISD",021901,"TRADITIONAL ISD/CSD","Grade 12",857
"2016-2017",10,"GRAYSON COUNTY","COLLINSVILLE ISD",091902,"TRADITIONAL ISD/CSD","Early Education",-9999999
"2016-2017",10,"GRAYSON COUNTY","COLLINSVILLE ISD",091902,"TRADITIONAL ISD/CSD","Pre-kindergarten",29
"2016-2017",10,"GRAYSON COUNTY","COLLINSVILLE ISD",091902,"TRADITIONAL ISD/CSD","Kindergarten",32
"2016-2017",10,"GRAYSON COUNTY","COLLINSVILLE ISD",091902,"TRADITIONAL ISD/CSD","Grade  1",33
"2016-2017",10,"GRAYSON COUNTY","COLLINSVILLE ISD",091902,"TRADITIONAL ISD/CSD","Grade  2",39
"2016-2017",10,"GRAYSON COUNTY","COLLINSVILLE ISD",091902,"TRADITIONAL ISD/CSD","Grade  3",32
"2016-2017",10,"GRAYSON COUNTY","COLLINSVILLE ISD",091902,"TRADITIONAL ISD/CSD","Grade  4",36
"2016-2017",10,"GRAYSON COUNTY","COLLINSVILLE ISD",091902,"TRADITIONAL ISD/CSD","Grade  5",28
"2016-2017",10,"GRAYSON COUNTY","COLLINSVILLE ISD",091902,"TRADITIONAL ISD/CSD","Grade  6",41
"2016-2017",10,"GRAYSON COUNTY","COLLINSVILLE ISD",091902,"TRADITIONAL ISD/CSD","Grade  7",29
"2016-2017",10,"GRAYSON COUNTY","COLLINSVILLE ISD",091902,"TRADITIONAL ISD/CSD","Grade  8",45
"2016-2017",10,"GRAYSON COUNTY","COLLINSVILLE ISD",091902,"TRADITIONAL ISD/CSD","Grade  9",39
"2016-2017",10,"GRAYSON COUNTY","COLLINSVILLE ISD",091902,"TRADITIONAL ISD/CSD","Grade 10",46
"2016-2017",10,"GRAYSON COUNTY","COLLINSVILLE ISD",091902,"TRADITIONAL ISD/CSD","Grade 11",48
"2016-2017",10,"GRAYSON COUNTY","COLLINSVILLE ISD",091902,"TRADITIONAL ISD/CSD","Grade 12",47
"2016-2017",05,"TYLER COUNTY","COLMESNEIL ISD",229901,"TRADITIONAL ISD/CSD","Pre-kindergarten",35
"2016-2017",05,"TYLER COUNTY","COLMESNEIL ISD",229901,"TRADITIONAL ISD/CSD","Kindergarten",41
"2016-2017",05,"TYLER COUNTY","COLMESNEIL ISD",229901,"TRADITIONAL ISD/CSD","Grade  1",43
"2016-2017",05,"TYLER COUNTY","COLMESNEIL ISD",229901,"TRADITIONAL ISD/CSD","Grade  2",31
"2016-2017",05,"TYLER COUNTY","COLMESNEIL ISD",229901,"TRADITIONAL ISD/CSD","Grade  3",33
"2016-2017",05,"TYLER COUNTY","COLMESNEIL ISD",229901,"TRADITIONAL ISD/CSD","Grade  4",27
"2016-2017",05,"TYLER COUNTY","COLMESNEIL ISD",229901,"TRADITIONAL ISD/CSD","Grade  5",29
"2016-2017",05,"TYLER COUNTY","COLMESNEIL ISD",229901,"TRADITIONAL ISD/CSD","Grade  6",32
"2016-2017",05,"TYLER COUNTY","COLMESNEIL ISD",229901,"TRADITIONAL ISD/CSD","Grade  7",36
"2016-2017",05,"TYLER COUNTY","COLMESNEIL ISD",229901,"TRADITIONAL ISD/CSD","Grade  8",35
"2016-2017",05,"TYLER COUNTY","COLMESNEIL ISD",229901,"TRADITIONAL ISD/CSD","Grade  9",35
"2016-2017",05,"TYLER COUNTY","COLMESNEIL ISD",229901,"TRADITIONAL ISD/CSD","Grade 10",38
"2016-2017",05,"TYLER COUNTY","COLMESNEIL ISD",229901,"TRADITIONAL ISD/CSD","Grade 11",30
"2016-2017",05,"TYLER COUNTY","COLMESNEIL ISD",229901,"TRADITIONAL ISD/CSD","Grade 12",30
"2016-2017",14,"MITCHELL COUNTY","COLORADO ISD",168901,"TRADITIONAL ISD/CSD","Early Education",18
"2016-2017",14,"MITCHELL COUNTY","COLORADO ISD",168901,"TRADITIONAL ISD/CSD","Pre-kindergarten",99
"2016-2017",14,"MITCHELL COUNTY","COLORADO ISD",168901,"TRADITIONAL ISD/CSD","Kindergarten",68
"2016-2017",14,"MITCHELL COUNTY","COLORADO ISD",168901,"TRADITIONAL ISD/CSD","Grade  1",72
"2016-2017",14,"MITCHELL COUNTY","COLORADO ISD",168901,"TRADITIONAL ISD/CSD","Grade  2",79
"2016-2017",14,"MITCHELL COUNTY","COLORADO ISD",168901,"TRADITIONAL ISD/CSD","Grade  3",66
"2016-2017",14,"MITCHELL COUNTY","COLORADO ISD",168901,"TRADITIONAL ISD/CSD","Grade  4",67
"2016-2017",14,"MITCHELL COUNTY","COLORADO ISD",168901,"TRADITIONAL ISD/CSD","Grade  5",60
"2016-2017",14,"MITCHELL COUNTY","COLORADO ISD",168901,"TRADITIONAL ISD/CSD","Grade  6",56
"2016-2017",14,"MITCHELL COUNTY","COLORADO ISD",168901,"TRADITIONAL ISD/CSD","Grade  7",72
"2016-2017",14,"MITCHELL COUNTY","COLORADO ISD",168901,"TRADITIONAL ISD/CSD","Grade  8",68
"2016-2017",14,"MITCHELL COUNTY","COLORADO ISD",168901,"TRADITIONAL ISD/CSD","Grade  9",64
"2016-2017",14,"MITCHELL COUNTY","COLORADO ISD",168901,"TRADITIONAL ISD/CSD","Grade 10",59
"2016-2017",14,"MITCHELL COUNTY","COLORADO ISD",168901,"TRADITIONAL ISD/CSD","Grade 11",80
"2016-2017",14,"MITCHELL COUNTY","COLORADO ISD",168901,"TRADITIONAL ISD/CSD","Grade 12",71
"2016-2017",04,"BRAZORIA COUNTY","COLUMBIA-BRAZORIA ISD",020907,"TRADITIONAL ISD/CSD","Early Education",11
"2016-2017",04,"BRAZORIA COUNTY","COLUMBIA-BRAZORIA ISD",020907,"TRADITIONAL ISD/CSD","Pre-kindergarten",94
"2016-2017",04,"BRAZORIA COUNTY","COLUMBIA-BRAZORIA ISD",020907,"TRADITIONAL ISD/CSD","Kindergarten",202
"2016-2017",04,"BRAZORIA COUNTY","COLUMBIA-BRAZORIA ISD",020907,"TRADITIONAL ISD/CSD","Grade  1",247
"2016-2017",04,"BRAZORIA COUNTY","COLUMBIA-BRAZORIA ISD",020907,"TRADITIONAL ISD/CSD","Grade  2",247
"2016-2017",04,"BRAZORIA COUNTY","COLUMBIA-BRAZORIA ISD",020907,"TRADITIONAL ISD/CSD","Grade  3",279
"2016-2017",04,"BRAZORIA COUNTY","COLUMBIA-BRAZORIA ISD",020907,"TRADITIONAL ISD/CSD","Grade  4",235
"2016-2017",04,"BRAZORIA COUNTY","COLUMBIA-BRAZORIA ISD",020907,"TRADITIONAL ISD/CSD","Grade  5",223
"2016-2017",04,"BRAZORIA COUNTY","COLUMBIA-BRAZORIA ISD",020907,"TRADITIONAL ISD/CSD","Grade  6",270
"2016-2017",04,"BRAZORIA COUNTY","COLUMBIA-BRAZORIA ISD",020907,"TRADITIONAL ISD/CSD","Grade  7",210
"2016-2017",04,"BRAZORIA COUNTY","COLUMBIA-BRAZORIA ISD",020907,"TRADITIONAL ISD/CSD","Grade  8",241
"2016-2017",04,"BRAZORIA COUNTY","COLUMBIA-BRAZORIA ISD",020907,"TRADITIONAL ISD/CSD","Grade  9",289
"2016-2017",04,"BRAZORIA COUNTY","COLUMBIA-BRAZORIA ISD",020907,"TRADITIONAL ISD/CSD","Grade 10",231
"2016-2017",04,"BRAZORIA COUNTY","COLUMBIA-BRAZORIA ISD",020907,"TRADITIONAL ISD/CSD","Grade 11",213
"2016-2017",04,"BRAZORIA COUNTY","COLUMBIA-BRAZORIA ISD",020907,"TRADITIONAL ISD/CSD","Grade 12",177
"2016-2017",03,"COLORADO COUNTY","COLUMBUS ISD",045902,"TRADITIONAL ISD/CSD","Early Education",6
"2016-2017",03,"COLORADO COUNTY","COLUMBUS ISD",045902,"TRADITIONAL ISD/CSD","Pre-kindergarten",60
"2016-2017",03,"COLORADO COUNTY","COLUMBUS ISD",045902,"TRADITIONAL ISD/CSD","Kindergarten",105
"2016-2017",03,"COLORADO COUNTY","COLUMBUS ISD",045902,"TRADITIONAL ISD/CSD","Grade  1",103
"2016-2017",03,"COLORADO COUNTY","COLUMBUS ISD",045902,"TRADITIONAL ISD/CSD","Grade  2",121
"2016-2017",03,"COLORADO COUNTY","COLUMBUS ISD",045902,"TRADITIONAL ISD/CSD","Grade  3",102
"2016-2017",03,"COLORADO COUNTY","COLUMBUS ISD",045902,"TRADITIONAL ISD/CSD","Grade  4",105
"2016-2017",03,"COLORADO COUNTY","COLUMBUS ISD",045902,"TRADITIONAL ISD/CSD","Grade  5",124
"2016-2017",03,"COLORADO COUNTY","COLUMBUS ISD",045902,"TRADITIONAL ISD/CSD","Grade  6",107
"2016-2017",03,"COLORADO COUNTY","COLUMBUS ISD",045902,"TRADITIONAL ISD/CSD","Grade  7",103
"2016-2017",03,"COLORADO COUNTY","COLUMBUS ISD",045902,"TRADITIONAL ISD/CSD","Grade  8",116
"2016-2017",03,"COLORADO COUNTY","COLUMBUS ISD",045902,"TRADITIONAL ISD/CSD","Grade  9",138
"2016-2017",03,"COLORADO COUNTY","COLUMBUS ISD",045902,"TRADITIONAL ISD/CSD","Grade 10",131
"2016-2017",03,"COLORADO COUNTY","COLUMBUS ISD",045902,"TRADITIONAL ISD/CSD","Grade 11",134
"2016-2017",03,"COLORADO COUNTY","COLUMBUS ISD",045902,"TRADITIONAL ISD/CSD","Grade 12",118
"2016-2017",20,"COMAL COUNTY","COMAL ISD",046902,"TRADITIONAL ISD/CSD","Early Education",129
"2016-2017",20,"COMAL COUNTY","COMAL ISD",046902,"TRADITIONAL ISD/CSD","Pre-kindergarten",256
"2016-2017",20,"COMAL COUNTY","COMAL ISD",046902,"TRADITIONAL ISD/CSD","Kindergarten",1626
"2016-2017",20,"COMAL COUNTY","COMAL ISD",046902,"TRADITIONAL ISD/CSD","Grade  1",1618
"2016-2017",20,"COMAL COUNTY","COMAL ISD",046902,"TRADITIONAL ISD/CSD","Grade  2",1710
"2016-2017",20,"COMAL COUNTY","COMAL ISD",046902,"TRADITIONAL ISD/CSD","Grade  3",1766
"2016-2017",20,"COMAL COUNTY","COMAL ISD",046902,"TRADITIONAL ISD/CSD","Grade  4",1705
"2016-2017",20,"COMAL COUNTY","COMAL ISD",046902,"TRADITIONAL ISD/CSD","Grade  5",1671
"2016-2017",20,"COMAL COUNTY","COMAL ISD",046902,"TRADITIONAL ISD/CSD","Grade  6",1708
"2016-2017",20,"COMAL COUNTY","COMAL ISD",046902,"TRADITIONAL ISD/CSD","Grade  7",1752
"2016-2017",20,"COMAL COUNTY","COMAL ISD",046902,"TRADITIONAL ISD/CSD","Grade  8",1684
"2016-2017",20,"COMAL COUNTY","COMAL ISD",046902,"TRADITIONAL ISD/CSD","Grade  9",1770
"2016-2017",20,"COMAL COUNTY","COMAL ISD",046902,"TRADITIONAL ISD/CSD","Grade 10",1703
"2016-2017",20,"COMAL COUNTY","COMAL ISD",046902,"TRADITIONAL ISD/CSD","Grade 11",1671
"2016-2017",20,"COMAL COUNTY","COMAL ISD",046902,"TRADITIONAL ISD/CSD","Grade 12",1471
"2016-2017",14,"COMANCHE COUNTY","COMANCHE ISD",047901,"TRADITIONAL ISD/CSD","Early Education",33
"2016-2017",14,"COMANCHE COUNTY","COMANCHE ISD",047901,"TRADITIONAL ISD/CSD","Pre-kindergarten",101
"2016-2017",14,"COMANCHE COUNTY","COMANCHE ISD",047901,"TRADITIONAL ISD/CSD","Kindergarten",108
"2016-2017",14,"COMANCHE COUNTY","COMANCHE ISD",047901,"TRADITIONAL ISD/CSD","Grade  1",93
"2016-2017",14,"COMANCHE COUNTY","COMANCHE ISD",047901,"TRADITIONAL ISD/CSD","Grade  2",94
"2016-2017",14,"COMANCHE COUNTY","COMANCHE ISD",047901,"TRADITIONAL ISD/CSD","Grade  3",113
"2016-2017",14,"COMANCHE COUNTY","COMANCHE ISD",047901,"TRADITIONAL ISD/CSD","Grade  4",104
"2016-2017",14,"COMANCHE COUNTY","COMANCHE ISD",047901,"TRADITIONAL ISD/CSD","Grade  5",101
"2016-2017",14,"COMANCHE COUNTY","COMANCHE ISD",047901,"TRADITIONAL ISD/CSD","Grade  6",99
"2016-2017",14,"COMANCHE COUNTY","COMANCHE ISD",047901,"TRADITIONAL ISD/CSD","Grade  7",88
"2016-2017",14,"COMANCHE COUNTY","COMANCHE ISD",047901,"TRADITIONAL ISD/CSD","Grade  8",106
"2016-2017",14,"COMANCHE COUNTY","COMANCHE ISD",047901,"TRADITIONAL ISD/CSD","Grade  9",86
"2016-2017",14,"COMANCHE COUNTY","COMANCHE ISD",047901,"TRADITIONAL ISD/CSD","Grade 10",83
"2016-2017",14,"COMANCHE COUNTY","COMANCHE ISD",047901,"TRADITIONAL ISD/CSD","Grade 11",70
"2016-2017",14,"COMANCHE COUNTY","COMANCHE ISD",047901,"TRADITIONAL ISD/CSD","Grade 12",91
"2016-2017",13,"KENDALL COUNTY","COMFORT ISD",130902,"TRADITIONAL ISD/CSD","Early Education",5
"2016-2017",13,"KENDALL COUNTY","COMFORT ISD",130902,"TRADITIONAL ISD/CSD","Pre-kindergarten",49
"2016-2017",13,"KENDALL COUNTY","COMFORT ISD",130902,"TRADITIONAL ISD/CSD","Kindergarten",68
"2016-2017",13,"KENDALL COUNTY","COMFORT ISD",130902,"TRADITIONAL ISD/CSD","Grade  1",87
"2016-2017",13,"KENDALL COUNTY","COMFORT ISD",130902,"TRADITIONAL ISD/CSD","Grade  2",74
"2016-2017",13,"KENDALL COUNTY","COMFORT ISD",130902,"TRADITIONAL ISD/CSD","Grade  3",92
"2016-2017",13,"KENDALL COUNTY","COMFORT ISD",130902,"TRADITIONAL ISD/CSD","Grade  4",85
"2016-2017",13,"KENDALL COUNTY","COMFORT ISD",130902,"TRADITIONAL ISD/CSD","Grade  5",78
"2016-2017",13,"KENDALL COUNTY","COMFORT ISD",130902,"TRADITIONAL ISD/CSD","Grade  6",91
"2016-2017",13,"KENDALL COUNTY","COMFORT ISD",130902,"TRADITIONAL ISD/CSD","Grade  7",77
"2016-2017",13,"KENDALL COUNTY","COMFORT ISD",130902,"TRADITIONAL ISD/CSD","Grade  8",88
