"Year","Region","County Name","Grade Level Name","Enrollment by Grade Level"
"2017-2018",03,"DEWITT COUNTY","Early Education",20
"2017-2018",03,"DEWITT COUNTY","Pre-kindergarten",198
"2017-2018",03,"DEWITT COUNTY","Kindergarten",294
"2017-2018",03,"DEWITT COUNTY","Grade  1",301
"2017-2018",03,"DEWITT COUNTY","Grade  2",350
"2017-2018",03,"DEWITT COUNTY","Grade  3",332
"2017-2018",03,"DEWITT COUNTY","Grade  4",337
"2017-2018",03,"DEWITT COUNTY","Grade  5",315
"2017-2018",03,"DEWITT COUNTY","Grade  6",357
"2017-2018",03,"DEWITT COUNTY","Grade  7",345
"2017-2018",03,"DEWITT COUNTY","Grade  8",323
"2017-2018",03,"DEWITT COUNTY","Grade  9",376
"2017-2018",03,"DEWITT COUNTY","Grade 10",350
"2017-2018",03,"DEWITT COUNTY","Grade 11",340
"2017-2018",03,"DEWITT COUNTY","Grade 12",318
"2017-2018",17,"DICKENS COUNTY","Early Education",-9999999
"2017-2018",17,"DICKENS COUNTY","Pre-kindergarten",24
"2017-2018",17,"DICKENS COUNTY","Kindergarten",21
"2017-2018",17,"DICKENS COUNTY","Grade  1",14
"2017-2018",17,"DICKENS COUNTY","Grade  2",23
"2017-2018",17,"DICKENS COUNTY","Grade  3",25
"2017-2018",17,"DICKENS COUNTY","Grade  4",24
"2017-2018",17,"DICKENS COUNTY","Grade  5",20
"2017-2018",17,"DICKENS COUNTY","Grade  6",22
"2017-2018",17,"DICKENS COUNTY","Grade  7",31
"2017-2018",17,"DICKENS COUNTY","Grade  8",39
"2017-2018",17,"DICKENS COUNTY","Grade  9",29
"2017-2018",17,"DICKENS COUNTY","Grade 10",35
"2017-2018",17,"DICKENS COUNTY","Grade 11",25
"2017-2018",17,"DICKENS COUNTY","Grade 12",23
"2017-2018",20,"DIMMIT COUNTY","Early Education",14
"2017-2018",20,"DIMMIT COUNTY","Pre-kindergarten",81
"2017-2018",20,"DIMMIT COUNTY","Kindergarten",173
"2017-2018",20,"DIMMIT COUNTY","Grade  1",162
"2017-2018",20,"DIMMIT COUNTY","Grade  2",146
"2017-2018",20,"DIMMIT COUNTY","Grade  3",156
"2017-2018",20,"DIMMIT COUNTY","Grade  4",193
"2017-2018",20,"DIMMIT COUNTY","Grade  5",168
"2017-2018",20,"DIMMIT COUNTY","Grade  6",161
"2017-2018",20,"DIMMIT COUNTY","Grade  7",179
"2017-2018",20,"DIMMIT COUNTY","Grade  8",166
"2017-2018",20,"DIMMIT COUNTY","Grade  9",183
"2017-2018",20,"DIMMIT COUNTY","Grade 10",151
"2017-2018",20,"DIMMIT COUNTY","Grade 11",153
"2017-2018",20,"DIMMIT COUNTY","Grade 12",125
"2017-2018",16,"DONLEY COUNTY","Early Education",-9999999
"2017-2018",16,"DONLEY COUNTY","Pre-kindergarten",36
"2017-2018",16,"DONLEY COUNTY","Kindergarten",40
"2017-2018",16,"DONLEY COUNTY","Grade  1",38
"2017-2018",16,"DONLEY COUNTY","Grade  2",39
"2017-2018",16,"DONLEY COUNTY","Grade  3",47
"2017-2018",16,"DONLEY COUNTY","Grade  4",34
"2017-2018",16,"DONLEY COUNTY","Grade  5",48
"2017-2018",16,"DONLEY COUNTY","Grade  6",49
"2017-2018",16,"DONLEY COUNTY","Grade  7",40
"2017-2018",16,"DONLEY COUNTY","Grade  8",40
"2017-2018",16,"DONLEY COUNTY","Grade  9",42
"2017-2018",16,"DONLEY COUNTY","Grade 10",35
"2017-2018",16,"DONLEY COUNTY","Grade 11",43
"2017-2018",16,"DONLEY COUNTY","Grade 12",42
"2017-2018",02,"DUVAL COUNTY","Early Education",5
"2017-2018",02,"DUVAL COUNTY","Pre-kindergarten",180
"2017-2018",02,"DUVAL COUNTY","Kindergarten",186
"2017-2018",02,"DUVAL COUNTY","Grade  1",193
"2017-2018",02,"DUVAL COUNTY","Grade  2",181
"2017-2018",02,"DUVAL COUNTY","Grade  3",219
"2017-2018",02,"DUVAL COUNTY","Grade  4",182
"2017-2018",02,"DUVAL COUNTY","Grade  5",187
"2017-2018",02,"DUVAL COUNTY","Grade  6",217
"2017-2018",02,"DUVAL COUNTY","Grade  7",173
"2017-2018",02,"DUVAL COUNTY","Grade  8",208
"2017-2018",02,"DUVAL COUNTY","Grade  9",203
"2017-2018",02,"DUVAL COUNTY","Grade 10",164
"2017-2018",02,"DUVAL COUNTY","Grade 11",174
"2017-2018",02,"DUVAL COUNTY","Grade 12",168
"2017-2018",14,"EASTLAND COUNTY","Early Education",11
"2017-2018",14,"EASTLAND COUNTY","Pre-kindergarten",150
"2017-2018",14,"EASTLAND COUNTY","Kindergarten",178
"2017-2018",14,"EASTLAND COUNTY","Grade  1",192
"2017-2018",14,"EASTLAND COUNTY","Grade  2",214
"2017-2018",14,"EASTLAND COUNTY","Grade  3",212
"2017-2018",14,"EASTLAND COUNTY","Grade  4",196
"2017-2018",14,"EASTLAND COUNTY","Grade  5",203
"2017-2018",14,"EASTLAND COUNTY","Grade  6",218
"2017-2018",14,"EASTLAND COUNTY","Grade  7",219
"2017-2018",14,"EASTLAND COUNTY","Grade  8",210
"2017-2018",14,"EASTLAND COUNTY","Grade  9",226
"2017-2018",14,"EASTLAND COUNTY","Grade 10",224
"2017-2018",14,"EASTLAND COUNTY","Grade 11",196
"2017-2018",14,"EASTLAND COUNTY","Grade 12",193
"2017-2018",18,"ECTOR COUNTY","Early Education",69
"2017-2018",18,"ECTOR COUNTY","Pre-kindergarten",1523
"2017-2018",18,"ECTOR COUNTY","Kindergarten",2697
"2017-2018",18,"ECTOR COUNTY","Grade  1",2572
"2017-2018",18,"ECTOR COUNTY","Grade  2",2655
"2017-2018",18,"ECTOR COUNTY","Grade  3",2825
"2017-2018",18,"ECTOR COUNTY","Grade  4",2762
"2017-2018",18,"ECTOR COUNTY","Grade  5",2761
"2017-2018",18,"ECTOR COUNTY","Grade  6",2539
"2017-2018",18,"ECTOR COUNTY","Grade  7",2555
"2017-2018",18,"ECTOR COUNTY","Grade  8",2425
"2017-2018",18,"ECTOR COUNTY","Grade  9",2857
"2017-2018",18,"ECTOR COUNTY","Grade 10",2212
"2017-2018",18,"ECTOR COUNTY","Grade 11",1960
"2017-2018",18,"ECTOR COUNTY","Grade 12",1536
"2017-2018",15,"EDWARDS COUNTY","Early Education",-9999999
"2017-2018",15,"EDWARDS COUNTY","Pre-kindergarten",40
"2017-2018",15,"EDWARDS COUNTY","Kindergarten",50
"2017-2018",15,"EDWARDS COUNTY","Grade  1",46
"2017-2018",15,"EDWARDS COUNTY","Grade  2",44
"2017-2018",15,"EDWARDS COUNTY","Grade  3",45
"2017-2018",15,"EDWARDS COUNTY","Grade  4",42
"2017-2018",15,"EDWARDS COUNTY","Grade  5",44
"2017-2018",15,"EDWARDS COUNTY","Grade  6",47
"2017-2018",15,"EDWARDS COUNTY","Grade  7",39
"2017-2018",15,"EDWARDS COUNTY","Grade  8",38
"2017-2018",15,"EDWARDS COUNTY","Grade  9",37
"2017-2018",15,"EDWARDS COUNTY","Grade 10",42
"2017-2018",15,"EDWARDS COUNTY","Grade 11",34
"2017-2018",15,"EDWARDS COUNTY","Grade 12",37
"2017-2018",19,"EL PASO COUNTY","Early Education",693
"2017-2018",19,"EL PASO COUNTY","Pre-kindergarten",8364
"2017-2018",19,"EL PASO COUNTY","Kindergarten",11526
"2017-2018",19,"EL PASO COUNTY","Grade  1",11943
"2017-2018",19,"EL PASO COUNTY","Grade  2",12136
"2017-2018",19,"EL PASO COUNTY","Grade  3",12562
"2017-2018",19,"EL PASO COUNTY","Grade  4",12951
"2017-2018",19,"EL PASO COUNTY","Grade  5",13141
"2017-2018",19,"EL PASO COUNTY","Grade  6",13028
"2017-2018",19,"EL PASO COUNTY","Grade  7",13067
"2017-2018",19,"EL PASO COUNTY","Grade  8",13309
"2017-2018",19,"EL PASO COUNTY","Grade  9",14879
"2017-2018",19,"EL PASO COUNTY","Grade 10",13956
"2017-2018",19,"EL PASO COUNTY","Grade 11",13342
"2017-2018",19,"EL PASO COUNTY","Grade 12",12699
"2017-2018",10,"ELLIS COUNTY","Early Education",123
"2017-2018",10,"ELLIS COUNTY","Pre-kindergarten",1288
"2017-2018",10,"ELLIS COUNTY","Kindergarten",2487
"2017-2018",10,"ELLIS COUNTY","Grade  1",2546
"2017-2018",10,"ELLIS COUNTY","Grade  2",2790
"2017-2018",10,"ELLIS COUNTY","Grade  3",2776
"2017-2018",10,"ELLIS COUNTY","Grade  4",2936
"2017-2018",10,"ELLIS COUNTY","Grade  5",2965
"2017-2018",10,"ELLIS COUNTY","Grade  6",2961
"2017-2018",10,"ELLIS COUNTY","Grade  7",3029
"2017-2018",10,"ELLIS COUNTY","Grade  8",2927
"2017-2018",10,"ELLIS COUNTY","Grade  9",3056
"2017-2018",10,"ELLIS COUNTY","Grade 10",3000
"2017-2018",10,"ELLIS COUNTY","Grade 11",2610
"2017-2018",10,"ELLIS COUNTY","Grade 12",2464
"2017-2018",11,"ERATH COUNTY","Early Education",22
"2017-2018",11,"ERATH COUNTY","Pre-kindergarten",285
"2017-2018",11,"ERATH COUNTY","Kindergarten",430
"2017-2018",11,"ERATH COUNTY","Grade  1",442
"2017-2018",11,"ERATH COUNTY","Grade  2",417
"2017-2018",11,"ERATH COUNTY","Grade  3",430
"2017-2018",11,"ERATH COUNTY","Grade  4",434
"2017-2018",11,"ERATH COUNTY","Grade  5",465
"2017-2018",11,"ERATH COUNTY","Grade  6",509
"2017-2018",11,"ERATH COUNTY","Grade  7",453
"2017-2018",11,"ERATH COUNTY","Grade  8",481
"2017-2018",11,"ERATH COUNTY","Grade  9",2613
"2017-2018",11,"ERATH COUNTY","Grade 10",2339
"2017-2018",11,"ERATH COUNTY","Grade 11",2042
"2017-2018",11,"ERATH COUNTY","Grade 12",1819
"2017-2018",12,"FALLS COUNTY","Early Education",8
"2017-2018",12,"FALLS COUNTY","Pre-kindergarten",107
"2017-2018",12,"FALLS COUNTY","Kindergarten",175
"2017-2018",12,"FALLS COUNTY","Grade  1",159
"2017-2018",12,"FALLS COUNTY","Grade  2",160
"2017-2018",12,"FALLS COUNTY","Grade  3",154
"2017-2018",12,"FALLS COUNTY","Grade  4",158
"2017-2018",12,"FALLS COUNTY","Grade  5",173
"2017-2018",12,"FALLS COUNTY","Grade  6",177
"2017-2018",12,"FALLS COUNTY","Grade  7",138
"2017-2018",12,"FALLS COUNTY","Grade  8",167
"2017-2018",12,"FALLS COUNTY","Grade  9",155
"2017-2018",12,"FALLS COUNTY","Grade 10",148
"2017-2018",12,"FALLS COUNTY","Grade 11",131
"2017-2018",12,"FALLS COUNTY","Grade 12",125
"2017-2018",10,"FANNIN COUNTY","Early Education",8
"2017-2018",10,"FANNIN COUNTY","Pre-kindergarten",325
"2017-2018",10,"FANNIN COUNTY","Kindergarten",364
"2017-2018",10,"FANNIN COUNTY","Grade  1",388
"2017-2018",10,"FANNIN COUNTY","Grade  2",393
"2017-2018",10,"FANNIN COUNTY","Grade  3",373
"2017-2018",10,"FANNIN COUNTY","Grade  4",413
"2017-2018",10,"FANNIN COUNTY","Grade  5",409
"2017-2018",10,"FANNIN COUNTY","Grade  6",400
"2017-2018",10,"FANNIN COUNTY","Grade  7",436
"2017-2018",10,"FANNIN COUNTY","Grade  8",405
"2017-2018",10,"FANNIN COUNTY","Grade  9",388
"2017-2018",10,"FANNIN COUNTY","Grade 10",390
"2017-2018",10,"FANNIN COUNTY","Grade 11",381
"2017-2018",10,"FANNIN COUNTY","Grade 12",370
"2017-2018",13,"FAYETTE COUNTY","Early Education",15
"2017-2018",13,"FAYETTE COUNTY","Pre-kindergarten",159
"2017-2018",13,"FAYETTE COUNTY","Kindergarten",235
"2017-2018",13,"FAYETTE COUNTY","Grade  1",269
"2017-2018",13,"FAYETTE COUNTY","Grade  2",271
"2017-2018",13,"FAYETTE COUNTY","Grade  3",269
"2017-2018",13,"FAYETTE COUNTY","Grade  4",255
"2017-2018",13,"FAYETTE COUNTY","Grade  5",308
"2017-2018",13,"FAYETTE COUNTY","Grade  6",275
"2017-2018",13,"FAYETTE COUNTY","Grade  7",301
"2017-2018",13,"FAYETTE COUNTY","Grade  8",275
"2017-2018",13,"FAYETTE COUNTY","Grade  9",312
"2017-2018",13,"FAYETTE COUNTY","Grade 10",299
"2017-2018",13,"FAYETTE COUNTY","Grade 11",319
"2017-2018",13,"FAYETTE COUNTY","Grade 12",267
"2017-2018",14,"FISHER COUNTY","Early Education",-9999999
"2017-2018",14,"FISHER COUNTY","Pre-kindergarten",46
"2017-2018",14,"FISHER COUNTY","Kindergarten",41
"2017-2018",14,"FISHER COUNTY","Grade  1",43
"2017-2018",14,"FISHER COUNTY","Grade  2",48
"2017-2018",14,"FISHER COUNTY","Grade  3",41
"2017-2018",14,"FISHER COUNTY","Grade  4",40
"2017-2018",14,"FISHER COUNTY","Grade  5",32
"2017-2018",14,"FISHER COUNTY","Grade  6",46
"2017-2018",14,"FISHER COUNTY","Grade  7",46
"2017-2018",14,"FISHER COUNTY","Grade  8",25
"2017-2018",14,"FISHER COUNTY","Grade  9",33
"2017-2018",14,"FISHER COUNTY","Grade 10",45
"2017-2018",14,"FISHER COUNTY","Grade 11",34
"2017-2018",14,"FISHER COUNTY","Grade 12",38
"2017-2018",17,"FLOYD COUNTY","Early Education",-9999999
"2017-2018",17,"FLOYD COUNTY","Pre-kindergarten",76
"2017-2018",17,"FLOYD COUNTY","Kindergarten",83
"2017-2018",17,"FLOYD COUNTY","Grade  1",95
"2017-2018",17,"FLOYD COUNTY","Grade  2",93
"2017-2018",17,"FLOYD COUNTY","Grade  3",87
"2017-2018",17,"FLOYD COUNTY","Grade  4",101
"2017-2018",17,"FLOYD COUNTY","Grade  5",87
"2017-2018",17,"FLOYD COUNTY","Grade  6",90
"2017-2018",17,"FLOYD COUNTY","Grade  7",94
"2017-2018",17,"FLOYD COUNTY","Grade  8",88
"2017-2018",17,"FLOYD COUNTY","Grade  9",96
"2017-2018",17,"FLOYD COUNTY","Grade 10",69
"2017-2018",17,"FLOYD COUNTY","Grade 11",82
"2017-2018",17,"FLOYD COUNTY","Grade 12",76
"2017-2018",09,"FOARD COUNTY","Early Education",-9999999
"2017-2018",09,"FOARD COUNTY","Pre-kindergarten",17
"2017-2018",09,"FOARD COUNTY","Kindergarten",17
"2017-2018",09,"FOARD COUNTY","Grade  1",12
"2017-2018",09,"FOARD COUNTY","Grade  2",9
"2017-2018",09,"FOARD COUNTY","Grade  3",16
"2017-2018",09,"FOARD COUNTY","Grade  4",10
"2017-2018",09,"FOARD COUNTY","Grade  5",15
"2017-2018",09,"FOARD COUNTY","Grade  6",20
"2017-2018",09,"FOARD COUNTY","Grade  7",17
"2017-2018",09,"FOARD COUNTY","Grade  8",17
"2017-2018",09,"FOARD COUNTY","Grade  9",17
"2017-2018",09,"FOARD COUNTY","Grade 10",21
"2017-2018",09,"FOARD COUNTY","Grade 11",12
"2017-2018",09,"FOARD COUNTY","Grade 12",14
"2017-2018",04,"FORT BEND COUNTY","Early Education",738
"2017-2018",04,"FORT BEND COUNTY","Pre-kindergarten",2458
"2017-2018",04,"FORT BEND COUNTY","Kindergarten",7382
"2017-2018",04,"FORT BEND COUNTY","Grade  1",7917
"2017-2018",04,"FORT BEND COUNTY","Grade  2",8126
"2017-2018",04,"FORT BEND COUNTY","Grade  3",8600
"2017-2018",04,"FORT BEND COUNTY","Grade  4",8630
"2017-2018",04,"FORT BEND COUNTY","Grade  5",8682
"2017-2018",04,"FORT BEND COUNTY","Grade  6",8635
"2017-2018",04,"FORT BEND COUNTY","Grade  7",8727
"2017-2018",04,"FORT BEND COUNTY","Grade  8",8702
"2017-2018",04,"FORT BEND COUNTY","Grade  9",9737
"2017-2018",04,"FORT BEND COUNTY","Grade 10",9114
"2017-2018",04,"FORT BEND COUNTY","Grade 11",8597
"2017-2018",04,"FORT BEND COUNTY","Grade 12",8211
"2017-2018",08,"FRANKLIN COUNTY","Early Education",5
"2017-2018",08,"FRANKLIN COUNTY","Pre-kindergarten",47
"2017-2018",08,"FRANKLIN COUNTY","Kindergarten",100
"2017-2018",08,"FRANKLIN COUNTY","Grade  1",120
"2017-2018",08,"FRANKLIN COUNTY","Grade  2",112
"2017-2018",08,"FRANKLIN COUNTY","Grade  3",118
"2017-2018",08,"FRANKLIN COUNTY","Grade  4",131
"2017-2018",08,"FRANKLIN COUNTY","Grade  5",132
"2017-2018",08,"FRANKLIN COUNTY","Grade  6",125
"2017-2018",08,"FRANKLIN COUNTY","Grade  7",129
"2017-2018",08,"FRANKLIN COUNTY","Grade  8",137
"2017-2018",08,"FRANKLIN COUNTY","Grade  9",113
"2017-2018",08,"FRANKLIN COUNTY","Grade 10",132
"2017-2018",08,"FRANKLIN COUNTY","Grade 11",123
"2017-2018",08,"FRANKLIN COUNTY","Grade 12",101
"2017-2018",12,"FREESTONE COUNTY","Early Education",5
"2017-2018",12,"FREESTONE COUNTY","Pre-kindergarten",143
"2017-2018",12,"FREESTONE COUNTY","Kindergarten",233
"2017-2018",12,"FREESTONE COUNTY","Grade  1",273
"2017-2018",12,"FREESTONE COUNTY","Grade  2",255
"2017-2018",12,"FREESTONE COUNTY","Grade  3",287
"2017-2018",12,"FREESTONE COUNTY","Grade  4",278
"2017-2018",12,"FREESTONE COUNTY","Grade  5",321
"2017-2018",12,"FREESTONE COUNTY","Grade  6",278
"2017-2018",12,"FREESTONE COUNTY","Grade  7",252
"2017-2018",12,"FREESTONE COUNTY","Grade  8",274
"2017-2018",12,"FREESTONE COUNTY","Grade  9",282
"2017-2018",12,"FREESTONE COUNTY","Grade 10",269
"2017-2018",12,"FREESTONE COUNTY","Grade 11",282
"2017-2018",12,"FREESTONE COUNTY","Grade 12",283
"2017-2018",20,"FRIO COUNTY","Early Education",6
"2017-2018",20,"FRIO COUNTY","Pre-kindergarten",185
"2017-2018",20,"FRIO COUNTY","Kindergarten",214
"2017-2018",20,"FRIO COUNTY","Grade  1",231
"2017-2018",20,"FRIO COUNTY","Grade  2",222
"2017-2018",20,"FRIO COUNTY","Grade  3",250
"2017-2018",20,"FRIO COUNTY","Grade  4",264
"2017-2018",20,"FRIO COUNTY","Grade  5",227
"2017-2018",20,"FRIO COUNTY","Grade  6",232
"2017-2018",20,"FRIO COUNTY","Grade  7",247
"2017-2018",20,"FRIO COUNTY","Grade  8",224
"2017-2018",20,"FRIO COUNTY","Grade  9",258
"2017-2018",20,"FRIO COUNTY","Grade 10",260
"2017-2018",20,"FRIO COUNTY","Grade 11",220
"2017-2018",20,"FRIO COUNTY","Grade 12",229
"2017-2018",17,"GAINES COUNTY","Early Education",14
"2017-2018",17,"GAINES COUNTY","Pre-kindergarten",146
"2017-2018",17,"GAINES COUNTY","Kindergarten",268
"2017-2018",17,"GAINES COUNTY","Grade  1",269
"2017-2018",17,"GAINES COUNTY","Grade  2",282
"2017-2018",17,"GAINES COUNTY","Grade  3",285
"2017-2018",17,"GAINES COUNTY","Grade  4",267
"2017-2018",17,"GAINES COUNTY","Grade  5",264
"2017-2018",17,"GAINES COUNTY","Grade  6",279
"2017-2018",17,"GAINES COUNTY","Grade  7",260
"2017-2018",17,"GAINES COUNTY","Grade  8",282
"2017-2018",17,"GAINES COUNTY","Grade  9",282
"2017-2018",17,"GAINES COUNTY","Grade 10",244
"2017-2018",17,"GAINES COUNTY","Grade 11",241
"2017-2018",17,"GAINES COUNTY","Grade 12",211
"2017-2018",04,"GALVESTON COUNTY/04","Early Education",570
"2017-2018",04,"GALVESTON COUNTY/04","Pre-kindergarten",2905
"2017-2018",04,"GALVESTON COUNTY/04","Kindergarten",5577
"2017-2018",04,"GALVESTON COUNTY/04","Grade  1",5839
"2017-2018",04,"GALVESTON COUNTY/04","Grade  2",6048
"2017-2018",04,"GALVESTON COUNTY/04","Grade  3",6088
"2017-2018",04,"GALVESTON COUNTY/04","Grade  4",6162
"2017-2018",04,"GALVESTON COUNTY/04","Grade  5",6307
"2017-2018",04,"GALVESTON COUNTY/04","Grade  6",6232
"2017-2018",04,"GALVESTON COUNTY/04","Grade  7",6133
"2017-2018",04,"GALVESTON COUNTY/04","Grade  8",6268
"2017-2018",04,"GALVESTON COUNTY/04","Grade  9",6955
"2017-2018",04,"GALVESTON COUNTY/04","Grade 10",6379
"2017-2018",04,"GALVESTON COUNTY/04","Grade 11",5868
"2017-2018",04,"GALVESTON COUNTY/04","Grade 12",5598
"2017-2018",05,"GALVESTON COUNTY/05","Pre-kindergarten",-9999999
"2017-2018",05,"GALVESTON COUNTY/05","Kindergarten",-9999999
"2017-2018",05,"GALVESTON COUNTY/05","Grade  1",7
"2017-2018",05,"GALVESTON COUNTY/05","Grade  2",-9999999
"2017-2018",05,"GALVESTON COUNTY/05","Grade  3",7
"2017-2018",05,"GALVESTON COUNTY/05","Grade  4",7
"2017-2018",05,"GALVESTON COUNTY/05","Grade  5",7
"2017-2018",05,"GALVESTON COUNTY/05","Grade  6",15
"2017-2018",05,"GALVESTON COUNTY/05","Grade  7",11
"2017-2018",05,"GALVESTON COUNTY/05","Grade  8",15
"2017-2018",05,"GALVESTON COUNTY/05","Grade  9",19
"2017-2018",05,"GALVESTON COUNTY/05","Grade 10",20
"2017-2018",05,"GALVESTON COUNTY/05","Grade 11",12
"2017-2018",05,"GALVESTON COUNTY/05","Grade 12",15
"2017-2018","AL","GALVESTON COUNTY/ALL","Early Education",570
"2017-2018","AL","GALVESTON COUNTY/ALL","Pre-kindergarten",2906
"2017-2018","AL","GALVESTON COUNTY/ALL","Kindergarten",5581
"2017-2018","AL","GALVESTON COUNTY/ALL","Grade  1",5846
"2017-2018","AL","GALVESTON COUNTY/ALL","Grade  2",6050
"2017-2018","AL","GALVESTON COUNTY/ALL","Grade  3",6095
"2017-2018","AL","GALVESTON COUNTY/ALL","Grade  4",6169
"2017-2018","AL","GALVESTON COUNTY/ALL","Grade  5",6314
"2017-2018","AL","GALVESTON COUNTY/ALL","Grade  6",6247
"2017-2018","AL","GALVESTON COUNTY/ALL","Grade  7",6144
"2017-2018","AL","GALVESTON COUNTY/ALL","Grade  8",6283
"2017-2018","AL","GALVESTON COUNTY/ALL","Grade  9",6974
"2017-2018","AL","GALVESTON COUNTY/ALL","Grade 10",6399
"2017-2018","AL","GALVESTON COUNTY/ALL","Grade 11",5880
"2017-2018","AL","GALVESTON COUNTY/ALL","Grade 12",5613
"2017-2018",17,"GARZA COUNTY","Early Education",-9999999
"2017-2018",17,"GARZA COUNTY","Pre-kindergarten",42
"2017-2018",17,"GARZA COUNTY","Kindergarten",58
"2017-2018",17,"GARZA COUNTY","Grade  1",69
"2017-2018",17,"GARZA COUNTY","Grade  2",58
"2017-2018",17,"GARZA COUNTY","Grade  3",98
"2017-2018",17,"GARZA COUNTY","Grade  4",78
"2017-2018",17,"GARZA COUNTY","Grade  5",82
"2017-2018",17,"GARZA COUNTY","Grade  6",66
"2017-2018",17,"GARZA COUNTY","Grade  7",59
"2017-2018",17,"GARZA COUNTY","Grade  8",73
"2017-2018",17,"GARZA COUNTY","Grade  9",95
"2017-2018",17,"GARZA COUNTY","Grade 10",77
"2017-2018",17,"GARZA COUNTY","Grade 11",78
"2017-2018",17,"GARZA COUNTY","Grade 12",68
"2017-2018",13,"GILLESPIE COUNTY","Early Education",15
"2017-2018",13,"GILLESPIE COUNTY","Pre-kindergarten",164
"2017-2018",13,"GILLESPIE COUNTY","Kindergarten",254
"2017-2018",13,"GILLESPIE COUNTY","Grade  1",264
"2017-2018",13,"GILLESPIE COUNTY","Grade  2",265
"2017-2018",13,"GILLESPIE COUNTY","Grade  3",277
"2017-2018",13,"GILLESPIE COUNTY","Grade  4",275
"2017-2018",13,"GILLESPIE COUNTY","Grade  5",279
"2017-2018",13,"GILLESPIE COUNTY","Grade  6",251
"2017-2018",13,"GILLESPIE COUNTY","Grade  7",294
"2017-2018",13,"GILLESPIE COUNTY","Grade  8",275
"2017-2018",13,"GILLESPIE COUNTY","Grade  9",340
"2017-2018",13,"GILLESPIE COUNTY","Grade 10",300
"2017-2018",13,"GILLESPIE COUNTY","Grade 11",289
"2017-2018",13,"GILLESPIE COUNTY","Grade 12",279
"2017-2018",18,"GLASSCOCK COUNTY","Early Education",-9999999
"2017-2018",18,"GLASSCOCK COUNTY","Pre-kindergarten",15
"2017-2018",18,"GLASSCOCK COUNTY","Kindergarten",23
"2017-2018",18,"GLASSCOCK COUNTY","Grade  1",21
"2017-2018",18,"GLASSCOCK COUNTY","Grade  2",22
"2017-2018",18,"GLASSCOCK COUNTY","Grade  3",32
"2017-2018",18,"GLASSCOCK COUNTY","Grade  4",25
"2017-2018",18,"GLASSCOCK COUNTY","Grade  5",25
"2017-2018",18,"GLASSCOCK COUNTY","Grade  6",21
"2017-2018",18,"GLASSCOCK COUNTY","Grade  7",25
"2017-2018",18,"GLASSCOCK COUNTY","Grade  8",9
"2017-2018",18,"GLASSCOCK COUNTY","Grade  9",23
"2017-2018",18,"GLASSCOCK COUNTY","Grade 10",26
"2017-2018",18,"GLASSCOCK COUNTY","Grade 11",25
"2017-2018",18,"GLASSCOCK COUNTY","Grade 12",20
"2017-2018",03,"GOLIAD COUNTY","Early Education",31
"2017-2018",03,"GOLIAD COUNTY","Pre-kindergarten",46
"2017-2018",03,"GOLIAD COUNTY","Kindergarten",73
"2017-2018",03,"GOLIAD COUNTY","Grade  1",83
"2017-2018",03,"GOLIAD COUNTY","Grade  2",93
"2017-2018",03,"GOLIAD COUNTY","Grade  3",97
"2017-2018",03,"GOLIAD COUNTY","Grade  4",100
"2017-2018",03,"GOLIAD COUNTY","Grade  5",116
"2017-2018",03,"GOLIAD COUNTY","Grade  6",95
"2017-2018",03,"GOLIAD COUNTY","Grade  7",94
"2017-2018",03,"GOLIAD COUNTY","Grade  8",96
"2017-2018",03,"GOLIAD COUNTY","Grade  9",109
"2017-2018",03,"GOLIAD COUNTY","Grade 10",105
"2017-2018",03,"GOLIAD COUNTY","Grade 11",116
"2017-2018",03,"GOLIAD COUNTY","Grade 12",87
"2017-2018",13,"GONZALES COUNTY","Early Education",22
"2017-2018",13,"GONZALES COUNTY","Pre-kindergarten",290
"2017-2018",13,"GONZALES COUNTY","Kindergarten",270
"2017-2018",13,"GONZALES COUNTY","Grade  1",276
"2017-2018",13,"GONZALES COUNTY","Grade  2",296
"2017-2018",13,"GONZALES COUNTY","Grade  3",301
"2017-2018",13,"GONZALES COUNTY","Grade  4",306
"2017-2018",13,"GONZALES COUNTY","Grade  5",319
"2017-2018",13,"GONZALES COUNTY","Grade  6",341
"2017-2018",13,"GONZALES COUNTY","Grade  7",322
"2017-2018",13,"GONZALES COUNTY","Grade  8",334
"2017-2018",13,"GONZALES COUNTY","Grade  9",320
"2017-2018",13,"GONZALES COUNTY","Grade 10",308
"2017-2018",13,"GONZALES COUNTY","Grade 11",274
"2017-2018",13,"GONZALES COUNTY","Grade 12",268
"2017-2018",16,"GRAY COUNTY","Early Education",11
"2017-2018",16,"GRAY COUNTY","Pre-kindergarten",214
"2017-2018",16,"GRAY COUNTY","Kindergarten",305
"2017-2018",16,"GRAY COUNTY","Grade  1",279
"2017-2018",16,"GRAY COUNTY","Grade  2",272
"2017-2018",16,"GRAY COUNTY","Grade  3",340
"2017-2018",16,"GRAY COUNTY","Grade  4",340
"2017-2018",16,"GRAY COUNTY","Grade  5",294
"2017-2018",16,"GRAY COUNTY","Grade  6",294
"2017-2018",16,"GRAY COUNTY","Grade  7",304
"2017-2018",16,"GRAY COUNTY","Grade  8",295
"2017-2018",16,"GRAY COUNTY","Grade  9",314
"2017-2018",16,"GRAY COUNTY","Grade 10",286
"2017-2018",16,"GRAY COUNTY","Grade 11",234
"2017-2018",16,"GRAY COUNTY","Grade 12",251
